"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.992171250E0,3.005727660E-3,2.698511118E-3,5.988404155E-6,4.039355998E-3
3.002088250E0,-2.031149343E-4,-1.763713080E-4,-6.542091724E-4,7.073557493E-4
3.012005250E0,3.340290859E-4,1.388658769E-3,2.585727023E-3,2.953968999E-3
3.021922250E0,-1.560011879E-3,4.994294140E-4,6.517397705E-4,1.762904288E-3
3.031839250E0,-1.427740790E-3,-8.874033811E-4,1.212044968E-3,2.072433721E-3
3.041756250E0,-1.078600064E-3,-6.674262695E-4,1.426962088E-3,1.909203164E-3
3.051672250E0,-1.144116744E-3,-1.140622539E-3,-9.023135062E-4,1.850457393E-3
3.061589250E0,-2.851895988E-5,1.299716532E-4,1.890498679E-4,2.311835078E-4
3.071506250E0,-5.448209122E-4,4.458861426E-3,8.339206688E-4,4.568774313E-3
3.081423250E0,1.044819597E-3,1.460674917E-3,4.064834211E-4,1.841316914E-3
3.091340250E0,-1.434674487E-3,-8.972742362E-4,1.902415534E-3,2.546090493E-3
3.101256250E0,6.764135323E-4,-2.381419763E-4,-2.246523276E-3,2.358201369E-3
3.111173250E0,-1.379549503E-3,-2.316292142E-3,-5.432363832E-4,2.750176702E-3
3.121090250E0,-1.104711555E-3,-3.769155592E-5,-2.551788930E-5,1.105648875E-3
3.131007250E0,-3.261798993E-4,-4.575017374E-4,5.287993699E-4,7.715762698E-4
3.140924250E0,1.876254566E-3,6.644879468E-4,-2.154069254E-3,2.932897847E-3
3.150840417E0,-4.309117794E-4,1.443273388E-3,-8.206184721E-4,1.715266076E-3
3.160756417E0,-1.701880246E-4,1.524233492E-3,-2.214250620E-3,2.693539959E-3
3.170673417E0,2.280846238E-4,-1.593504916E-3,1.216239762E-3,2.017552892E-3
3.180590417E0,7.348847575E-4,5.951919593E-5,2.188293729E-3,2.309161663E-3
3.190507417E0,-4.148622975E-4,-1.712969271E-3,-7.021953352E-4,1.897222375E-3
3.200424417E0,-1.157618128E-3,-1.150509575E-3,-4.220308037E-4,1.685782315E-3
3.210340417E0,4.993136972E-4,-1.819804311E-4,-1.910094172E-3,1.982647420E-3
3.220257417E0,-6.229421124E-4,1.525638392E-3,5.679773167E-4,1.743051236E-3
3.230174417E0,2.897428349E-4,-6.985142827E-4,1.709132805E-3,1.868959084E-3
3.240091417E0,1.308402047E-3,2.753741574E-3,5.783544620E-4,3.103143963E-3
3.250008417E0,-5.646506324E-4,-2.065961016E-4,7.539630169E-4,9.643508266E-4
3.259925417E0,7.823761553E-4,1.251750859E-3,1.831744448E-3,2.352505129E-3
3.269841417E0,-7.608719170E-5,1.029916573E-3,1.238795347E-3,1.612802319E-3
3.279758417E0,1.105024479E-3,1.750834286E-3,-4.874656443E-4,2.126998484E-3
3.289675417E0,7.281489670E-4,3.853956470E-3,-1.965789124E-6,3.922140392E-3
3.299592417E0,3.635622561E-4,-6.579707842E-4,-2.196943155E-3,2.321995325E-3
3.309509417E0,2.505249809E-3,1.799696358E-3,1.637458103E-3,3.492341997E-3
3.319425417E0,1.154494472E-3,2.175124828E-4,1.259821933E-3,1.722591207E-3
3.329342417E0,-1.048017293E-3,3.783570137E-4,2.838045591E-3,3.048933757E-3
3.339259417E0,7.130950689E-5,3.294507042E-5,9.309558664E-4,9.342640144E-4
3.349176417E0,1.230673864E-3,1.621885691E-3,1.021163771E-4,2.038504135E-3
3.359093417E0,9.832666256E-4,-5.464601563E-4,-1.873682835E-3,2.185433441E-3
3.369009417E0,1.306139398E-3,7.658938412E-4,-1.668738667E-3,2.253282548E-3
3.378926417E0,1.588491723E-4,9.208896663E-4,1.226383727E-3,1.541845609E-3
3.388843417E0,4.896912724E-4,4.328169394E-3,-6.453586975E-4,4.403332340E-3
3.398760417E0,-1.311302185E-5,-1.474858494E-3,-4.112668103E-4,1.531182523E-3
3.408677417E0,-1.073940657E-3,1.749556744E-3,-2.267949050E-3,3.059066889E-3
3.418593417E0,1.362003386E-4,-2.239059657E-3,8.122529835E-5,2.244668401E-3
3.428510417E0,-3.171795979E-4,-2.178668510E-3,-7.609298918E-4,2.329423464E-3
3.438427417E0,4.687439650E-5,-1.113404054E-3,-2.154828515E-3,2.425933166E-3
3.448344417E0,3.475574777E-4,-1.259767800E-3,-2.053079428E-3,2.433710387E-3
3.458261417E0,-1.347409561E-4,-2.278426895E-3,-2.119125798E-3,3.114494885E-3
3.468178417E0,-7.582092658E-4,-1.283802092E-3,-3.003017046E-4,1.520924132E-3
3.478094417E0,1.886842307E-3,-1.765567809E-3,-1.049448969E-3,2.789040465E-3
3.488011417E0,1.223664731E-4,1.258338802E-3,1.088158460E-3,1.668076416E-3
3.497928417E0,2.454044297E-4,-2.275676001E-3,5.371505395E-4,2.351054082E-3
3.507845417E0,-5.620205775E-4,1.199527411E-3,-2.076691017E-4,1.340842867E-3
3.517762417E0,2.368787769E-3,-4.199409159E-4,-1.159482868E-3,2.670562935E-3
3.527678417E0,-5.649449304E-4,2.151218243E-3,2.074358054E-4,2.233815641E-3
3.537595417E0,-6.400421262E-5,2.601074520E-4,-1.910309889E-3,1.928998782E-3
3.547512417E0,1.195733435E-3,-2.186105587E-3,-9.584305226E-4,2.669723797E-3
3.557429417E0,5.509825423E-4,7.351157255E-4,3.928573569E-4,9.991565417E-4
3.567346417E0,2.031734213E-3,-1.031783991E-3,1.480869600E-3,2.717627070E-3
3.577262417E0,1.374199521E-3,-7.863854989E-5,-5.521876737E-4,1.483077736E-3
3.587179417E0,-1.357179135E-4,-9.600925259E-4,-1.496409881E-3,1.783098299E-3
3.597096417E0,1.652194187E-4,2.609342337E-3,-2.601621673E-3,3.688414322E-3
3.607013417E0,-4.782304168E-4,-2.710855333E-3,-2.470530802E-3,3.698778638E-3
3.616930417E0,4.807738587E-4,4.423274659E-4,1.207294525E-3,1.372718893E-3
3.626846417E0,-1.161508262E-4,4.345232155E-4,1.315805363E-3,1.390555713E-3
3.636763417E0,7.158210501E-4,-7.718887646E-4,-1.738041523E-3,2.031994187E-3
3.646680417E0,-4.893289879E-4,1.595351379E-3,-7.935881149E-4,1.847801661E-3
3.656597417E0,7.847277448E-4,1.808670582E-3,1.827266533E-4,1.980019176E-3
3.666514417E0,2.068363596E-3,-9.148808895E-4,1.673451276E-3,2.813463022E-3
3.676430417E0,-2.104276791E-3,-1.044808887E-4,-7.907716790E-4,2.250381505E-3
3.686347417E0,-4.457412288E-4,7.705881726E-4,-1.289286884E-3,1.566764833E-3
3.696264417E0,-2.764821053E-3,1.312541310E-3,4.281855654E-4,3.090362927E-3
3.706181417E0,5.108760670E-4,3.868043423E-4,-4.146210849E-4,7.632316811E-4
3.716098417E0,-4.172353074E-4,-2.036184305E-4,-1.300122123E-3,1.380530080E-3
3.726014417E0,-1.326477155E-3,-1.231471077E-3,8.035378996E-4,1.980337297E-3
3.735931417E0,-1.716096886E-3,-2.010978293E-3,-2.451643813E-3,3.605492976E-3
3.745848417E0,-6.216401234E-4,-2.791059203E-3,1.093745930E-3,3.061491153E-3
3.755765417E0,-8.629225194E-4,-3.488541115E-3,-1.803773222E-3,4.020964091E-3
3.765682417E0,-1.183030196E-3,1.144616166E-3,-3.329740139E-4,1.679457741E-3
3.775598417E0,-3.001922742E-4,5.520628765E-4,-1.137781190E-3,1.299782619E-3
3.785515417E0,1.335367560E-3,7.606849540E-4,8.628331125E-5,1.539250769E-3
3.795432417E0,1.064790413E-3,-1.252398477E-3,-1.716410508E-3,2.376624834E-3
3.805349417E0,1.012381166E-3,1.251377398E-3,-6.180299679E-4,1.724187362E-3
3.815266417E0,-1.399684697E-4,-9.201640496E-4,-3.266801359E-4,9.864141939E-4
3.825182417E0,-7.568672299E-5,1.392475329E-3,-2.822198439E-5,1.394816297E-3
3.835099417E0,2.777148038E-4,3.623671830E-3,-9.083966725E-4,3.746105652E-3
3.845016417E0,-1.232232898E-3,-1.425368246E-4,-7.164499257E-4,1.432485657E-3
3.854933417E0,-5.485992879E-4,7.637368981E-4,-1.063992502E-3,1.419977209E-3
3.864850417E0,2.273637801E-5,4.186834209E-3,8.552679792E-4,4.273357105E-3
3.874766417E0,-1.400989480E-3,7.542860694E-4,1.164993504E-3,1.972036730E-3
3.884683417E0,1.234821975E-4,1.293937908E-3,1.882677199E-3,2.287792954E-3
3.894600417E0,-1.181201078E-3,-9.662868688E-4,7.798620500E-4,1.713806032E-3
3.904517417E0,7.710983045E-4,3.718903754E-3,8.574188687E-4,3.893585089E-3
3.914434417E0,-5.516940728E-4,-1.311540953E-3,2.196988789E-3,2.617492266E-3
3.924350417E0,-1.246158034E-3,-1.661062706E-4,1.201541163E-3,1.739023377E-3
3.934267417E0,-9.489487857E-4,3.975606523E-5,-9.771909099E-4,1.362712889E-3
3.944184417E0,-1.220296137E-3,2.138512908E-3,9.239645442E-4,2.629842314E-3
3.954101417E0,-3.183046356E-3,-3.036058042E-4,6.339462707E-4,3.259731348E-3
3.964017417E0,-2.334190533E-3,4.216935486E-4,-6.026447518E-4,2.447335610E-3
3.973934417E0,1.743108965E-3,-2.103782259E-3,2.732689027E-4,2.745724777E-3
3.983851417E0,-5.132593215E-4,1.409089891E-3,-2.594281686E-4,1.521930494E-3
3.993768417E0,-8.195228875E-4,1.352364663E-3,-6.067043869E-4,1.693693643E-3
4.003685417E0,7.875855081E-4,1.513513736E-3,-3.072051331E-3,3.514045268E-3
4.013601417E0,-8.598454297E-4,-1.021549338E-3,-2.587888855E-3,2.912055278E-3
4.023518417E0,1.305927988E-3,-1.523096929E-3,5.885454593E-4,2.090851005E-3
4.033435417E0,-1.711433753E-3,1.478551887E-3,-1.865520608E-5,2.261740301E-3
4.043352417E0,-5.229823291E-4,2.157122130E-3,-2.484404948E-3,3.331509319E-3
4.053269417E0,2.700241748E-3,-1.626963611E-3,1.486900728E-3,3.485568801E-3
4.063185417E0,3.345367499E-3,-6.689674919E-4,-6.897951243E-4,3.480634787E-3
4.073102417E0,4.569031298E-4,2.662380459E-3,-1.382216928E-3,3.034395131E-3
4.083019417E0,2.043595072E-3,-2.145026345E-3,-2.254686551E-3,3.723040462E-3
4.092936417E0,-2.954592928E-4,1.834535506E-3,-1.901551499E-3,2.658705478E-3
4.102852417E0,-2.116158605E-3,-2.325518755E-3,-9.826829191E-4,3.294211657E-3
4.112769417E0,-1.470176503E-4,-1.696899999E-4,7.041634526E-4,7.390906937E-4
4.122686417E0,-2.216757275E-3,2.066864399E-3,-6.719527300E-4,3.104426152E-3
4.132603417E0,-2.565364353E-3,-1.584726851E-4,-7.872675778E-4,2.688121667E-3
4.142520417E0,6.882129237E-4,-1.579426927E-3,-2.376135672E-3,2.935003778E-3
4.152436125E0,-2.998197451E-4,8.123582229E-4,-5.119596608E-5,8.674322964E-4
4.162353125E0,-1.238505356E-3,1.383154653E-3,1.379314810E-3,2.312903296E-3
4.172270125E0,-4.107952118E-4,-2.495206892E-3,-1.058276510E-3,2.741306133E-3
4.182187125E0,-1.328538172E-3,1.088700956E-3,-4.576599458E-4,1.777564646E-3
4.192104125E0,2.095754258E-3,1.107609365E-3,-6.456791889E-4,2.456804028E-3
4.202020125E0,1.304856967E-3,2.198433504E-5,2.457723487E-3,2.782721645E-3
4.211937125E0,3.495812416E-4,-2.399095334E-3,-1.083481708E-3,2.655522185E-3
4.221854125E0,5.712970160E-4,-1.858570613E-3,-1.008470892E-3,2.190360368E-3
4.231771125E0,5.976622924E-4,1.073747408E-4,1.082376810E-3,1.241075787E-3
4.241688125E0,2.177224495E-3,2.421172801E-3,1.596757444E-3,3.626571186E-3
4.251604125E0,3.678733483E-4,2.179091331E-3,2.060546540E-4,2.219510835E-3
4.261521125E0,5.739694461E-4,-1.736209262E-3,5.047420273E-4,1.897005019E-3
4.271438125E0,2.038707957E-3,1.359715359E-3,-2.269206569E-3,3.339828505E-3
4.281355125E0,1.078317873E-3,-1.585719641E-3,-1.964402618E-3,2.745205614E-3
4.291271125E0,2.022408415E-3,-1.977470703E-3,7.775881095E-4,2.933456911E-3
4.301188125E0,5.033239722E-4,1.248017419E-3,-8.561264258E-5,1.348410926E-3
4.311105125E0,9.829592891E-4,9.209811687E-4,1.469673356E-3,1.993578454E-3
4.321022125E0,2.210337203E-3,3.498466685E-4,-2.105815103E-3,3.072855430E-3
4.330938125E0,1.269176137E-3,8.587769698E-4,1.090244506E-3,1.880675154E-3
4.340855125E0,-1.069733873E-3,-1.958063105E-3,1.077122986E-3,2.477606831E-3
4.350772125E0,1.334834378E-3,-7.425964577E-4,2.581809182E-3,2.999828490E-3
4.360689125E0,-4.654694349E-4,-2.940590261E-3,-2.129586646E-4,2.984808917E-3
4.370606125E0,2.400018275E-4,-2.422871767E-3,1.206506277E-3,2.717271770E-3
4.380522125E0,-8.104424924E-4,1.242054161E-3,1.724572387E-3,2.274569297E-3
4.390439125E0,-8.714292198E-4,-7.143040420E-4,-6.730715977E-4,1.312495533E-3
4.400356125E0,1.006138045E-3,-1.146550872E-3,-2.321015112E-3,2.777409552E-3
4.410273125E0,-2.279710025E-4,-7.212440250E-4,-3.111275146E-4,8.179022264E-4
4.420190125E0,7.006241940E-4,3.129746765E-4,6.919871084E-4,1.033282908E-3
4.430106125E0,-1.309529878E-3,-6.870423676E-4,-9.618357872E-4,1.764092911E-3
4.440023125E0,-3.914283589E-4,3.603496589E-4,6.345754955E-4,8.281027088E-4
4.449940125E0,-3.392305225E-4,9.635556489E-4,-2.216307912E-4,1.045292803E-3
4.459857125E0,-3.822017461E-4,2.523914678E-3,9.959160816E-4,2.740086188E-3
4.469773125E0,7.677511312E-4,-1.819967409E-3,-3.910582745E-4,2.013616086E-3
4.479690125E0,1.198980957E-3,1.756001962E-3,4.966394044E-4,2.183517558E-3
4.489607125E0,3.890786320E-5,-8.981043939E-4,2.494980581E-4,9.329279742E-4
4.499524125E0,-1.066162251E-3,-5.101255374E-4,6.661327789E-4,1.356710318E-3
4.509440125E0,-1.188758761E-4,6.574043073E-4,5.612041568E-4,8.725032967E-4
4.519357125E0,1.251790673E-5,5.203883629E-4,1.091437880E-4,5.318581697E-4
4.529274125E0,-1.583513804E-3,-1.471123425E-3,-2.966807224E-3,3.670649153E-3
4.539191125E0,-4.909280688E-4,7.516189944E-4,6.592082791E-4,1.113776026E-3
4.549108125E0,6.635524333E-4,1.513549360E-3,-2.259349916E-3,2.799249103E-3
4.559024125E0,4.543904215E-4,-2.710272092E-4,-1.372933388E-3,1.471350567E-3
4.568941125E0,1.212326344E-3,-6.952687399E-4,2.786924131E-3,3.117704267E-3
4.578858125E0,-6.167171523E-4,2.114504110E-3,-3.561400808E-4,2.231211203E-3
4.588775125E0,5.659926683E-4,1.484933076E-3,-1.497304533E-3,2.183413567E-3
4.598691125E0,9.322031401E-4,1.109465957E-3,-2.143699676E-4,1.464879478E-3
4.608608125E0,1.346058678E-3,2.586721443E-3,1.302300254E-3,3.193585405E-3
4.618525125E0,5.939761177E-4,-1.499685692E-3,-5.063024582E-4,1.690623252E-3
4.628442125E0,-6.617037579E-4,-2.674405929E-3,-4.557023058E-4,2.792483398E-3
4.638358125E0,1.332069281E-3,8.723651990E-5,-1.195262885E-4,1.340263151E-3
4.648275125E0,-2.861876972E-3,-5.063820863E-4,-1.825280953E-3,3.431969286E-3
4.658192125E0,-1.092525199E-4,1.660207286E-3,6.860415451E-4,1.799688125E-3
4.668109125E0,1.291570254E-3,-8.042821428E-4,1.387619413E-4,1.527834533E-3
4.678025125E0,1.226217486E-3,1.600582851E-3,-4.635382211E-4,2.068898854E-3
4.687942125E0,2.627839334E-3,-2.862666734E-4,-9.996325243E-4,2.826084457E-3
4.697859125E0,-2.336362377E-4,2.781110583E-3,6.852316437E-4,2.873796160E-3
4.707776125E0,6.103198975E-4,-1.330011059E-3,-6.820351118E-4,1.614494251E-3
4.717693125E0,2.650938928E-3,-2.649636939E-3,-1.735037891E-3,4.130182756E-3
4.727609125E0,-5.483161658E-4,1.185048837E-3,2.327717375E-4,1.326338587E-3
4.737526125E0,3.157230560E-3,-8.271362167E-4,-9.014317766E-5,3.265024490E-3
4.747443125E0,-1.358020399E-2,5.892274901E-2,1.901901211E-3,6.049735135E-2
4.757360125E0,-7.561133802E-2,2.157842815E-1,2.566973865E-2,2.300844759E-1
4.767276125E0,-1.066289023E-1,2.543934584E-1,5.791023374E-2,2.818498707E-1
4.777193125E0,-7.072240114E-2,1.992900223E-1,7.312025130E-2,2.237515188E-1
4.787110125E0,-5.059555918E-2,1.339110136E-1,9.206704050E-2,1.702010873E-1
4.797027125E0,-2.219720557E-2,3.930087760E-2,9.448172897E-2,1.047094648E-1
4.806943125E0,3.617209196E-2,-8.804029226E-2,4.838827252E-2,1.067751760E-1
4.816860125E0,5.531544238E-2,-1.378246248E-1,-2.571479231E-2,1.507205225E-1
4.826777125E0,3.097867966E-2,-7.317745686E-2,-8.924929798E-2,1.194991882E-1
4.836694125E0,-1.262230799E-3,3.421415016E-2,-1.581076235E-1,1.617721295E-1
4.846610125E0,-3.475441039E-2,1.317995638E-1,-2.170819938E-1,2.563271076E-1
4.856527125E0,-6.268088520E-2,1.674432904E-1,-2.446584702E-1,3.030246126E-1
4.866444125E0,-3.532649577E-2,1.234872788E-1,-2.572240531E-1,2.875087526E-1
4.876361125E0,1.046414673E-2,3.408149257E-2,-2.460698634E-1,2.486391445E-1
4.886277125E0,3.021761030E-2,-4.226547852E-2,-2.263291776E-1,2.322162167E-1
4.896194125E0,3.880893067E-2,-7.913537323E-2,-2.031519413E-1,2.214480789E-1
4.906111125E0,4.012666643E-2,-8.635120094E-2,-1.768092811E-1,2.008188267E-1
4.916028125E0,3.383534402E-2,-6.173312292E-2,-1.435275227E-1,1.598623118E-1
4.925945125E0,2.543600090E-2,-4.003634676E-2,-8.797822893E-2,9.995032751E-2
4.935861125E0,1.449875720E-2,-3.244761005E-2,-2.792913467E-2,4.520064072E-2
4.945778125E0,1.702130213E-2,-3.362366185E-2,6.934040226E-3,3.831913720E-2
4.955695125E0,8.887439035E-3,-2.358250320E-2,4.173166119E-3,2.554479096E-2
4.965612125E0,2.359232865E-3,-9.596913122E-3,-2.721827477E-4,9.886394926E-3
4.975528125E0,2.645009663E-3,-7.095764158E-4,-3.689187113E-3,4.594526783E-3
4.985445125E0,5.498320330E-3,-7.745381445E-3,1.993199345E-3,9.705426513E-3
4.995362125E0,5.723699927E-3,-8.882055990E-3,7.174493512E-4,1.059086366E-2
5.005279125E0,5.725031719E-3,-9.140648879E-3,1.845830702E-3,1.094232796E-2
5.015195125E0,3.110493068E-3,-5.331250839E-3,-4.893742735E-4,6.191679078E-3
5.025112125E0,8.786754683E-3,-1.762626693E-2,-2.069960348E-3,1.980346130E-2
5.035029125E0,1.743862405E-2,-4.279150441E-2,-2.843849128E-3,4.629585226E-2
5.044946125E0,2.696874365E-2,-6.002721563E-2,-8.688954636E-3,6.637829226E-2
5.054862125E0,2.156060562E-2,-6.124884263E-2,-2.519312128E-2,6.964893249E-2
5.064779125E0,1.871235669E-2,-4.386506230E-2,-3.886099905E-2,6.151807239E-2
5.074696125E0,9.808456525E-3,-2.606104314E-2,-4.444630072E-2,5.244861711E-2
5.084613125E0,9.801798500E-3,-2.159998193E-2,-4.154532030E-2,4.783981723E-2
5.094529125E0,1.999974623E-2,-4.835389555E-2,-1.918781735E-2,5.573384428E-2
5.104446125E0,2.804701962E-2,-7.427444309E-2,1.472454052E-3,7.940715539E-2
5.114363125E0,3.010153584E-2,-7.504346222E-2,-5.185154732E-3,8.102166075E-2
5.124280125E0,2.127741836E-2,-5.797845870E-2,-1.304707211E-2,6.312254982E-2
5.134196125E0,1.566286571E-2,-4.495422915E-2,-2.136216499E-2,5.217806219E-2
5.144113125E0,1.753400266E-2,-4.491880909E-2,-2.572016045E-2,5.465041000E-2
5.154030625E0,1.743411459E-2,-4.200683534E-2,-2.273303643E-2,5.084597833E-2
5.163947625E0,1.723624207E-2,-4.859895632E-2,-1.874442026E-2,5.486619986E-2
5.173863625E0,1.932566240E-2,-5.059772357E-2,-2.848014003E-3,5.423764414E-2
5.183780625E0,1.965056732E-2,-5.351335183E-2,3.012804314E-3,5.708678139E-2
5.193697625E0,2.241013572E-2,-5.916457996E-2,4.976885859E-3,6.346204454E-2
5.203614625E0,2.404931188E-2,-7.239729166E-2,2.207730897E-3,7.631914122E-2
5.213530625E0,3.205721080E-2,-7.275768369E-2,-4.835868720E-3,7.965381929E-2
5.223447625E0,5.805951357E-2,-4.991069064E-2,-9.340339340E-3,7.713122646E-2
5.233364625E0,9.131103754E-2,-4.362184182E-2,-1.778309233E-2,1.027463334E-1
5.243281625E0,1.356729120E-1,-5.370856449E-2,-2.515924908E-2,1.480700401E-1
5.253197625E0,1.717331707E-1,-5.592688546E-2,-2.278126590E-2,1.820414363E-1
5.263114625E0,1.849637628E-1,-5.432659015E-2,-1.336565893E-2,1.932397805E-1
5.273031625E0,1.871523410E-1,-4.612530023E-2,-2.202434838E-2,1.940067370E-1
5.282947625E0,1.877968311E-1,-4.592050239E-2,-4.180071875E-2,1.977969727E-1
5.292864625E0,1.781183481E-1,-6.440950930E-2,-4.456313699E-2,1.945780152E-1
5.302781625E0,1.652784497E-1,-6.739997864E-2,-3.343431652E-2,1.815972923E-1
5.312698625E0,1.474809945E-1,-7.302738726E-2,-2.514048666E-2,1.664802904E-1
5.322614625E0,1.323624849E-1,-8.654798567E-2,-1.892919466E-2,1.592755338E-1
5.332531625E0,1.327613145E-1,-8.615232259E-2,-2.361122333E-2,1.600164966E-1
5.342448625E0,1.357821375E-1,-7.737294585E-2,-2.722060680E-2,1.586326670E-1
5.352365625E0,1.404177696E-1,-6.864186376E-2,-2.841714025E-2,1.588596529E-1
5.362281625E0,1.302354485E-1,-5.527039617E-2,-3.288938850E-2,1.452508197E-1
5.372198625E0,1.237977669E-1,-4.320415109E-2,-3.859579191E-2,1.366825552E-1
5.382115625E0,1.203018352E-1,-4.180838913E-2,-3.876330703E-2,1.331280096E-1
5.392032625E0,1.126962602E-1,-4.620960727E-2,-2.520135045E-2,1.243820041E-1
5.401948625E0,1.010337472E-1,-5.113459006E-2,-1.378437970E-2,1.140726676E-1
5.411865625E0,1.008981690E-1,-4.812771827E-2,-1.313439943E-2,1.125576751E-1
5.421782625E0,1.043317840E-1,-4.079630226E-2,-1.651261933E-2,1.132348269E-1
5.431699625E0,1.030221581E-1,-3.871425614E-2,-2.135809511E-2,1.121094417E-1
5.441615625E0,1.069146395E-1,-3.486412391E-2,-1.903581806E-2,1.140552920E-1
5.451532625E0,1.053737476E-1,-2.985674702E-2,-1.617681794E-2,1.107101688E-1
5.461449625E0,9.992891550E-2,-2.264357544E-2,-1.136927959E-2,1.030911256E-1
5.471366625E0,1.028153226E-1,-1.529551297E-2,-8.441809565E-3,1.042890571E-1
5.481282625E0,1.051482558E-1,-1.183260605E-2,-3.300577402E-3,1.058634029E-1
5.491199625E0,1.072126776E-1,-1.582862064E-2,2.055593301E-3,1.083943215E-1
5.501116625E0,1.098835617E-1,-2.507698163E-2,1.137068844E-3,1.127144404E-1
5.511032625E0,1.024850756E-1,-3.385242820E-2,1.407840871E-3,1.079405375E-1
5.520949625E0,1.011500359E-1,-2.367302589E-2,1.544727362E-3,1.038947934E-1
5.530866625E0,1.002778411E-1,-2.428751066E-2,-2.671635943E-3,1.032117543E-1
5.540783625E0,1.068398654E-1,-2.129811235E-2,-1.133010536E-2,1.095296203E-1
5.550699625E0,1.222061962E-1,-1.825996488E-2,-2.651879005E-2,1.263765284E-1
5.560616625E0,1.317608207E-1,-1.840617321E-2,-3.025041148E-2,1.364360234E-1
5.570533625E0,1.270240694E-1,-1.637626626E-2,-2.986969985E-2,1.315123389E-1
5.580450625E0,1.244940534E-1,-2.965238877E-2,-2.618601546E-2,1.306282546E-1
5.590366625E0,1.079553962E-1,-4.648731649E-2,-1.605205983E-2,1.186301259E-1
5.600283625E0,9.198468924E-2,-3.950477391E-2,-1.219500415E-2,1.008490374E-1
5.610200625E0,7.984641194E-2,-3.208652511E-2,-7.376692258E-3,8.636787703E-2
5.620116625E0,7.731055468E-2,-3.503997251E-2,-8.410797454E-3,8.529632497E-2
5.630033625E0,8.102153242E-2,-4.011303186E-2,-3.509319853E-3,9.047573910E-2
5.639950625E0,7.218863070E-2,-3.687196597E-2,-4.396684933E-3,8.117925299E-2
5.649867625E0,6.139689311E-2,-3.512027115E-2,-1.017080806E-2,7.145947989E-2
5.659783625E0,5.921949074E-2,-2.939527482E-2,-1.265553758E-2,6.731413593E-2
5.669700625E0,6.805926561E-2,-2.545561269E-2,-1.011446770E-2,7.336453033E-2
5.679617625E0,6.812290847E-2,-2.619064413E-2,5.288546672E-4,7.298602733E-2
5.689534625E0,6.061127782E-2,-2.488271333E-2,9.860255755E-3,6.625783776E-2
5.699450625E0,5.330675840E-2,-8.217451163E-3,1.644811779E-2,5.638862983E-2
5.709367625E0,4.954601079E-2,6.415040232E-3,2.672915533E-2,5.666045951E-2
5.719284625E0,4.364417866E-2,1.517950278E-2,3.604382649E-2,5.860366084E-2
5.729200625E0,3.550514206E-2,1.144822873E-2,4.715925828E-2,6.013046395E-2
5.739117625E0,2.187215537E-2,1.904782653E-2,4.328595474E-2,5.210455598E-2
5.749034625E0,1.313953288E-2,1.266814210E-2,3.406962752E-2,3.865059725E-2
5.758951625E0,1.446871646E-2,2.591805765E-3,2.564152144E-2,2.955585957E-2
5.768867625E0,2.312844433E-2,-3.794679884E-3,9.167036042E-3,2.516662636E-2
5.778784625E0,3.239810839E-2,-1.328352280E-2,-6.373307668E-3,3.559084793E-2
5.788701625E0,4.468701780E-2,-1.743715629E-2,-1.699469611E-2,5.089011373E-2
5.798618625E0,5.333243310E-2,-1.117712911E-2,-1.304549351E-2,5.603089806E-2
5.808534625E0,5.801960081E-2,-1.375080831E-2,-7.256048266E-3,6.006670495E-2
5.818451625E0,6.213418394E-2,-2.217758447E-2,-5.177983548E-3,6.617638235E-2
5.828368625E0,6.393756717E-2,-2.211045660E-2,-4.334705882E-3,6.779140404E-2
5.838284625E0,6.615650654E-2,-2.399970405E-2,1.766862115E-3,7.039737888E-2
5.848201625E0,7.245090604E-2,-2.883643843E-2,2.894808538E-3,7.803238997E-2
5.858118625E0,8.291552961E-2,-3.173209354E-2,2.922238782E-3,8.882820661E-2
5.868035625E0,9.598673135E-2,-2.948953025E-2,4.354026169E-4,1.004155096E-1
5.877951625E0,1.014004052E-1,-2.385348268E-2,1.861525467E-3,1.041849129E-1
5.887868625E0,9.919775277E-2,-2.038574964E-2,2.191796666E-4,1.012710274E-1
5.897785625E0,9.712794423E-2,-1.179892011E-2,4.178514937E-4,9.784286722E-2
5.907701625E0,9.948968142E-2,-6.588151678E-3,-6.045398302E-3,9.989067671E-2
5.917618625E0,9.592504054E-2,-1.933212159E-3,-2.022693865E-3,9.596583769E-2
5.927535625E0,9.996129572E-2,-4.597101361E-3,-9.164104238E-3,1.004856945E-1
5.937452625E0,1.094922200E-1,-1.649344154E-2,-7.316669449E-3,1.109689754E-1
5.947368625E0,1.146854982E-1,-1.277967822E-2,-4.742845893E-3,1.154927628E-1
5.957285625E0,1.087794006E-1,-8.715161122E-3,4.959050566E-3,1.092405795E-1
5.967202625E0,1.013225317E-1,-6.825578399E-3,1.328527834E-2,1.024174915E-1
5.977118625E0,1.031473279E-1,5.229752976E-3,1.184051391E-2,1.039563338E-1
5.987035625E0,1.071787551E-1,2.422462218E-2,4.724424798E-3,1.099838081E-1
5.996952625E0,1.097516343E-1,1.061507035E-2,9.081148310E-4,1.102675184E-1
6.006869625E0,1.130948812E-1,3.269483801E-3,4.073331133E-3,1.132154305E-1
6.016785625E0,1.190095097E-1,-7.226832677E-3,1.558724139E-2,1.202433058E-1
