"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.026702625E0,1.299002916E-1,-1.580075361E-2,2.126331069E-2,1.325740470E-1
6.036619625E0,1.520972103E-1,-1.185341645E-2,4.294783249E-2,1.584884260E-1
6.046536625E0,1.529601961E-1,-9.635451250E-3,6.078832969E-2,1.648783932E-1
6.056452625E0,1.386848539E-1,-1.980419829E-2,6.470689923E-2,1.543135697E-1
6.066369625E0,1.286115646E-1,-3.400072828E-2,5.659426004E-2,1.445679576E-1
6.076286625E0,1.336478740E-1,-3.669877350E-2,5.209591240E-2,1.480626161E-1
6.086202625E0,1.434480846E-1,-4.126446694E-2,5.557610467E-2,1.592759009E-1
6.096119625E0,1.497171670E-1,-3.795176372E-2,6.350167841E-2,1.669970947E-1
6.106036625E0,1.390438229E-1,-3.716394305E-2,7.451225072E-2,1.620691792E-1
6.115952625E0,1.263136566E-1,-4.351584986E-2,7.418680936E-2,1.528150899E-1
6.125869625E0,1.242051348E-1,-5.084945261E-2,7.085972279E-2,1.517685167E-1
6.135786625E0,1.330574900E-1,-3.939093649E-2,6.038364395E-2,1.513344838E-1
6.145703625E0,1.378972530E-1,-3.195326030E-2,4.374341294E-2,1.481558281E-1
6.155619875E0,1.417156905E-1,-2.997905947E-2,3.029871546E-2,1.479868004E-1
6.165536875E0,1.417533159E-1,-2.150608785E-2,2.092903666E-2,1.448949239E-1
6.175453875E0,1.420960575E-1,-2.016278915E-2,2.278792299E-2,1.453172979E-1
6.185369875E0,1.362605244E-1,-1.793984696E-2,2.408323437E-2,1.395305371E-1
6.195286875E0,1.341158748E-1,-2.038862370E-2,4.165663570E-2,1.419085591E-1
6.205203875E0,1.272219270E-1,-2.857640013E-2,5.136274546E-2,1.401433587E-1
6.215120875E0,1.158947051E-1,-2.977002971E-2,5.337795615E-2,1.310230649E-1
6.225036875E0,1.155295670E-1,-2.677247114E-2,4.176301509E-2,1.257298512E-1
6.234953875E0,1.290797293E-1,-2.972139046E-2,2.526473440E-2,1.348452609E-1
6.244870875E0,1.455388516E-1,-3.357438371E-2,7.949033752E-3,1.495726703E-1
6.254786875E0,1.615356654E-1,-2.557558008E-2,-2.868460957E-3,1.635729487E-1
6.264703875E0,1.680629253E-1,-2.522545680E-2,-1.017140783E-2,1.702496052E-1
6.274620875E0,1.732800603E-1,-2.017876692E-2,-8.596681058E-3,1.746627174E-1
6.284536875E0,1.879464239E-1,-1.958076283E-2,-4.042819142E-3,1.890069018E-1
6.294453875E0,1.958802342E-1,-2.270544879E-2,3.202843480E-3,1.972178029E-1
6.304370875E0,2.040831894E-1,-2.629414201E-2,4.536312073E-3,2.058200870E-1
6.314287875E0,2.131880075E-1,-3.127558529E-2,1.361662522E-2,2.158997481E-1
6.324203875E0,2.214916945E-1,-3.973141685E-2,2.186654136E-2,2.260869342E-1
6.334120875E0,2.300329804E-1,-3.802592680E-2,2.532492206E-2,2.345261070E-1
6.344037875E0,2.410483062E-1,-3.413667530E-2,2.284346335E-2,2.445228463E-1
6.353953875E0,2.548197806E-1,-3.596893325E-2,6.540656090E-3,2.574289512E-1
6.363870875E0,2.672173977E-1,-4.675121605E-2,-2.413689159E-3,2.712870062E-1
6.373787875E0,2.825361788E-1,-5.225836858E-2,-1.590126753E-2,2.877681006E-1
6.383703875E0,2.914121747E-1,-4.602769390E-2,-1.840405725E-2,2.955982299E-1
6.393620875E0,2.844639719E-1,-4.398052394E-2,-1.505140495E-2,2.882370250E-1
6.403537875E0,2.742987275E-1,-3.523680195E-2,-4.404377658E-3,2.765878209E-1
6.413454875E0,2.589706481E-1,-3.559020534E-2,1.783210784E-3,2.614108626E-1
6.423370875E0,2.556200027E-1,-4.074143991E-2,-5.529395305E-3,2.589054363E-1
6.433287875E0,2.531097233E-1,-4.431034252E-2,-2.286550775E-2,2.579743591E-1
6.443204875E0,2.460756600E-1,-5.624325573E-2,-3.571758419E-2,2.549358352E-1
6.453120875E0,2.350408435E-1,-6.758273393E-2,-3.201818839E-2,2.466511472E-1
6.463037875E0,2.352056205E-1,-7.767154276E-2,-2.710162848E-2,2.491767460E-1
6.472954875E0,2.339560688E-1,-7.816955447E-2,-1.903331652E-2,2.474028870E-1
6.482870875E0,2.306586802E-1,-6.919921190E-2,-1.125969458E-2,2.410782827E-1
6.492787875E0,2.280519903E-1,-8.092936873E-2,-5.403669551E-3,2.420464266E-1
6.502704875E0,2.281876355E-1,-7.752489299E-2,6.070075557E-3,2.410737478E-1
6.512621875E0,2.319837064E-1,-7.474402338E-2,1.621032692E-2,2.442660102E-1
6.522537875E0,2.351638228E-1,-6.806888431E-2,2.036132663E-2,2.456623296E-1
6.532454875E0,2.477491200E-1,-6.486377120E-2,1.604274288E-2,2.566014514E-1
6.542371875E0,2.671829164E-1,-5.370331183E-2,8.214379661E-3,2.726503852E-1
6.552287875E0,2.862570286E-1,-4.608187824E-2,-1.700035995E-3,2.899474367E-1
6.562204875E0,3.165620565E-1,-5.161691085E-2,-7.711878978E-3,3.208353381E-1
6.572121875E0,3.572093546E-1,-2.890573815E-2,-1.395912189E-2,3.586487443E-1
6.582037875E0,3.893700838E-1,-1.294353418E-2,-2.748040296E-2,3.905531587E-1
6.591954875E0,4.148501456E-1,-2.118042670E-2,-2.675815485E-2,4.162514296E-1
6.601871875E0,4.244351387E-1,-1.000425080E-3,-1.365704648E-2,4.246559816E-1
6.611787875E0,4.249608517E-1,1.418039110E-2,2.765602898E-3,4.252063705E-1
6.621704875E0,2.883742452E-1,2.198552638E-1,6.268940866E-3,3.626780141E-1
6.631621875E0,1.714254916E-1,2.690331936E-1,-2.222262137E-2,3.197802422E-1
6.641538875E0,1.192219183E-1,1.925029606E-1,-3.438280523E-2,2.290271445E-1
6.651454875E0,1.106622517E-1,1.620497108E-1,-1.693217643E-2,1.969592377E-1
6.661371875E0,9.504050016E-2,1.385913193E-1,4.038835410E-3,1.680968847E-1
6.671288875E0,6.347005814E-2,7.627548277E-2,9.607772343E-3,9.969306316E-2
6.681204875E0,2.211882174E-2,2.296542749E-2,2.381055802E-2,3.979441931E-2
6.691121875E0,-1.052274276E-2,-8.868401870E-3,4.107715935E-2,4.332100745E-2
6.701038875E0,-2.902221307E-2,-2.647967264E-2,6.146338955E-2,7.294662548E-2
6.710954875E0,-3.771796823E-2,-3.564680368E-2,7.256478071E-2,8.921315564E-2
6.720871875E0,-4.015522823E-2,-4.276574031E-2,6.835950166E-2,9.007981108E-2
6.730788875E0,-2.499065548E-2,-3.289899230E-2,4.609813914E-2,6.190246350E-2
6.740704875E0,-7.947701961E-3,-1.467363443E-2,7.600355893E-3,1.833703694E-2
6.750621875E0,1.340738684E-2,1.165597327E-2,-1.099330187E-2,2.089192238E-2
6.760538875E0,3.618525341E-2,3.554276004E-2,-6.549143232E-3,5.114246409E-2
6.770454875E0,4.199946672E-2,5.152678490E-2,-4.540586844E-3,6.663018607E-2
6.780371875E0,4.536672682E-2,5.635080487E-2,-7.923043333E-3,7.277587325E-2
6.790288875E0,4.879501462E-2,6.462364644E-2,-9.898309596E-3,8.157907614E-2
6.800204875E0,6.163710356E-2,6.356436759E-2,-1.679455745E-3,8.855722406E-2
6.810121875E0,6.130340695E-2,6.354439259E-2,-3.269629087E-3,8.835546394E-2
6.820038875E0,5.585157126E-2,6.187159568E-2,-5.843474530E-3,8.355620000E-2
6.829955875E0,4.857208952E-2,6.599816680E-2,-5.809386261E-3,8.215080566E-2
6.839871875E0,4.459294677E-2,6.827571988E-2,-5.828972440E-3,8.175623369E-2
6.849788875E0,4.366776720E-2,6.285964698E-2,-1.054649614E-2,7.726213620E-2
6.859705875E0,4.820066690E-2,6.118626148E-2,-1.225903165E-2,7.885015371E-2
6.869621875E0,4.865553603E-2,6.809476763E-2,-1.140682027E-2,8.446522428E-2
6.879538875E0,4.443300515E-2,7.291279733E-2,-1.044381876E-2,8.602116781E-2
6.889455875E0,4.478960112E-2,7.407819480E-2,-1.044328604E-2,8.719374711E-2
6.899371875E0,4.436837137E-2,7.765754312E-2,-9.410561994E-3,8.993222481E-2
6.909288875E0,5.344229192E-2,7.584179938E-2,-9.629740380E-3,9.327801991E-2
6.919205875E0,6.473631412E-2,8.003419638E-2,-1.763573475E-2,1.044379342E-1
6.929121875E0,7.002454996E-2,9.191615880E-2,-2.134125680E-2,1.175051790E-1
6.939038875E0,7.188960910E-2,9.396868944E-2,-1.864536293E-2,1.197742879E-1
6.948955875E0,6.931619346E-2,1.008550897E-1,-1.750473119E-2,1.236240244E-1
6.958871875E0,6.643896550E-2,1.005449742E-1,-1.454460528E-2,1.213876992E-1
6.968788875E0,6.784591079E-2,9.581839293E-2,-1.383354142E-2,1.182184372E-1
6.978705875E0,6.755398214E-2,9.162324667E-2,-1.584904455E-2,1.149328154E-1
6.988621875E0,6.850606203E-2,8.638986945E-2,-1.645012014E-2,1.114759908E-1
6.998538875E0,6.672212481E-2,7.660432905E-2,-1.032203995E-2,1.021107716E-1
7.008455875E0,5.798295513E-2,6.825718284E-2,-9.173951112E-3,9.002903683E-2
7.018371875E0,4.973135144E-2,5.589269474E-2,-1.035038847E-2,7.552702286E-2
7.028288875E0,4.368544370E-2,5.232406035E-2,-1.009658910E-2,6.890694010E-2
7.038205875E0,3.573556989E-2,4.679911211E-2,-8.014700375E-3,5.942577953E-2
7.048121875E0,3.686928004E-2,4.742575437E-2,-3.338722279E-3,6.016388497E-2
7.058038875E0,3.685077280E-2,4.841903225E-2,-4.220738076E-3,6.099341579E-2
7.067955875E0,3.870646656E-2,5.283055827E-2,-2.585290466E-3,6.554343725E-2
7.077872875E0,4.389576241E-2,6.360126287E-2,-3.590657376E-3,7.736182144E-2
7.087788875E0,5.330870673E-2,7.983509451E-2,-5.745953415E-3,9.616899973E-2
7.097705875E0,6.708340347E-2,9.835624695E-2,-1.215470675E-2,1.196740207E-1
7.107621875E0,7.837280631E-2,1.016963869E-1,-1.515475754E-2,1.292830946E-1
7.117538875E0,8.967228979E-2,1.096157953E-1,-1.518775616E-2,1.424338797E-1
7.127455875E0,9.266914427E-2,1.210306361E-1,-1.155280787E-2,1.528707053E-1
7.137372875E0,8.116880059E-2,1.130114868E-1,-1.291932166E-2,1.397386103E-1
7.147288875E0,5.563974380E-2,7.364091277E-2,-1.414038148E-2,9.337406231E-2
7.157206375E0,2.931707352E-2,3.694371134E-2,-1.167472918E-2,4.858629343E-2
7.167123375E0,1.285341196E-2,1.622032374E-2,-1.864975668E-3,2.077949074E-2
7.177039375E0,3.788806498E-5,-4.737768322E-3,5.515732337E-3,7.271257621E-3
7.186956375E0,-4.154460505E-3,-1.736913994E-2,5.589501932E-3,1.871334006E-2
7.196873375E0,-2.807796933E-3,-2.094325982E-2,2.756382804E-3,2.130965747E-2
7.206789375E0,2.330772113E-3,-8.531597443E-3,6.052843295E-3,1.071716220E-2
7.216706375E0,1.016153023E-2,2.748487517E-3,-3.808208276E-4,1.053356087E-2
7.226623375E0,2.178276703E-2,8.901987225E-3,-5.469056312E-3,2.415874361E-2
7.236539375E0,2.984570898E-2,1.693299599E-2,-4.780122545E-3,3.464595603E-2
7.246456375E0,2.799374610E-2,1.418008748E-2,-3.388354555E-3,3.156272562E-2
7.256373375E0,2.290308848E-2,1.584008895E-2,8.591182996E-5,2.784721280E-2
7.266289375E0,2.055258304E-2,1.235986874E-2,2.333086915E-3,2.409602289E-2
7.276206375E0,1.611015014E-2,3.985997289E-3,1.395557192E-3,1.665450966E-2
7.286123375E0,1.855573058E-2,-2.809324535E-3,6.557029672E-3,1.987969014E-2
7.296039375E0,1.397798117E-2,1.142775407E-3,1.138722897E-2,1.806540553E-2
7.305956375E0,1.296917535E-2,1.518908516E-2,1.689518057E-2,2.616017859E-2
7.315872375E0,2.992440946E-3,1.304765139E-2,2.155086771E-2,2.536997849E-2
7.325789375E0,4.543465562E-3,1.258798968E-2,1.966108754E-2,2.378358524E-2
7.335706375E0,1.099165343E-2,1.564334333E-2,1.990856789E-2,2.760220482E-2
7.345622375E0,1.204333548E-2,4.147807602E-3,2.208197489E-2,2.549234890E-2
7.355539375E0,4.965898115E-3,9.620554745E-3,2.400957048E-2,2.633770477E-2
7.365456375E0,2.443085425E-3,4.911286756E-3,2.629323117E-2,2.685932631E-2
7.375372375E0,2.811557148E-3,4.994912073E-3,2.696398646E-2,2.756647540E-2
7.385289375E0,5.477381870E-3,3.046544036E-3,1.600348018E-2,1.718704514E-2
7.395206375E0,6.620256696E-3,2.822823357E-3,8.469809778E-3,1.111457638E-2
7.405122375E0,5.213515833E-4,-1.840371871E-3,-5.046532024E-3,5.396875167E-3
7.415039375E0,1.394278836E-3,5.289301276E-3,-2.016942017E-3,5.829989413E-3
7.424956375E0,6.383178756E-3,8.364964742E-4,-4.137190990E-4,6.451035643E-3
7.434872375E0,9.188005701E-3,-2.717236057E-4,-6.596770836E-4,9.215663640E-3
7.444789375E0,1.819028892E-2,2.252222039E-4,2.845575567E-3,1.841289321E-2
7.454706375E0,1.860120147E-2,6.291149184E-4,-7.835566066E-5,1.861200208E-2
7.464622375E0,1.874341443E-2,3.015040886E-3,-1.076242188E-3,1.901484560E-2
7.474539375E0,1.658954658E-2,5.437673535E-4,3.429925535E-3,1.694913354E-2
7.484456375E0,1.740127802E-2,1.248173416E-3,-2.721177647E-3,1.765693126E-2
7.494372375E0,1.457667537E-2,-4.787291400E-4,-2.243214985E-4,1.458625951E-2
7.504289375E0,1.343923807E-2,-2.673972864E-3,2.411990426E-4,1.370479580E-2
7.514206375E0,2.047530934E-2,-1.885160804E-3,-1.053312561E-3,2.058887057E-2
7.524122375E0,2.713773958E-2,-1.141587272E-4,6.830685306E-4,2.714657482E-2
7.534039375E0,3.925167397E-2,8.907767478E-4,-9.830738418E-5,3.926190338E-2
7.543956375E0,5.632945895E-2,3.244212363E-3,-1.537213335E-3,5.644374088E-2
7.553872375E0,7.396636158E-2,-1.210220973E-3,-2.753722947E-5,7.397626673E-2
7.563789375E0,9.724718332E-2,1.822853228E-3,-4.775953479E-3,9.738145198E-2
7.573706375E0,1.170928180E-1,-2.662255196E-3,-1.638074964E-2,1.182630314E-1
7.583622375E0,1.417329162E-1,-4.349367693E-3,-2.336675301E-2,1.437120096E-1
7.593539375E0,1.623403728E-1,-7.535526529E-3,-3.363633901E-2,1.659595858E-1
7.603456375E0,1.818887740E-1,-4.822297953E-3,-3.690457344E-2,1.856575563E-1
7.613372375E0,1.948337108E-1,-4.624800757E-3,-4.029152915E-2,1.990099770E-1
7.623289375E0,2.045859396E-1,-2.414643532E-3,-3.924969956E-2,2.083309293E-1
7.633205375E0,2.108414620E-1,-5.247087684E-3,-3.857902065E-2,2.144061447E-1
7.643122375E0,2.076432705E-1,-5.068389699E-3,-3.388253599E-2,2.104505704E-1
7.653039375E0,1.997955292E-1,-2.310294658E-3,-3.348405287E-2,2.025950956E-1
7.662955375E0,1.852512062E-1,-7.998540066E-3,-3.373599052E-2,1.884677773E-1
7.672872375E0,1.697133929E-1,-8.859636262E-3,-2.996141650E-2,1.725653944E-1
7.682789375E0,1.555996984E-1,-7.328851148E-3,-2.985435724E-2,1.586072535E-1
7.692705375E0,1.439932436E-1,-6.414492615E-3,-2.449215762E-2,1.462021398E-1
7.702622375E0,1.351400912E-1,-3.393135965E-3,-1.265254151E-2,1.357735041E-1
7.712539375E0,1.336950362E-1,-6.936942227E-4,-4.295953084E-3,1.337658369E-1
7.722455375E0,1.405047476E-1,-1.269734930E-4,-2.207838697E-4,1.405049785E-1
7.732372375E0,1.533097774E-1,-4.215804860E-3,-2.132471884E-3,1.533825554E-1
7.742289375E0,1.707161963E-1,-2.197395312E-3,-1.385631040E-4,1.707303940E-1
7.752205375E0,1.951563954E-1,-4.570647143E-3,-6.951160030E-4,1.952111490E-1
7.762122375E0,2.235512733E-1,-1.037431182E-3,-1.094990876E-5,2.235536808E-1
7.772039375E0,2.476466149E-1,-1.589960419E-3,-4.357472062E-4,2.476521022E-1
7.781955375E0,2.729293406E-1,9.389773477E-4,-1.801948878E-3,2.729369042E-1
7.791872375E0,3.024518788E-1,-1.015261980E-3,2.250511898E-4,3.024536665E-1
7.801788375E0,3.337759972E-1,2.399975900E-3,1.042641816E-3,3.337862539E-1
7.811705375E0,3.631857634E-1,2.893849974E-3,4.453329835E-3,3.632245934E-1
7.821622375E0,3.854082227E-1,4.616915248E-3,4.488484003E-3,3.854620092E-1
7.831538375E0,4.027206600E-1,2.364413580E-3,7.677086629E-3,4.028007672E-1
7.841455375E0,4.053563774E-1,4.765253514E-3,1.034211181E-2,4.055162877E-1
7.851372375E0,4.031393230E-1,1.837405609E-3,1.288647205E-2,4.033494155E-1
7.861288375E0,3.845840096E-1,5.892069079E-3,2.110605128E-2,3.852077911E-1
7.871205375E0,3.627905250E-1,8.581357077E-3,2.939582057E-2,3.640806490E-1
7.881122375E0,3.424335718E-1,3.678478301E-3,3.370028734E-2,3.441075292E-1
7.891038375E0,3.312879801E-1,3.058413509E-3,2.677359991E-2,3.323821675E-1
7.900955375E0,3.105720580E-1,7.824762724E-4,2.180520818E-2,3.113375701E-1
7.910872375E0,2.867293954E-1,1.814862480E-3,1.951304637E-2,2.873983279E-1
7.920788375E0,2.612360120E-1,2.477190690E-3,2.347183600E-2,2.623000524E-1
7.930705375E0,2.333728373E-1,5.600009579E-3,2.703052387E-2,2.349997671E-1
7.940621375E0,1.978137642E-1,9.701544419E-3,2.750856057E-2,1.999528099E-1
7.950538375E0,1.717157960E-1,1.259638229E-3,2.249099314E-2,1.731870262E-1
7.960455375E0,1.675407588E-1,-3.038703697E-3,1.087748166E-2,1.679209910E-1
7.970371375E0,1.856033206E-1,-6.299585104E-3,-1.366525190E-3,1.857152250E-1
7.980288375E0,2.026499361E-1,-5.643381737E-3,-3.982282244E-3,2.027676082E-1
7.990205375E0,2.192591727E-1,-6.058858708E-3,-2.921854379E-3,2.193623300E-1
8.000121375E0,2.405628562E-1,-2.480368828E-3,-5.750664044E-3,2.406443645E-1
8.010038375E0,2.559264600E-1,-2.761973767E-3,-3.508767113E-3,2.559654135E-1
8.019954375E0,2.642706931E-1,-4.287166055E-3,-1.052140258E-2,2.645147991E-1
8.029871375E0,2.737363577E-1,-5.172207020E-3,-1.182223950E-2,2.740403448E-1
8.039788375E0,2.876572311E-1,-5.873151124E-3,-1.792061143E-2,2.882747384E-1
8.049704375E0,3.050476611E-1,-9.018364362E-3,-2.046095021E-2,3.058660767E-1
8.059621375E0,3.184454739E-1,-1.014674548E-2,-2.891116031E-2,3.199161320E-1
8.069538375E0,3.177710176E-1,-1.197582111E-2,-4.194265977E-2,3.207507235E-1
8.079454375E0,3.074118495E-1,-1.551223267E-2,-5.484567583E-2,3.126511198E-1
8.089371375E0,2.894754410E-1,-1.951568015E-2,-5.940387398E-2,2.961515034E-1
8.099288375E0,2.678636312E-1,-1.885654777E-2,-6.139538437E-2,2.754557815E-1
8.109204375E0,2.494306713E-1,-1.404822804E-2,-5.471203476E-2,2.557467874E-1
8.119121375E0,2.273365557E-1,-1.269454323E-2,-3.492395207E-2,2.303535184E-1
8.129037375E0,2.233714014E-1,-8.701920509E-3,-1.708713546E-2,2.241929450E-1
8.138954375E0,2.296652496E-1,-2.407539636E-3,-3.158802632E-3,2.296995889E-1
8.148871375E0,2.385582924E-1,-3.237331519E-3,-2.413269877E-2,2.397976779E-1
8.158786167E0,2.449091226E-1,-2.320810966E-2,-7.536525279E-2,2.572916944E-1
8.168703167E0,2.451421916E-1,-4.338871315E-2,-1.437779069E-1,2.874880190E-1
8.178620167E0,2.310063988E-1,-7.098305970E-2,-2.078386396E-1,3.187466881E-1
8.188536167E0,2.207026333E-1,-8.895087242E-2,-2.546836436E-1,3.485479427E-1
8.198453167E0,2.324455827E-1,-9.729641676E-2,-2.728687823E-1,3.714228237E-1
8.208370167E0,2.466523796E-1,-9.749978036E-2,-2.692594528E-1,3.779474256E-1
8.218286167E0,2.712373435E-1,-8.512060344E-2,-2.408086210E-1,3.725640960E-1
8.228203167E0,2.865875959E-1,-7.224533707E-2,-1.861348152E-1,3.492821328E-1
8.238119167E0,3.033897579E-1,-4.311381280E-2,-1.412062347E-1,3.374067971E-1
8.248036167E0,3.030739427E-1,-2.628260478E-2,-7.292547077E-2,3.128301685E-1
8.257953167E0,2.992419302E-1,-3.869440872E-3,-7.255108096E-3,2.993548763E-1
8.267869167E0,2.961400151E-1,1.125348732E-2,4.261665046E-2,2.994022853E-1
8.277786167E0,2.943764627E-1,2.764684148E-2,8.292306215E-2,3.070799308E-1
8.287703167E0,2.886422276E-1,3.708674759E-2,1.017265245E-1,3.082824163E-1
8.297619167E0,2.683193684E-1,3.068743832E-2,1.020940393E-1,2.887216569E-1
8.307536167E0,2.460404187E-1,2.620699443E-2,8.302539587E-2,2.609902500E-1
8.317452167E0,2.435895056E-1,2.025189996E-2,6.707439572E-2,2.534658976E-1
8.327369167E0,2.543602288E-1,1.979585923E-2,6.045755371E-2,2.621948089E-1
8.337286167E0,2.639518678E-1,2.071305178E-2,5.289258063E-2,2.699948965E-1
8.347202167E0,2.790135443E-1,1.913532987E-2,4.819214717E-2,2.837907712E-1
8.357119167E0,2.918230891E-1,2.098702639E-2,4.127032682E-2,2.954731976E-1
8.367036167E0,3.013063669E-1,1.528238319E-2,3.283347934E-2,3.034750654E-1
8.376952167E0,3.151294887E-1,1.296703145E-2,2.824884839E-2,3.166587059E-1
8.386869167E0,3.277930319E-1,1.310962811E-2,3.411870077E-2,3.298245289E-1
8.396785167E0,3.425885141E-1,1.972598583E-2,4.384323582E-2,3.459454203E-1
8.406702167E0,3.489364982E-1,2.725533955E-2,6.093534827E-2,3.552641974E-1
8.416619167E0,3.507197499E-1,3.185302019E-2,7.695346326E-2,3.604730134E-1
8.426535167E0,3.397232890E-1,3.797252476E-2,8.546715975E-2,3.523612651E-1
8.436452167E0,3.288501501E-1,3.814216703E-2,8.892047405E-2,3.427887058E-1
8.446368167E0,3.132091165E-1,3.578382358E-2,8.800031245E-2,3.272987743E-1
8.456285167E0,2.891373336E-1,3.340855241E-2,7.735006511E-2,3.011636792E-1
8.466202167E0,2.782720923E-1,3.190035746E-2,7.083889842E-2,2.889137236E-1
8.476118167E0,2.613138855E-1,2.655246668E-2,5.454834178E-2,2.682638660E-1
8.486035167E0,2.579722106E-1,1.947399974E-2,3.993521631E-2,2.617703567E-1
8.495952167E0,2.532086372E-1,1.276336703E-2,2.222865634E-2,2.545027125E-1
8.505868167E0,2.535627484E-1,3.469957737E-3,1.097280346E-2,2.538237783E-1
8.515785167E0,2.582022250E-1,4.075889010E-4,-1.492388314E-3,2.582068596E-1
8.525701167E0,2.803200483E-1,1.675494714E-3,-5.916553782E-4,2.803256799E-1
8.535618167E0,3.008444905E-1,6.408568006E-4,6.112053990E-3,3.009072538E-1
8.545535167E0,3.315752745E-1,7.547615562E-3,1.095452439E-2,3.318420268E-1
8.555451167E0,3.539319634E-1,6.296196487E-3,1.566485874E-2,3.543343966E-1
8.565368167E0,3.710055351E-1,6.124988198E-3,1.091641746E-2,3.712166359E-1
8.575285167E0,3.752031922E-1,-8.724675281E-4,-1.127943210E-2,3.753737101E-1
8.585201167E0,3.752058446E-1,-1.047494449E-2,-3.045412153E-2,3.765854536E-1
8.595118167E0,3.770572841E-1,-2.358302288E-2,-5.112797394E-2,3.812380151E-1
8.605034167E0,3.782260716E-1,-2.828587405E-2,-6.256876886E-2,3.844085102E-1
8.614951167E0,3.868128955E-1,-2.771409228E-2,-6.412884593E-2,3.930709808E-1
8.624868167E0,3.932364583E-1,-2.750913985E-2,-5.701582879E-2,3.982994723E-1
8.634784167E0,3.864725530E-1,-1.878675446E-2,-4.735973850E-2,3.898165225E-1
8.644701167E0,3.846642971E-1,-1.513393689E-2,-3.406449035E-2,3.864661007E-1
8.654617167E0,3.793653846E-1,-9.759144858E-3,-1.345721819E-2,3.797294203E-1
8.664534167E0,3.803667724E-1,-1.341950847E-3,7.166849682E-4,3.803698148E-1
8.674451167E0,3.957121670E-1,-6.053349003E-3,-3.077786881E-3,3.957704321E-1
8.684367167E0,3.995052874E-1,-7.860648911E-4,-5.754102021E-4,3.995064751E-1
8.694284167E0,3.998773396E-1,-7.715343498E-3,-1.236389298E-2,4.001428234E-1
8.704200167E0,3.977329433E-1,-1.031012833E-2,-3.194040805E-2,3.991465678E-1
8.714117167E0,3.719996214E-1,-1.573498733E-2,-4.473796114E-2,3.750103909E-1
8.724034167E0,3.194141388E-1,-2.123733982E-2,-5.121214315E-2,3.241899139E-1
8.733950167E0,2.480435520E-1,-2.302511968E-2,-4.283490404E-2,2.527658775E-1
8.743867167E0,1.937359720E-1,-2.279695868E-2,-3.999914974E-2,1.991312637E-1
8.753783167E0,1.639405340E-1,-2.227418125E-2,-3.425417840E-2,1.689555757E-1
8.763700167E0,1.660021394E-1,-1.988606527E-2,-2.721844986E-2,1.693901116E-1
8.773617167E0,1.766297370E-1,-2.292180248E-2,-3.211626783E-2,1.809832249E-1
8.783533167E0,2.023125887E-1,-2.895964682E-2,-4.101311415E-2,2.084493229E-1
8.793450167E0,2.250213623E-1,-3.331018612E-2,-5.755960196E-2,2.346428984E-1
8.803367167E0,2.517516017E-1,-3.391249478E-2,-7.274799049E-2,2.642370080E-1
8.813283167E0,2.545007765E-1,-4.299200326E-2,-7.620716840E-2,2.691217013E-1
8.823200167E0,2.459281236E-1,-4.385799915E-2,-8.148483187E-2,2.627621432E-1
8.833116167E0,2.292596549E-1,-4.629612714E-2,-8.062037081E-2,2.473923300E-1
8.843033167E0,2.221932709E-1,-3.976193815E-2,-6.846376508E-2,2.358774014E-1
8.852950167E0,2.180616558E-1,-3.393893689E-2,-5.759061128E-2,2.280776527E-1
8.862866167E0,2.079364359E-1,-2.038168348E-2,-3.450306132E-2,2.117626871E-1
8.872783167E0,1.871243715E-1,-3.912428860E-3,-1.379831508E-2,1.876732027E-1
8.882699167E0,1.587138474E-1,2.755838446E-3,5.482823588E-3,1.588324317E-1
8.892616167E0,1.301221550E-1,3.443200141E-3,1.139131282E-2,1.306651937E-1
8.902533167E0,1.167548224E-1,6.839455105E-3,1.800343208E-2,1.183325411E-1
8.912449167E0,1.123837754E-1,6.417077966E-3,2.689545974E-2,1.157352912E-1
8.922366167E0,1.112237424E-1,1.609421149E-2,3.625516593E-2,1.180854841E-1
8.932282167E0,1.112564951E-1,2.201388590E-2,3.954443708E-2,1.201098721E-1
8.942199167E0,1.117160395E-1,2.374513447E-2,4.248006269E-2,1.218559010E-1
8.952116167E0,1.047819629E-1,2.767462842E-2,4.195435345E-2,1.162123599E-1
8.962032167E0,9.589238465E-2,3.006334417E-2,4.329559579E-2,1.094242327E-1
8.971949167E0,8.758226037E-2,3.368443996E-2,5.287312344E-2,1.077072932E-1
8.981865167E0,7.909899950E-2,3.347783536E-2,5.859770998E-2,1.039764819E-1
8.991782167E0,7.439399511E-2,3.600065038E-2,5.639580637E-2,1.000549864E-1
9.001699167E0,7.441075146E-2,2.555330470E-2,4.404625297E-2,9.016653323E-2
9.011615167E0,8.469641209E-2,3.001463041E-2,5.299447104E-2,1.043205359E-1
9.021532167E0,9.406564385E-2,3.131318465E-2,5.902144313E-2,1.153793380E-1
9.031448167E0,9.853975475E-2,3.529221565E-2,5.453747883E-2,1.180252530E-1
9.041365167E0,9.953809530E-2,3.890235350E-2,6.550011784E-2,1.253454864E-1
9.051282167E0,9.215448052E-2,4.711421207E-2,8.170785010E-2,1.318649689E-1
9.061198167E0,9.289569408E-2,5.302380025E-2,8.883816749E-2,1.390444295E-1
9.071115167E0,8.684099466E-2,6.531163305E-2,1.031084433E-1,1.497942551E-1
9.081031167E0,8.213970810E-2,6.146128476E-2,1.087651551E-1,1.495134781E-1
