Accelerometer Z,Smoothed Acc Z,Intensity,
9.812965,9.758649,1.1275786,
9.812965,9.758649,,
9.812965,9.758649,,
8.94796,9.758649,,
10.134202,9.758649,,
10.589437,9.758649,,
8.066803,9.758649,,
11.271989,9.758649,,
9.319446,9.758649,,
9.701699,9.758649,,
10.761122,9.683275,,
8.019546,9.736694,,
9.695718,9.7582,,
9.273384,9.736006,,
10.8556385,9.784849,,
8.100901,9.686625,,
11.166705,9.808779,,
9.985847,9.767771,,
8.841479,9.712257,,
11.002198,9.78817,,
8.305488,9.70158,,
10.881361,9.804232,,
10.243075,9.849157,,
8.504091,9.788379,,
11.111072,9.808718,,
8.624929,9.873683,,
10.509875,9.796395,,
10.451849,9.834681,,
8.209176,9.792866,,
11.219945,9.804681,,
9.029316,9.876106,,
10.072587,9.791909,,
10.594222,9.822776,,
8.05783,9.803095,,
11.262418,9.8035145,,
9.400204,9.8737135,,
9.620942,9.787901,,
10.751551,9.816136,,
8.005188,9.823075,,
11.23849,9.803065,,
9.734002,9.865638,,
9.1974125,9.784611,,
10.860424,9.810693,,
8.110473,9.84144,,
11.119447,9.8000145,,
10.028918,9.853315,,
8.793623,9.781321,,
11.016556,9.804022,,
8.34796,9.857592,,
10.819746,9.795468,,
10.280763,9.840155,,
8.452047,9.781979,,
11.115857,9.802078,,
8.672786,9.869197,,
10.433903,9.790712,,
10.466207,9.82804,,
8.181061,9.788618,,
11.205588,9.798519,,
9.076574,9.870663,,
9.9960165,9.785748,,
10.627722,9.817572,,
8.033902,9.802617,,
11.262418,9.799955,,
9.452846,9.869885,,
9.549755,9.7838335,,
10.775478,9.812068,,
8.005188,9.823763,,
11.214561,9.801839,,
9.7908325,9.862766,,
9.12144,9.784132,,
10.9172535,9.809735,,
8.152945,9.8445215,,
11.062617,9.799296,,
10.07139,9.85161,,
8.712866,9.7812605,,
11.030912,9.805399,,
8.414959,9.862796,,
10.767104,9.799027,,
10.295119,9.843025,,
8.423334,9.787213,,
11.139786,9.804232,,
8.729615,9.872786,,
10.357931,9.793076,,
10.499107,9.830882,,
8.142776,9.797651,,
11.25823,9.805399,,
9.153145,9.876346,,
9.939187,9.790025,,
10.670793,9.820891,,
8.005188,9.80833,,
11.257632,9.803005,,
9.524033,9.872726,,
9.468399,9.788349,,
10.827522,9.815149,,
8.048259,9.829985,,
11.185847,9.8035145,,
9.833903,9.863455,,
9.040682,9.785508,,
10.912468,9.809646,,
8.172088,9.849666,,
11.033305,9.802288,,
10.124033,9.85152,,
8.670393,9.784521,,
11.0351,9.806056,,
8.439486,9.863424,,
10.728819,9.795408,,
10.351949,9.837731,,
8.380263,9.785956,,
11.153544,9.804172,,
8.805588,9.872995,,
10.310075,9.790683,,
10.508678,9.8249,,
8.128419,9.793554,,
11.25823,9.801331,,
9.195618,9.873175,,
9.825528,9.787093,,
10.680364,9.815807,,
8.005188,9.807313,,
11.276775,9.798698,,
9.548559,9.866296,,
9.387043,9.78171,,
10.80838,9.809706,,
8.043473,9.82834,,
11.190634,9.797113,,
9.876375,9.855886,,
9.007183,9.780065,,
10.926227,9.805159,,
8.210373,9.8482895,,
10.981261,9.797113,,
10.157532,9.84799,,
8.618349,9.782457,,
11.0686,9.80492,,
8.501101,9.866565,,
10.633704,9.796395,,
10.371092,9.83851,,
8.309076,9.788888,,
11.182259,9.804979,,
8.867801,9.875448,,
10.253245,9.793375,,
10.566107,9.827562,,
8.076375,9.8000145,,
11.257632,9.804471,,
9.276375,9.876346,,
9.787243,9.791221,,
10.718649,9.820414,,
8.014759,9.817632,,
11.248061,9.805668,,
9.619745,9.87156,,
9.339785,9.786016,,
10.841281,9.812307,,
8.067402,9.836625,,
11.157732,9.803992,,
9.938589,9.859686,,
8.9312105,9.783145,,
10.95494,9.806804,,
8.253444,9.852537,,
10.942976,9.798728,,
10.185648,9.847452,,
8.5423765,9.783564,,
11.091929,9.803663,,
8.562716,9.866506,,
10.60499,9.793943,,
10.390234,9.833873,,
8.256434,9.787333,,
11.19183,9.801989,,
8.929416,9.872935,,
10.171889,9.789696,,
10.594222,9.823673,,
