Accelerometer Z,Smoothed Acc Z,Intensity,
9.817153,9.811111,0.26112905,
9.817153,9.811111,,
9.859028,9.811111,,
9.9756775,9.811111,,
9.477372,9.811111,,
10.174282,9.811111,,
9.626924,9.811111,,
9.8015995,9.811111,,
10.056436,9.811111,,
9.448658,9.811111,,
10.140782,9.820832,,
9.684352,9.820862,,
9.701699,9.806774,,
10.103694,9.816734,,
9.463016,9.8184395,,
10.0881405,9.807672,,
9.756136,9.822477,,
9.634701,9.808867,,
10.14138,9.815957,,
9.454042,9.821759,,
10.01157,9.809556,,
9.817751,9.825528,,
9.577272,9.814791,,
10.17488,9.818319,,
9.51147,9.825558,,
9.958928,9.809556,,
9.923036,9.822178,,
9.529416,9.812636,,
10.19821,9.811889,,
9.564711,9.821969,,
9.896714,9.8057575,,
10.003794,9.819366,,
9.486943,9.813654,,
10.174282,9.809077,,
9.607781,9.820114,,
9.7681,9.803904,,
10.008579,9.81506,,
9.443872,9.813175,,
10.126426,9.805039,,
9.655638,9.819127,,
9.687343,9.803634,,
10.089935,9.812666,,
9.463016,9.813414,,
10.083355,9.802647,,
9.732208,9.816974,,
9.634701,9.804561,,
10.146166,9.813086,,
9.491729,9.818648,,
10.035499,9.805727,,
9.846465,9.821699,,
9.5868435,9.810722,,
10.184451,9.8149395,,
9.501899,9.82146,,
9.958928,9.807134,,
9.894321,9.823105,,
9.519845,9.815957,,
10.179068,9.816405,,
9.555139,9.825319,,
9.868001,9.809107,,
9.97508,9.821969,,
9.467801,9.814581,,
10.174282,9.809286,,
9.593424,9.820803,,
9.796814,9.803634,,
10.05165,9.816226,,
9.491729,9.812936,,
10.155139,9.804561,,
9.669994,9.817452,,
9.71127,9.802946,,
10.103694,9.813175,,
9.439087,9.815089,,
10.078569,9.805039,,
9.732208,9.820323,,
9.615558,9.807193,,
10.146166,9.814281,,
9.454042,9.817691,,
10.01157,9.805249,,
9.812965,9.8200245,,
9.57787,9.808808,,
10.179666,9.81162,,
9.506086,9.819337,,
9.973285,9.804292,,
9.899107,9.819785,,
9.534202,9.811679,,
10.193424,9.810931,,
9.559925,9.821251,,
9.906285,9.806445,,
9.965508,9.820742,,
9.486943,9.815477,,
10.1599245,9.811859,,
9.593424,9.8238535,,
9.777672,9.807402,,
10.042078,9.819994,,
9.4534445,9.817632,,
10.131211,9.809735,,
9.660423,9.823344,,
9.715458,9.807163,,
10.098908,9.817632,,
9.472587,9.81814,,
10.107283,9.807852,,
9.745967,9.823135,,
9.644272,9.808359,,
10.150951,9.814281,,
9.486943,9.818619,,
10.035499,9.80501,,
9.8321085,9.819337,,
9.582657,9.807193,,
10.17488,9.810722,,
9.497113,9.816764,,
9.954143,9.801002,,
9.899107,9.816046,,
9.482158,9.80818,,
