Accelerometer Z,Smoothed Acc Z,Intensity,
9.806984,9.822746,0.4217329,
9.806984,9.822746,,
10.351351,9.822746,,
9.257831,9.822746,,
10.155139,9.822746,,
9.87458,9.822746,,
9.376874,9.822746,,
10.394422,9.822746,,
9.32483,9.822746,,
10.04507,9.822746,,
10.012766,9.842846,,
9.296116,9.812996,,
10.412966,9.81156,,
9.434899,9.829985,,
9.902099,9.802796,,
10.113265,9.823554,,
9.24826,9.815448,,
10.3848505,9.808748,,
9.496515,9.830972,,
9.759128,9.804232,,
10.208978,9.821878,,
9.209974,9.821401,,
10.322637,9.808748,,
9.626326,9.830254,,
9.61137,9.805189,,
10.289736,9.819725,,
9.21476,9.823075,,
10.260424,9.805159,,
9.769297,9.830972,,
9.510274,9.808299,,
10.365707,9.818259,,
9.286545,9.827592,,
10.1599245,9.804919,,
9.865009,9.829027,,
9.400802,9.810154,,
10.403993,9.814671,,
9.315259,9.830194,,
10.0265255,9.805368,,
10.012766,9.828758,,
9.305687,9.812786,,
10.40818,9.810124,,
9.396614,9.82831,,
9.869197,9.801839,,
10.1084795,9.823554,,
9.233903,9.81497,,
10.380065,9.807552,,
9.5252285,9.830015,,
9.763913,9.803036,,
10.237094,9.82164,,
9.190832,9.820204,,
10.312468,9.807074,,
9.650253,9.83169,,
9.630513,9.80827,,
10.299307,9.822806,,
9.229117,9.826874,,
10.255638,9.808958,,
9.764511,9.833814,,
9.486943,9.810663,,
10.3848505,9.819008,,
9.276974,9.830732,,
10.145568,9.808569,,
9.888938,9.8324375,,
9.400802,9.813563,,
10.399207,9.817602,,
9.315259,9.832886,,
10.021739,9.807103,,
10.022338,9.830493,,
9.300901,9.817362,,
10.403993,9.814252,,
9.425328,9.833125,,
9.869197,9.807133,,
10.127622,9.82789,,
9.253045,9.818828,,
10.380065,9.810693,,
9.5348,9.832945,,
9.7399845,9.805488,,
10.232307,9.823614,,
9.224331,9.822178,,
10.322637,9.80833,,
9.654441,9.83127,,
9.625728,9.805697,,
10.304092,9.819037,,
9.219545,9.823105,,
10.236495,9.806147,,
9.760324,9.831001,,
9.472587,9.80833,,
10.3848505,9.816675,,
9.272188,9.825289,,
10.127024,9.8025875,,
9.884152,9.826486,,
9.357731,9.807134,,
10.394422,9.811649,,
9.334401,9.827173,,
10.040882,9.802347,,
10.031909,9.826186,,
9.286545,9.813295,,
10.399207,9.809227,,
9.396614,9.827413,,
9.868599,9.80163,,
10.132407,9.822866,,
9.238688,9.815718,,
10.394422,9.808538,,
9.530014,9.829835,,
9.7399845,9.80142,,
10.237094,9.81835,,
9.21476,9.817153,,
10.303494,9.8035145,,
9.635897,9.8286085,,
9.61137,9.803544,,
10.308878,9.816645,,
9.21476,9.820951,,
10.250853,9.8015995,,
9.760324,9.827413,,
9.472587,9.804502,,
10.370493,9.812367,,
9.262616,9.823105,,
10.126426,9.801151,,
9.898509,9.825258,,
9.367303,9.805906,,
10.394422,9.808988,,
9.32483,9.825737,,
10.007382,9.799955,,
10.046266,9.823553,,
9.281759,9.809735,,
10.394422,9.806864,,
9.429516,9.826963,,
9.864411,9.800733,,
10.118051,9.821969,,
9.224331,9.813893,,
10.370493,9.8057575,,
9.549755,9.828938,,
9.735199,9.802676,,
10.232307,9.819127,,
9.196216,9.81793,,
10.313066,9.80501,,
9.664611,9.829656,,
9.601799,9.804561,,
10.3232355,9.818619,,
9.205787,9.824362,,
10.2317095,9.805727,,
9.788439,9.829835,,
9.482158,9.8066845,,
10.375279,9.814312,,
9.257831,9.826216,,
10.135997,9.80495,,
9.922438,9.829058,,
9.362516,9.81138,,
10.399207,9.814192,,
9.339187,9.830164,,
9.997811,9.805818,,
10.031909,9.829685,,
9.272188,9.816555,,
10.3848505,9.814132,,
9.434301,9.833993,,
9.887741,9.807283,,
10.146765,9.827084,,
9.24826,9.820173,,
10.379466,9.812038,,
9.5252285,9.834262,,
9.74477,9.80821,,
10.265807,9.824421,,
9.219545,9.82466,,
10.326824,9.811739,,
9.65504,9.835428,,
9.601799,9.810364,,
10.318449,9.823225,,
9.224331,9.828011,,
10.236495,9.809406,,
9.783653,9.834741,,
9.476774,9.81135,,
10.356136,9.817303,,
9.276974,9.82807,,
10.126426,9.805189,,
9.90808,9.830015,,
9.386445,9.811859,,
10.403993,9.813952,,
9.343972,9.829476,,
10.007382,9.803694,,
10.031909,9.826605,,
9.276974,9.813025,,
10.3848505,9.809675,,
9.434899,9.828818,,
9.869197,9.802347,,
10.15155,9.823075,,
9.238688,9.814491,,
10.360324,9.805877,,
9.5348,9.8281,,
9.720842,9.800642,,
10.241879,9.817572,,
9.205189,9.8168545,,
10.289138,9.804651,,
9.659825,9.829985,,
9.597013,9.806804,,
10.322637,9.820862,,
9.21476,9.826365,,
10.2317095,9.807283,,
9.788439,9.830732,,
9.45823,9.806624,,
10.370493,9.814013,,
9.262616,9.826665,,
10.140782,9.807791,,
9.94158,9.832617,,
9.405587,9.814461,,
10.432707,9.816376,,
9.348758,9.831182,,
9.978668,9.804681,,
10.003794,9.826395,,
9.238688,9.813025,,
10.389636,9.811111,,
9.45823,9.832856,,
9.91167,9.806147,,
10.156336,9.823554,,
9.233903,9.812846,,
10.360922,9.802318,,
9.510872,9.824541,,
9.701699,9.799237,,
10.222736,9.81829,,
9.190832,9.820922,,
10.332209,9.806804,,
9.697512,9.82834,,
9.606585,9.799955,,
10.289736,9.81162,,
9.19143,9.817602,,
10.222138,9.799925,,
9.793225,9.827173,,
9.472587,9.805937,,
10.3848505,9.81476,,
9.29133,9.827652,,
10.107283,9.803992,,
9.888938,9.825976,,
9.343972,9.807343,,
10.389636,9.812786,,
9.353543,9.830702,,
10.007382,9.805159,,
10.055838,9.827113,,
9.276974,9.813025,,
10.399207,9.808958,,
9.448658,9.827621,,
9.859028,9.800673,,
10.137193,9.822148,,
9.233903,9.815477,,
10.398609,9.808538,,
9.549755,9.831719,,
9.71127,9.803544,,
10.232307,9.819516,,
9.190832,9.819516,,
10.303494,9.80495,,
9.664611,9.828638,,
9.568299,9.803095,,
10.318449,9.817362,,
9.210572,9.824302,,
10.250853,9.804502,,
9.817153,9.831241,,
9.443872,9.809526,,
10.375279,9.817153,,
9.276974,9.829596,,
10.107881,9.806654,,
9.922438,9.831719,,
9.34816,9.814521,,
10.422537,9.817332,,
9.372686,9.83501,,
10.002597,9.807103,,
10.084551,9.829058,,
9.276974,9.816645,,
10.3848505,9.812816,,
9.439685,9.833395,,
9.84467,9.806894,,
10.165907,9.827621,,
9.224331,9.821909,,
10.3746805,9.810453,,
9.564112,9.830763,,
9.692726,9.803065,,
10.256236,9.81808,,
9.195618,9.817602,,
10.298709,9.803484,,
9.688539,9.8281,,
9.57787,9.803035,,
10.336994,9.815179,,
9.233903,9.820921,,
10.193424,9.8015995,,
9.778868,9.826665,,
9.448658,9.806116,,
10.3848505,9.813744,,
9.267402,9.825468,,
10.102497,9.803036,,
9.932009,9.826426,,
9.343374,9.809706,,
10.408778,9.81159,,
9.339187,9.827383,,
9.98824,9.803274,,
10.065409,9.826903,,
9.281759,9.815448,,
10.408778,9.81138,,
9.430114,9.832677,,
9.850055,9.807163,,
10.156336,9.827173,,
9.243474,9.82146,,
10.3746805,9.811411,,
9.549755,9.83483,,
9.71127,9.807372,,
10.251451,9.822626,,
9.219545,9.822388,,
10.303494,9.807551,,
9.693324,9.832647,,
9.592228,9.807074,,
10.332209,9.818977,,
9.229117,9.823763,,
10.207782,9.804681,,
9.807582,9.831182,,
9.439087,9.809466,,
10.370493,9.8168545,,
9.276974,9.829027,,
10.112068,9.806116,,
9.932009,9.8292675,,
9.338589,9.810872,,
10.394422,9.812307,,
9.339187,9.829297,,
9.993026,9.803305,,
10.079765,9.825737,,
9.276974,9.814043,,
10.399207,9.810214,,
9.463016,9.83127,,
9.845269,9.803843,,
10.156336,9.824122,,
9.224331,9.81841,,
10.360922,9.810752,,
9.568898,9.835368,,
9.687941,9.807672,,
10.256236,9.823165,,
9.205189,9.823644,,
10.293923,9.809048,,
9.698111,9.833454,,
9.563514,9.809317,,
10.337592,9.82146,,
9.224331,9.827442,,
10.241281,9.807851,,
9.83151,9.830553,,
9.439087,9.809047,,
10.389636,9.81476,,
9.286545,9.826724,,
10.107283,9.805219,,
9.951151,9.829087,,
9.362516,9.811411,,
10.399207,9.813504,,
9.343972,9.8295355,,
9.969097,9.802796,,
10.022936,9.823793,,
9.257831,9.812816,,
10.370493,9.808718,,
9.444471,9.82834,,
9.863813,9.801869,,
10.175478,9.820473,,
9.209974,9.813325,,
10.379466,9.803274,,
9.54497,9.825258,,
9.706485,9.79804,,
10.251451,9.816136,,
9.219545,9.817093,,
10.307682,9.803694,,
9.678967,9.827831,,
9.57787,9.801122,,
10.3232355,9.812068,,
9.219545,9.819008,,
10.19821,9.79849,,
9.783653,9.823793,,
9.42473,9.802078,,
10.3848505,9.810393,,
9.276974,9.822805,,
10.102497,9.800164,,
9.927223,9.823763,,
9.329616,9.806086,,
10.394422,9.807463,,
9.348758,9.82469,,
9.969097,9.7984295,,
10.051051,9.822537,,
9.272188,9.812038,,
10.417751,9.8070135,,
9.467801,9.827353,,
9.85484,9.800164,,
10.150951,9.819935,,
9.224331,9.815389,,
10.350753,9.806056,,
9.564112,9.830194,,
9.672985,9.803215,,
10.265807,9.819666,,
9.21476,9.820862,,
10.284351,9.804621,,
9.683753,9.828519,,
9.558728,9.802736,,
10.322637,9.815119,,
9.238688,9.822298,,
10.207782,9.803694,,
9.83151,9.829715,,
9.429516,9.810154,,
10.380065,9.815837,,
9.296116,9.827084,,
10.092926,9.803694,,
9.945767,9.827322,,
9.339187,9.81156,,
10.398609,9.813923,,
9.367901,9.830912,,
9.978668,9.805159,,
10.084551,9.826874,,
9.281759,9.816376,,
10.379466,9.812278,,
9.439685,9.8321085,,
9.816555,9.806116,,
10.156336,9.823793,,
9.243474,9.818319,,
10.369895,9.808538,,
9.578469,9.830523,,
9.692726,9.803065,,
10.265807,9.817602,,
9.219545,9.81808,,
10.29811,9.803992,,
9.692726,9.830254,,
9.573085,9.807313,,
10.299307,9.818977,,
9.229715,9.82472,,
10.202995,9.803723,,
9.807582,9.82831,,
9.429516,9.807043,,
10.375279,9.814402,,
9.29133,9.828011,,
10.097712,9.80486,,
9.96491,9.8282795,,
9.357731,9.809197,,
10.389636,9.81132,,
9.35833,9.829237,,
9.949955,9.803215,,
10.070194,9.826844,,
9.267402,9.817063,,
10.412966,9.81156,,
9.491729,9.832138,,
9.835099,9.8054285,,
10.161121,9.824989,,
9.19143,9.819277,,
10.34178,9.810184,,
9.58804,9.835039,,
9.682557,9.809975,,
10.280165,9.826426,,
9.233903,9.829058,,
10.265209,9.813055,,
9.702896,9.836266,,
9.563514,9.810991,,
10.356136,9.823135,,
9.243474,9.831959,,
10.207782,9.811889,,
9.855438,9.835997,,
9.448658,9.814043,,
10.399207,9.819277,,
9.3200445,9.8314495,,
10.092926,9.809018,,
9.955936,9.832168,,
9.329616,9.813773,,
10.403993,9.813982,,
9.367901,9.830493,,
9.940384,9.803992,,
10.070194,9.824751,,
9.243474,9.813295,,
10.3848505,9.807522,,
9.477372,9.827831,,
9.816555,9.801122,,
10.165907,9.820414,,
9.195618,9.816107,,
10.360324,9.805818,,
9.573684,9.828998,,
9.677772,9.803215,,
10.270593,9.819187,,
9.219545,9.822298,,
10.283753,9.806774,,
9.726226,9.830224,,
9.558728,9.805159,,
10.34178,9.817063,,
9.243474,9.826635,,
10.19821,9.806595,,
9.83151,9.831659,,
9.42473,9.809945,,
10.389636,9.815179,,
9.305687,9.827831,,
10.074382,9.803992,,
9.946365,9.827383,,
9.315259,9.810902,,
10.403993,9.81159,,
9.387043,9.828818,,
9.959526,9.80163,,
10.07498,9.823344,,
9.243474,9.813564,,
10.375279,9.807582,,
9.472587,9.826724,,
9.806984,9.799955,,
10.194023,9.820922,,
9.229117,9.817332,,
10.355538,9.806804,,
9.58804,9.829985,,
9.654441,9.802767,,
10.265807,9.818977,,
9.229117,9.822328,,
10.269995,9.80821,,
9.688539,9.832827,,
9.538987,9.80797,,
10.365707,9.81823,,
9.243474,9.825408,,
10.193424,9.805368,,
9.850653,9.830672,,
9.415159,9.811081,,
10.399207,9.816525,,
