Accelerometer Z,Smoothed Acc Z,Intensity,
9.992428,9.8168545,,
9.745967,9.826904,,
9.686146,9.819246,,
10.027721,9.824212,,
9.592228,9.827383,,
9.954143,9.818739,,
9.8321085,9.827113,,
9.652647,9.818798,,
10.070194,9.821371,,
9.630513,9.825258,,
9.9344015,9.815209,,
9.889536,9.82502,,
9.657433,9.819546,,
10.088738,9.819246,,
9.673584,9.82478,,
9.88176,9.814013,,
9.9038925,9.822597,,
9.586246,9.821192,,
10.045668,9.818499,,
9.659825,9.825947,,
9.79143,9.816166,,
9.942178,9.824481,,
9.576674,9.821909,,
10.021739,9.816136,,
9.702896,9.823106,,
9.738789,9.811889,,
10.003794,9.817094,,
9.624531,9.817632,,
10.0163555,9.81162,,
9.779466,9.820503,,
9.738789,9.811201,,
10.055838,9.8159275,,
9.605987,9.819575,,
9.973285,9.812367,,
9.812965,9.822657,,
9.657433,9.816705,,
10.00798,9.819756,,
9.597013,9.823883,,
9.925428,9.81476,,
9.837492,9.824541,,
9.605389,9.818828,,
10.036695,9.81808,,
9.649655,9.824601,,
9.877572,9.813594,,
9.908679,9.821221,,
9.619745,9.81793,,
10.06481,9.817392,,
9.707084,9.824391,,
9.833903,9.812666,,
9.97508,9.821221,,
9.624531,9.819606,,
10.040882,9.816435,,
9.736395,9.82484,,
9.753145,9.813594,,
9.965508,9.821192,,
9.59163,9.822207,,
9.997213,9.816166,,
9.736994,9.824572,,
9.690931,9.8152685,,
10.008579,9.819756,,
9.573085,9.820533,,
9.973285,9.811889,,
9.817751,9.8200245,,
9.652647,9.812159,,
10.060623,9.8159275,,
9.640084,9.818858,,
9.943973,9.809286,,
9.875179,9.8200245,,
9.647861,9.8152685,,
10.06481,9.816884,,
9.640084,9.824571,,
9.868001,9.814043,,
9.899107,9.822866,,
9.595817,9.821251,,
10.040882,9.819037,,
9.650253,9.8257675,,
9.805787,9.81455,,
9.95175,9.82146,,
9.595817,9.818409,,
10.040882,9.81476,,
9.726824,9.822717,,
9.762716,9.811949,,
9.994222,9.81835,,
9.620343,9.81793,,
10.0163555,9.812159,,
9.77468,9.821012,,
9.7196455,9.81147,,
10.013365,9.817602,,
9.5868435,9.820533,,
9.991829,9.812128,,
9.799207,9.82146,,
9.652647,9.815029,,
10.027123,9.819037,,
9.587442,9.822207,,
9.925428,9.813325,,
9.827323,9.822866,,
9.61496,9.816435,,
10.074382,9.818021,,
9.654441,9.823584,,
9.8727865,9.811411,,
9.913465,9.820204,,
9.634102,9.815718,,
10.074382,9.814462,,
9.683753,9.822388,,
9.838689,9.810663,,
9.965508,9.819726,,
9.591031,9.819277,,
10.04507,9.8147,,
9.698111,9.823106,,
9.74836,9.813055,,
9.97508,9.820892,,
9.562916,9.821878,,
10.001999,9.815359,,
9.745967,9.824212,,
9.690931,9.81491,,
10.008579,9.819666,,
9.605987,9.821401,,
9.982856,9.812548,,
9.822537,9.82164,,
9.671789,9.813773,,
10.070194,9.817542,,
9.653843,9.82167,,
9.943973,9.812577,,
9.860822,9.821909,,
9.652647,9.817153,,
10.060623,9.818529,,
9.625728,9.824331,,
9.868001,9.814252,,
9.879965,9.823075,,
9.591031,9.819994,,
10.050453,9.818499,,
9.645468,9.824302,,
9.820144,9.813325,,
9.932607,9.821909,,
9.595817,9.818858,,
10.036097,9.814252,,
9.722038,9.822207,,
9.7812605,9.810722,,
9.999007,9.81808,,
9.610174,9.817423,,
10.040284,9.811411,,
9.769895,9.82146,,
9.724431,9.812607,,
10.032507,9.819008,,
9.59163,9.822657,,
9.968499,9.815179,,
9.78485,9.824033,,
9.638289,9.816405,,
10.027123,9.819935,,
9.57787,9.823374,,
9.930214,9.813295,,
9.846465,9.82167,,
9.643075,9.815478,,
10.060623,9.816136,,
9.668798,9.820982,,
9.886545,9.810214,,
9.899107,9.819725,,
9.628718,9.815957,,
10.069596,9.8149395,,
9.678967,9.822896,,
9.838689,9.812607,,
9.937392,9.822119,,
9.600603,9.821221,,
10.045668,9.817094,,
9.688539,9.82502,,
9.753145,9.815718,,
9.97508,9.824511,,
9.562916,9.82481,,
10.006784,9.8187685,,
9.736994,9.827861,,
9.724431,9.817362,,
10.036695,9.823733,,
9.625129,9.824989,,
9.97807,9.816107,,
9.827323,9.825199,,
9.700503,9.8168545,,
10.07498,9.819426,,
9.634701,9.824033,,
9.948758,9.815389,,
9.860822,9.825647,,
9.628718,9.819217,,
10.06481,9.818948,,
9.625728,9.823793,,
9.868001,9.814192,,
9.870394,9.822537,,
9.586246,9.818739,,
10.0265255,9.817244,,
9.65504,9.8235235,,
9.833903,9.812068,,
9.942178,9.819217,,
9.595817,9.817123,,
10.031311,9.812548,,
9.722038,9.819307,,
9.786046,9.808061,,
9.994222,9.8149395,,
9.624531,9.815957,,
10.04507,9.81138,,
9.760324,9.821191,,
9.7196455,9.810931,,
10.003794,9.816375,,
9.5868435,9.8200245,,
9.973285,9.814222,,
9.7609215,9.823793,,
9.643075,9.816645,,
10.00798,9.8216095,,
9.606585,9.823374,,
9.934999,9.813295,,
9.851251,9.82167,,
9.628718,9.814043,,
10.051051,9.815418,,
9.668798,9.819546,,
9.915258,9.809257,,
9.913465,9.819487,,
9.643075,9.815957,,
10.093524,9.816376,,
9.659825,9.823584,,
9.843474,9.813534,,
9.927821,9.822357,,
9.567103,9.821699,,
10.031311,9.818529,,
9.669396,9.826216,,
9.767502,9.815478,,
9.965508,9.823554,,
9.572487,9.823135,,
10.0163555,9.816136,,
9.750752,9.824751,,
9.734002,9.813563,,
10.027721,9.819725,,
9.615558,9.822178,,
9.987641,9.8147,,
9.822537,9.824271,,
9.700503,9.81473,,
10.07498,9.818977,,
9.634701,9.823584,,
9.953544,9.814462,,
9.8321085,9.824271,,
9.619745,9.81808,,
10.051051,9.818977,,
9.616156,9.824302,,
9.88176,9.81518,,
9.860822,9.824003,,
9.576674,9.819487,,
10.050453,9.817273,,
9.664611,9.822597,,
9.833903,9.810663,,
9.946963,9.8187685,,
9.610174,9.8159275,,
10.045668,9.811799,,
9.722038,9.818798,,
9.805189,9.807821,,
9.999007,9.816376,,
9.610174,9.81856,,
10.030712,9.813234,,
9.741181,9.822088,,
9.71486,9.813265,,
9.994222,9.819666,,
9.562916,9.822597,,
9.968499,9.815598,,
9.756136,9.824451,,
9.662218,9.815389,,
10.031909,9.819635,,
9.620343,9.822567,,
9.943973,9.813205,,
9.84168,9.822298,,
9.657433,9.816345,,
10.07498,9.819158,,
9.668798,9.825199,,
9.905687,9.814192,,
9.899107,9.823733,,
9.623933,9.820414,,
10.083953,9.819875,,
9.668798,9.827831,,
9.843474,9.81829,,
9.923036,9.827831,,
9.595817,9.825737,,
10.050453,9.822328,,
9.683753,9.8281,,
9.74836,9.817362,,
9.946963,9.82496,,
9.595817,9.823374,,
10.021141,9.815927,,
9.779466,9.823165,,
9.753145,9.811949,,
10.032507,9.817871,,
9.615558,9.817243,,
10.006784,9.8085985,,
9.784252,9.818409,,
9.690931,9.810543,,
10.051051,9.815477,,
9.592228,9.819366,,
9.934999,9.810274,,
9.813564,9.819127,,
9.619147,9.812696,,
10.04148,9.813594,,
9.583255,9.818678,,
9.877572,9.807881,,
9.879965,9.817661,,
9.591031,9.813384,,
10.045668,9.813086,,
9.673584,9.820293,,
9.839287,9.809048,,
9.956535,9.817602,,
9.624531,9.81503,,
10.050453,9.81162,,
9.717253,9.82143,,
9.7908325,9.810663,,
9.979865,9.81805,,
9.605389,9.81856,,
10.04507,9.813265,,
9.736395,9.822388,,
9.710074,9.814013,,
9.984651,9.819217,,
9.567701,9.820474,,
9.973285,9.813713,,
9.779466,9.822805,,
9.662218,9.8149395,,
10.027721,9.819666,,
9.601201,9.821191,,
9.939785,9.810902,,
9.856036,9.819994,,
9.671789,9.813563,,
10.060623,9.8168545,,
9.649655,9.821939,,
9.915258,9.811649,,
9.899107,9.820264,,
9.633504,9.816943,,
10.074382,9.817572,,
9.635897,9.825528,,
9.839287,9.815718,,
9.91825,9.824062,,
9.58146,9.82149,,
10.050453,9.819037,,
9.669396,9.826724,,
9.767502,9.815508,,
9.95175,9.823105,,
9.595817,9.821999,,
10.040284,9.816435,,
9.760324,9.825319,,
9.743574,9.814312,,
10.022936,9.820234,,
9.620343,9.822447,,
10.01157,9.814281,,
9.803394,9.824092,,
9.690931,9.816435,,
10.051051,9.822088,,
9.61137,9.825738,,
9.963116,9.815897,,
9.813564,9.825707,,
9.619147,9.819277,,
10.036695,9.820892,,
9.625728,9.826216,,
9.887143,9.814731,,
9.865608,9.823075,,
9.614362,9.81808,,
10.06481,9.816824,,
9.668798,9.822358,,
9.843474,9.809945,,
9.956535,9.818021,,
9.61496,9.815448,,
10.055239,9.813475,,
9.726824,9.821401,,
9.781859,9.810872,,
9.970294,9.819217,,
9.591031,9.819277,,
10.025927,9.8147,,
9.722038,9.823344,,
9.71486,9.814521,,
9.97508,9.819964,,
9.567701,9.82146,,
9.997213,9.814462,,
9.784252,9.822357,,
9.676575,9.8147,,
10.032507,9.818469,,
9.615558,9.820951,,
9.973285,9.81159,,
9.84168,9.821401,,
9.667004,9.81473,,
10.065409,9.817063,,
9.64487,9.822866,,
9.915258,9.812816,,
9.88475,9.822597,,
9.628718,9.818559,,
10.045668,9.818469,,
9.640682,9.825229,,
9.838689,9.813982,,
9.91825,9.822328,,
9.58146,9.820473,,
10.021739,9.818259,,
9.683753,9.824989,,
9.796216,9.814013,,
9.979865,9.822088,,
9.595817,9.820712,,
10.030712,9.815897,,
9.750752,9.824541,,
9.74836,9.814281,,
10.008579,9.820204,,
9.629914,9.822657,,
10.021141,9.815687,,
9.779466,9.82502,,
9.695718,9.8159275,,
10.046266,9.819008,,
9.601201,9.823135,,
9.949356,9.815209,,
9.813564,9.824541,,
9.633504,9.8181095,,
10.036695,9.820443,,
9.630513,9.823135,,
9.882358,9.81162,,
9.870394,9.820922,,
9.614362,9.815448,,
10.04148,9.813952,,
9.6783695,9.81856,,
9.872188,9.808031,,
9.937392,9.817303,,
9.619745,9.815209,,
10.055239,9.812996,,
9.683753,9.820683,,
9.7908325,9.810872,,
9.965508,9.818948,,
9.586246,9.819008,,
10.0163555,9.815359,,
9.693324,9.822836,,
9.738789,9.812816,,
9.999007,9.819695,,
9.59163,9.819994,,
9.992428,9.812548,,
9.784252,9.82164,,
9.686146,9.813803,,
10.031909,9.8187685,,
9.615558,9.82146,,
9.968499,9.812367,,
9.827921,9.823135,,
9.671789,9.8152685,,
10.07498,9.817362,,
9.625728,9.822926,,
9.906285,9.812159,,
9.865608,9.820293,,
9.634102,9.815778,,
10.06481,9.817153,,
9.640084,9.823913,,
9.834501,9.813833,,
9.908679,9.823584,,
9.58146,9.820293,,
10.040882,9.817842,,
9.702896,9.826006,,
9.777073,9.815478,,
9.946963,9.823584,,
9.595817,9.820772,,
10.059426,9.814521,,
9.750752,9.823404,,
9.766904,9.81455,,
10.022936,9.82143,,
9.605987,9.823404,,
10.025927,9.8161955,,
9.789038,9.825049,,
9.695718,9.817423,,
10.027721,9.824033,,
9.57787,9.829117,,
9.939785,9.818589,,
9.817751,9.826963,,
9.657433,9.819845,,
10.046266,9.822896,,
9.620942,9.828219,,
9.896714,9.816016,,
9.879965,9.824121,,
9.624531,9.817482,,
10.079167,9.818589,,
9.697512,9.824631,,
9.848858,9.814342,,
9.91825,9.823165,,
9.624531,9.819635,,
10.083953,9.817183,,
9.712467,9.8251095,,
9.781859,9.815298,,
9.951151,9.822447,,
9.562916,9.822238,,
10.049855,9.816465,,
9.698709,9.823913,,
9.734002,9.81482,,
9.994222,9.821939,,
9.5868435,9.822238,,
9.997213,9.813833,,
9.779466,9.82173,,
9.700503,9.812906,,
10.022936,9.81814,,
9.620343,9.82131,,
9.963714,9.810304,,
9.846465,9.820324,,
9.667004,9.812936,,
10.060623,9.815747,,
9.630513,9.820832,,
9.915857,9.81147,,
9.870394,9.820562,,
9.605389,9.815807,,
10.055838,9.817392,,
9.626326,9.824152,,
9.829716,9.81455,,
9.899107,9.822178,,
9.586246,9.81841,,
10.050453,9.815478,,
9.688539,9.822477,,
9.809975,9.81147,,
9.961321,9.819307,,
9.605389,9.818171,,
10.054641,9.812846,,
9.755538,9.821012,,
9.771689,9.81168,,
9.999007,9.819277,,
9.59163,9.82149,,
10.001999,9.814281,,
9.7704935,9.822657,,
9.695718,9.814073,,
10.027123,9.8187685,,
9.582657,9.822178,,
9.949356,9.813534,,
9.789636,9.822148,,
9.643075,9.814073,,
10.051051,9.816884,,
9.630513,9.82173,,
9.906285,9.811171,,
9.856036,9.819277,,
9.638289,9.813115,,
10.055239,9.813086,,
9.673584,9.819815,,
9.88176,9.809286,,
9.927821,9.817602,,
9.610174,9.81455,,
10.055239,9.812098,,
9.688539,9.819546,,
9.7908325,9.810423,,
9.932607,9.819935,,
9.572487,9.818319,,
10.0265255,9.815418,,
9.717253,9.823106,,
9.738789,9.812607,,
9.955936,9.819964,,
9.582058,9.820742,,
10.001999,9.813982,,
9.779466,9.822119,,
9.723833,9.813563,,
10.046266,9.8187685,,
9.605987,9.820743,,
9.997213,9.811859,,
9.827323,9.820951,,
9.671789,9.812846,,
10.07498,9.817094,,
9.625728,9.822896,,
9.920045,9.813534,,
9.851251,9.822388,,
9.619745,9.816226,,
10.036695,9.816884,,
9.611969,9.823165,,
9.848858,9.812128,,
9.899107,9.821192,,
9.576674,9.816705,,
10.040882,9.813295,,
9.698111,9.820264,,
9.81476,9.808569,,
9.956535,9.817392,,
9.600603,9.815508,,
10.059426,9.811141,,
9.731609,9.820742,,
9.776475,9.810693,,
10.008579,9.817572,,
9.582058,9.820742,,
10.006784,9.81497,,
9.765109,9.823823,,
9.686146,9.815718,,
10.027721,9.821639,,
9.582058,9.825289,,
9.949356,9.817123,,
9.803992,9.826934,,
9.647861,9.817901,,
10.036695,9.819756,,
9.640084,9.824362,,
9.925428,9.814311,,
9.875179,9.823404,,
9.652647,9.817721,,
10.07498,9.816943,,
9.673584,9.822268,,
9.896116,9.811709,,
9.927821,9.821221,,
9.595817,9.818409,,
10.045668,9.817392,,
9.674182,9.823883,,
9.805787,9.813594,,
9.946963,9.820503,,
9.572487,9.819127,,
10.012168,9.81476,,
9.688539,9.822687,,
9.73819,9.810991,,
9.994222,9.816675,,
9.59163,9.81793,,
10.0163555,9.811201,,
9.769895,9.819127,,
9.7196455,9.809107,,
10.013365,9.813833,,
9.625129,9.816764,,
9.987641,9.809795,,
9.8321085,9.820085,,
9.662218,9.8136835,,
10.04148,9.816256,,
9.620942,9.82155,,
9.911072,9.811709,,
9.832706,9.82149,,
9.605389,9.816016,,
10.04148,9.818798,,
9.631111,9.824122,,
9.8727865,9.813563,,
9.894321,9.822388,,
9.610174,9.818858,,
10.045668,9.817123,,
9.697512,9.823404,,
9.819546,9.813115,,
9.965508,9.82143,,
9.610174,9.820055,,
10.068997,9.817123,,
9.731609,9.825528,,
9.776475,9.81476,,
10.008579,9.821878,,
9.59163,9.822388,,
10.006784,9.816376,,
9.746565,9.82502,,
9.705289,9.8161955,,
9.999007,9.820443,,
9.57787,9.822178,,
9.982856,9.813295,,
9.799207,9.822866,,
9.657433,9.814791,,
10.036695,9.816884,,
9.620343,9.820293,,
9.925428,9.810244,,
9.870394,9.819785,,
9.643075,9.812906,,
10.050453,9.814521,,
9.64487,9.821012,,
9.891331,9.808808,,
9.923036,9.817602,,
9.61496,9.814073,,
10.050453,9.812816,,
9.659825,9.820772,,
9.805787,9.810483,,
9.937392,9.818589,,
9.567701,9.817692,,
10.031311,9.815029,,
9.707682,9.823704,,
9.738789,9.812487,,
9.97508,9.818888,,
9.5868435,9.818469,,
10.01157,9.811979,,
9.779466,9.821072,,
9.7196455,9.812457,,
10.032507,9.817661,,
9.625129,9.820832,,
9.997213,9.812906,,
9.81835,9.821999,,
9.667004,9.815329,,
10.051051,9.819337,,
9.606585,9.8241825,,
9.920643,9.81506,,
9.84168,9.823913,,
9.633504,9.8184395,,
10.04148,9.819307,,
9.631111,9.823913,,
9.8727865,9.812636,,
9.889536,9.821191,,
9.605389,9.817901,,
10.055239,9.815209,,
9.683753,9.822417,,
9.829117,9.810931,,
9.956535,9.819277,,
9.610174,9.816734,,
10.049855,9.813563,,
