"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.097141333E0,-1.109193420E-1,8.352630615E-2,9.968520355E0,9.969487340E0
3.107058333E0,-1.191522217E-1,8.547225952E-2,9.954898682E0,9.955978632E0
3.116975333E0,-1.200503540E-1,7.484436035E-2,9.968520355E0,9.969524153E0
3.126892333E0,-1.221459961E-1,8.367599487E-2,9.965676270E0,9.966776050E0
3.136809333E0,-1.176553345E-1,8.247848511E-2,9.962832184E0,9.963868255E0
3.146726333E0,-1.097218323E-1,8.547225952E-2,9.960137787E0,9.961108830E0
3.156643333E0,-1.221459961E-1,8.412506104E-2,9.956694946E0,9.957799502E0
3.166560333E0,-1.263372803E-1,8.771759033E-2,9.964927826E0,9.966114692E0
3.176477333E0,-1.163081360E-1,8.966354370E-2,9.953850861E0,9.954934158E0
3.186393333E0,-1.113684082E-1,7.664062500E-2,9.956395569E0,9.957313364E0
3.196310333E0,-1.035845947E-1,7.634124756E-2,9.971963196E0,9.972793377E0
3.206227333E0,-1.091230774E-1,8.681945801E-2,9.975106659E0,9.976081311E0
3.216144333E0,-1.182540894E-1,8.173004150E-2,9.969717865E0,9.970754141E0
3.226061333E0,-1.167572021E-1,8.068222046E-2,9.958191833E0,9.959203104E0
3.235978333E0,-1.130149841E-1,8.068222046E-2,9.956245880E0,9.957214170E0
3.245895333E0,-1.119671631E-1,8.726852417E-2,9.963730316E0,9.964741555E0
3.255812333E0,-1.157093811E-1,6.795867920E-2,9.964478760E0,9.965382281E0
3.265729333E0,-1.104702759E-1,8.098159790E-2,9.965077515E0,9.966018843E0
3.275646333E0,-1.145118713E-1,8.217910767E-2,9.960736542E0,9.961733726E0
3.285563333E0,-1.167572021E-1,8.696914673E-2,9.957293701E0,9.958357984E0
3.295480333E0,-1.148112488E-1,8.412506104E-2,9.959389343E0,9.960406354E0
3.305397333E0,-1.055305481E-1,8.083190918E-2,9.968819733E0,9.969705981E0
3.315314333E0,-1.157093811E-1,8.592132568E-2,9.971663818E0,9.972705272E0
3.325231333E0,-1.122665405E-1,8.472381592E-2,9.962532806E0,9.963525572E0
3.335148333E0,-1.125659180E-1,8.202941895E-2,9.971065063E0,9.972037826E0
3.345065333E0,-1.152603149E-1,7.529342651E-2,9.958491211E0,9.959442818E0
3.354982333E0,-1.131646729E-1,9.415420532E-2,9.968520355E0,9.969607281E0
3.364899333E0,-1.148112488E-1,9.086105347E-2,9.967472534E0,9.968547842E0
3.374816333E0,-1.179547119E-1,7.873626709E-2,9.963281250E0,9.964290541E0
3.384733333E0,-1.199006653E-1,8.292755127E-2,9.957892456E0,9.958959550E0
3.394650333E0,-1.231938171E-1,8.726852417E-2,9.970316620E0,9.971459573E0
3.404567333E0,-1.212478638E-1,8.741821289E-2,9.963430939E0,9.964552125E0
3.414484333E0,-1.124162292E-1,7.978408813E-2,9.962682495E0,9.963636154E0
3.424401333E0,-1.172062683E-1,7.708969116E-2,9.959089966E0,9.960077965E0
3.434318333E0,-1.104702759E-1,7.768844604E-2,9.966724091E0,9.967639052E0
3.444235333E0,-1.086740112E-1,8.472381592E-2,9.971663818E0,9.972615879E0
3.454152333E0,-1.133143616E-1,8.173004150E-2,9.964778137E0,9.965757536E0
3.464069333E0,-1.233435059E-1,8.771759033E-2,9.953701172E0,9.954851833E0
3.473985333E0,-1.258882141E-1,9.370513916E-2,9.959688721E0,9.960925053E0
3.483902333E0,-1.164578247E-1,8.412506104E-2,9.968969421E0,9.970004552E0
3.493819333E0,-1.053808594E-1,8.741821289E-2,9.959539032E0,9.960480149E0
3.503736333E0,-1.074765015E-1,8.996292114E-2,9.963580627E0,9.964566395E0
3.513653333E0,-1.080752563E-1,8.397537231E-2,9.965227203E0,9.966167033E0
3.523570333E0,-1.100212097E-1,8.472381592E-2,9.954898682E0,9.955867142E0
3.533487333E0,-1.110690308E-1,8.307723999E-2,9.953551483E0,9.954517833E0
3.543404333E0,-1.161584473E-1,8.577163696E-2,9.959389343E0,9.960436017E0
3.553321333E0,-1.161584473E-1,7.694000244E-2,9.959988098E0,9.960962577E0
3.563238333E0,-1.204994202E-1,7.334747314E-2,9.964478760E0,9.965477255E0
3.573155333E0,-1.161584473E-1,8.457412720E-2,9.963580627E0,9.964616625E0
3.583072333E0,-1.091230774E-1,8.382568359E-2,9.956545258E0,9.957496074E0
3.592989333E0,-1.077758789E-1,8.143066406E-2,9.957144012E0,9.958060227E0
3.602906333E0,-1.091230774E-1,8.786727905E-2,9.965526581E0,9.966511352E0
3.612823333E0,-1.070274353E-1,8.622070312E-2,9.970017242E0,9.970964482E0
3.622740333E0,-1.128652954E-1,8.277786255E-2,9.961634674E0,9.962617936E0
3.632657333E0,-1.178050232E-1,8.397537231E-2,9.961634674E0,9.962685143E0
3.642574333E0,-1.207987976E-1,8.457412720E-2,9.962682495E0,9.963773765E0
3.652491333E0,-1.191522217E-1,7.858657837E-2,9.967173157E0,9.968195114E0
3.662408333E0,-1.206491089E-1,7.978408813E-2,9.962682495E0,9.963732444E0
3.672325333E0,-1.076261902E-1,8.442443848E-2,9.955048370E0,9.955988095E0
3.682242333E0,-1.079255676E-1,8.592132568E-2,9.961335297E0,9.962290464E0
3.692159333E0,-1.155596924E-1,7.828720093E-2,9.966873779E0,9.967851115E0
3.702076333E0,-1.181044006E-1,7.843688965E-2,9.958191833E0,9.959201052E0
3.711993333E0,-1.187031555E-1,8.098159790E-2,9.961335297E0,9.962371673E0
3.721910333E0,-1.134640503E-1,8.247848511E-2,9.956994324E0,9.957982364E0
3.731827333E0,-1.094224548E-1,8.412506104E-2,9.964478760E0,9.965434624E0
3.741744333E0,-1.046324158E-1,7.649093628E-2,9.958341522E0,9.959184940E0
3.751661333E0,-1.200503540E-1,7.978408813E-2,9.969568176E0,9.970610172E0
3.761578333E0,-1.231938171E-1,8.173004150E-2,9.959838409E0,9.960935581E0
3.771495333E0,-1.094224548E-1,9.056167603E-2,9.966424713E0,9.967436795E0
3.781411333E0,-1.161584473E-1,9.145980835E-2,9.956245880E0,9.957343507E0
3.791328333E0,-1.142124939E-1,8.696914673E-2,9.965526581E0,9.966560498E0
3.801245333E0,-1.173559570E-1,9.011260986E-2,9.970765686E0,9.971863470E0
3.811162333E0,-1.193019104E-1,8.532257080E-2,9.966275024E0,9.967354250E0
3.821079333E0,-1.218466187E-1,8.637039185E-2,9.959389343E0,9.960509150E0
3.830996333E0,-1.155596924E-1,9.056167603E-2,9.950557709E0,9.951640778E0
3.840913333E0,-1.194515991E-1,9.145980835E-2,9.960287476E0,9.961423602E0
3.850830333E0,-1.071771240E-1,8.068222046E-2,9.967322845E0,9.968225582E0
3.860747333E0,-1.041833496E-1,7.604187012E-2,9.965975647E0,9.966810279E0
3.870664333E0,-1.160087585E-1,8.981323242E-2,9.961784363E0,9.962864655E0
3.880581333E0,-1.199006653E-1,8.382568359E-2,9.974657593E0,9.975730400E0
3.890498333E0,-1.197509766E-1,7.738906860E-2,9.968969421E0,9.969989001E0
3.900415333E0,-1.184037781E-1,8.217910767E-2,9.965376892E0,9.966419089E0
3.910332333E0,-1.058299255E-1,8.681945801E-2,9.971364441E0,9.972303967E0
3.920249333E0,-1.152603149E-1,8.322692871E-2,9.961484985E0,9.962499424E0
3.930166333E0,-1.193019104E-1,7.993377686E-2,9.951006775E0,9.952042915E0
3.940083333E0,-1.140628052E-1,7.933502197E-2,9.956844635E0,9.957813990E0
3.950000333E0,-1.131646729E-1,7.664062500E-2,9.960736542E0,9.961674181E0
3.959917333E0,-1.100212097E-1,8.442443848E-2,9.970765686E0,9.971730066E0
3.969834333E0,-1.133143616E-1,8.502319336E-2,9.966125336E0,9.967132150E0
3.979751333E0,-1.149609375E-1,8.786727905E-2,9.962981873E0,9.964032541E0
3.989668333E0,-1.125659180E-1,8.517288208E-2,9.971214752E0,9.972213854E0
3.999585333E0,-1.143621826E-1,8.592132568E-2,9.970615997E0,9.971642019E0
4.009502333E0,-1.119671631E-1,8.008346558E-2,9.966275024E0,9.967225686E0
4.019419333E0,-1.137634277E-1,8.277786255E-2,9.959838409E0,9.960832065E0
4.029336333E0,-1.116677856E-1,8.457412720E-2,9.967771912E0,9.968756159E0
4.039253333E0,-1.209484863E-1,8.427474976E-2,9.962083740E0,9.963174354E0
4.049170333E0,-1.133143616E-1,8.277786255E-2,9.963580627E0,9.964568793E0
4.059087333E0,-1.196012878E-1,8.277786255E-2,9.951904907E0,9.952967795E0
4.069003333E0,-1.172062683E-1,7.873626709E-2,9.956096191E0,9.957097372E0
4.078920333E0,-1.061293030E-1,8.008346558E-2,9.961784363E0,9.962671553E0
4.088837333E0,-1.106199646E-1,7.559280396E-2,9.975256348E0,9.976156086E0
4.098754583E0,-1.131646729E-1,8.592132568E-2,9.968520355E0,9.969532927E0
4.108671583E0,-1.193019104E-1,8.307723999E-2,9.964029694E0,9.965090191E0
4.118588583E0,-1.219963074E-1,8.352630615E-2,9.958491211E0,9.959588693E0
4.128505583E0,-1.074765015E-1,8.382568359E-2,9.957593079E0,9.958525888E0
4.138422583E0,-1.137634277E-1,8.756790161E-2,9.963580627E0,9.964614853E0
4.148339583E0,-1.182540894E-1,8.592132568E-2,9.964329071E0,9.965401163E0
4.158256583E0,-1.136137390E-1,8.996292114E-2,9.966424713E0,9.967478265E0
4.168173583E0,-1.142124939E-1,9.235794067E-2,9.960736542E0,9.961819459E0
4.178090583E0,-1.175056458E-1,8.502319336E-2,9.956395569E0,9.957451945E0
4.188007583E0,-1.085243225E-1,8.846603394E-2,9.967322845E0,9.968306199E0
4.197924583E0,-1.079255676E-1,8.023315430E-2,9.973160706E0,9.974067362E0
4.207841583E0,-1.149609375E-1,8.352630615E-2,9.962981873E0,9.963995205E0
4.217758583E0,-1.207987976E-1,8.173004150E-2,9.973909149E0,9.974975482E0
4.227675583E0,-1.187031555E-1,7.619155884E-2,9.958042145E0,9.959041066E0
4.237592583E0,-1.209484863E-1,9.011260986E-2,9.955198059E0,9.956340553E0
4.247509583E0,-1.043330383E-1,8.187973022E-2,9.954898682E0,9.955782111E0
4.257426583E0,-1.076261902E-1,9.145980835E-2,9.961335297E0,9.962336532E0
4.267343583E0,-1.197509766E-1,8.936416626E-2,9.969418488E0,9.970538162E0
4.277260583E0,-1.182540894E-1,7.738906860E-2,9.968071289E0,9.969073092E0
4.287177583E0,-1.173559570E-1,7.918533325E-2,9.972711639E0,9.973716468E0
4.297094583E0,-1.178050232E-1,8.442443848E-2,9.964778137E0,9.965832069E0
4.307011583E0,-1.169068909E-1,8.577163696E-2,9.948911133E0,9.949967674E0
4.316928583E0,-1.176553345E-1,8.262817383E-2,9.963580627E0,9.964617861E0
4.326845583E0,-1.185534668E-1,8.816665649E-2,9.969867554E0,9.970962206E0
4.336762583E0,-1.097218323E-1,9.205856323E-2,9.963430939E0,9.964460333E0
4.346679583E0,-1.146615601E-1,8.068222046E-2,9.961335297E0,9.962321907E0
4.356596583E0,-1.184037781E-1,8.502319336E-2,9.961634674E0,9.962701129E0
4.366513583E0,-1.133143616E-1,7.544311523E-2,9.964478760E0,9.965408610E0
4.376430583E0,-1.050814819E-1,8.367599487E-2,9.959239655E0,9.960145495E0
4.386346583E0,-1.115180969E-1,8.307723999E-2,9.973160706E0,9.974130166E0
4.396263583E0,-1.140628052E-1,8.487350464E-2,9.961185608E0,9.962200186E0
4.406180583E0,-1.206491089E-1,7.798782349E-2,9.953850861E0,9.954887506E0
4.416097583E0,-1.173559570E-1,8.876541138E-2,9.966125336E0,9.967211542E0
4.426014583E0,-1.064286804E-1,8.427474976E-2,9.965975647E0,9.966900215E0
4.435931583E0,-1.109193420E-1,8.008346558E-2,9.975106659E0,9.976044773E0
4.445848583E0,-1.098715210E-1,8.367599487E-2,9.963880005E0,9.964837087E0
4.455765583E0,-1.139131165E-1,8.367599487E-2,9.958341522E0,9.959344544E0
4.465682583E0,-1.133143616E-1,8.023315430E-2,9.954599304E0,9.955567528E0
4.475599583E0,-1.155596924E-1,9.175918579E-2,9.955796814E0,9.956890277E0
4.485516583E0,-1.185534668E-1,8.936416626E-2,9.958341522E0,9.959448115E0
4.495433583E0,-1.160087585E-1,7.813751221E-2,9.968220978E0,9.969202223E0
4.505350583E0,-1.055305481E-1,8.652008057E-2,9.970166931E0,9.971100795E0
4.515267583E0,-1.133143616E-1,8.292755127E-2,9.968819733E0,9.969808623E0
4.525184583E0,-1.140628052E-1,8.173004150E-2,9.956694946E0,9.957683685E0
4.535101583E0,-1.128652954E-1,8.547225952E-2,9.964329071E0,9.965334812E0
4.545018583E0,-1.127156067E-1,8.382568359E-2,9.965227203E0,9.966217174E0
4.554935583E0,-1.089733887E-1,7.738906860E-2,9.965975647E0,9.966871870E0
4.564852583E0,-1.116677856E-1,7.589218140E-2,9.979447632E0,9.980360933E0
4.574769583E0,-1.188528442E-1,8.217910767E-2,9.960736542E0,9.961784572E0
4.584686583E0,-1.070274353E-1,8.622070312E-2,9.961784363E0,9.962732385E0
4.594603583E0,-1.097218323E-1,7.933502197E-2,9.964179382E0,9.965099281E0
4.604520583E0,-1.092727661E-1,7.604187012E-2,9.966873779E0,9.967762830E0
4.614437583E0,-1.091230774E-1,8.502319336E-2,9.966724091E0,9.967684078E0
4.624354583E0,-1.167572021E-1,8.412506104E-2,9.961484985E0,9.962524398E0
4.634271583E0,-1.237925720E-1,8.232879639E-2,9.961934052E0,9.963043344E0
4.644188583E0,-1.197509766E-1,8.607101440E-2,9.966873779E0,9.967964760E0
4.654105583E0,-1.131646729E-1,8.487350464E-2,9.968520355E0,9.969523952E0
4.664022583E0,-1.130149841E-1,8.622070312E-2,9.955198059E0,9.956212874E0
4.673939583E0,-1.148112488E-1,8.173004150E-2,9.969119110E0,9.970115208E0
4.683856583E0,-1.175056458E-1,7.843688965E-2,9.971514130E0,9.972514927E0
4.693773583E0,-1.107696533E-1,7.813751221E-2,9.962083740E0,9.963005964E0
4.703690583E0,-1.164578247E-1,8.607101440E-2,9.965227203E0,9.966279339E0
4.713607583E0,-1.122665405E-1,7.843688965E-2,9.961934052E0,9.962875397E0
4.723524583E0,-1.152603149E-1,8.277786255E-2,9.961035919E0,9.962046662E0
4.733440583E0,-1.139131165E-1,8.472381592E-2,9.955497437E0,9.956509606E0
4.743357583E0,-1.158590698E-1,7.619155884E-2,9.970615997E0,9.971580208E0
4.753274583E0,-1.092727661E-1,8.068222046E-2,9.973460083E0,9.974385003E0
4.763191583E0,-1.070274353E-1,8.143066406E-2,9.966424713E0,9.967332009E0
4.773108583E0,-1.131646729E-1,8.277786255E-2,9.963580627E0,9.964567092E0
4.783025583E0,-1.148112488E-1,8.232879639E-2,9.965526581E0,9.966527965E0
4.792942583E0,-1.184037781E-1,8.861572266E-2,9.960886230E0,9.961984074E0
4.802859583E0,-1.234931946E-1,8.756790161E-2,9.964927826E0,9.966077728E0
4.812776583E0,-1.100212097E-1,8.337661743E-2,9.960736542E0,9.961693068E0
4.822693583E0,-1.103205872E-1,8.502319336E-2,9.957892456E0,9.958866489E0
4.832610583E0,-1.053808594E-1,8.038284302E-2,9.971214752E0,9.972095575E0
4.842527583E0,-1.113684082E-1,7.559280396E-2,9.965376892E0,9.966285858E0
4.852444583E0,-1.187031555E-1,8.786727905E-2,9.971065063E0,9.972158723E0
4.862361583E0,-1.103205872E-1,8.068222046E-2,9.961035919E0,9.961973541E0
4.872278583E0,-1.182540894E-1,7.708969116E-2,9.959838409E0,9.960838719E0
4.882195583E0,-1.175056458E-1,8.008346558E-2,9.962682495E0,9.963697277E0
4.892112583E0,-1.142124939E-1,8.577163696E-2,9.965975647E0,9.966999140E0
4.902029583E0,-1.073268127E-1,9.086105347E-2,9.974956970E0,9.975948142E0
4.911946583E0,-1.136137390E-1,8.217910767E-2,9.959838409E0,9.960825399E0
4.921863583E0,-1.187031555E-1,7.933502197E-2,9.959688721E0,9.960712018E0
4.931780583E0,-1.185534668E-1,7.918533325E-2,9.959688721E0,9.960709044E0
4.941697583E0,-1.139131165E-1,8.352630615E-2,9.961035919E0,9.962037413E0
4.951614583E0,-1.101708984E-1,8.666976929E-2,9.963430939E0,9.964416960E0
4.961531583E0,-1.113684082E-1,8.846603394E-2,9.976154480E0,9.977168304E0
4.971448583E0,-1.106199646E-1,8.487350464E-2,9.972112885E0,9.973087570E0
4.981365583E0,-1.086740112E-1,8.457412720E-2,9.961185608E0,9.962137398E0
4.991282583E0,-1.133143616E-1,8.173004150E-2,9.965676270E0,9.966655580E0
5.001199583E0,-1.124162292E-1,8.592132568E-2,9.961185608E0,9.962190452E0
5.011116583E0,-1.154100037E-1,8.726852417E-2,9.961335297E0,9.962386067E0
5.021033583E0,-1.182540894E-1,8.158035278E-2,9.957742767E0,9.958779062E0
5.030950583E0,-1.199006653E-1,9.145980835E-2,9.960437164E0,9.961578669E0
5.040867583E0,-1.155596924E-1,8.891510010E-2,9.958940277E0,9.960007599E0
5.050784583E0,-1.100212097E-1,8.053253174E-2,9.955347748E0,9.956281381E0
5.060701583E0,-1.038839722E-1,7.574249268E-2,9.964179382E0,9.965008759E0
5.070618583E0,-1.145118713E-1,7.753875732E-2,9.966873779E0,9.967833173E0
5.080535583E0,-1.103205872E-1,7.469467163E-2,9.965526581E0,9.966417107E0
5.090452583E0,-1.154100037E-1,7.948471069E-2,9.955198059E0,9.956184293E0
5.100369417E0,-1.130149841E-1,8.457412720E-2,9.965825958E0,9.966825583E0
5.110286417E0,-1.089733887E-1,8.502319336E-2,9.953551483E0,9.954511102E0
5.120203417E0,-1.136137390E-1,7.873626709E-2,9.959089966E0,9.960049218E0
5.130119417E0,-1.194515991E-1,7.843688965E-2,9.966724091E0,9.967748498E0
5.140036417E0,-1.196012878E-1,8.547225952E-2,9.966873779E0,9.967957810E0
5.149953417E0,-1.074765015E-1,8.412506104E-2,9.967023468E0,9.967957917E0
5.159870417E0,-1.076261902E-1,8.726852417E-2,9.969418488E0,9.970381345E0
5.169787417E0,-1.112187195E-1,8.232879639E-2,9.959838409E0,9.960799605E0
5.179704417E0,-1.243913269E-1,7.978408813E-2,9.963580627E0,9.964676494E0
5.189621417E0,-1.149609375E-1,8.906478882E-2,9.960736542E0,9.961798081E0
5.199538417E0,-1.091230774E-1,8.202941895E-2,9.955198059E0,9.956134042E0
5.209455417E0,-1.113684082E-1,7.379653931E-2,9.963430939E0,9.964326617E0
5.219372417E0,-1.130149841E-1,8.367599487E-2,9.964927826E0,9.965919959E0
5.229289417E0,-1.128652954E-1,8.232879639E-2,9.959089966E0,9.960069756E0
5.239206417E0,-1.142124939E-1,8.322692871E-2,9.969268799E0,9.970270387E0
5.249123417E0,-1.194515991E-1,7.948471069E-2,9.967472534E0,9.968505165E0
5.259040417E0,-1.149609375E-1,8.202941895E-2,9.964329071E0,9.965329833E0
5.268957417E0,-1.160087585E-1,7.768844604E-2,9.970765686E0,9.971743172E0
5.278874417E0,-1.179547119E-1,7.933502197E-2,9.962682495E0,9.963696596E0
5.288791417E0,-1.077758789E-1,9.445358276E-2,9.967622223E0,9.968652361E0
5.298708417E0,-1.104702759E-1,8.113128662E-2,9.961035919E0,9.961978847E0
5.308625417E0,-1.026864624E-1,8.816665649E-2,9.973609772E0,9.974528046E0
5.318542417E0,-1.101708984E-1,8.666976929E-2,9.970017242E0,9.971002612E0
5.328459417E0,-1.142124939E-1,8.681945801E-2,9.966275024E0,9.967307559E0
5.338376417E0,-1.127156067E-1,8.382568359E-2,9.959688721E0,9.960679242E0
5.348293417E0,-1.164578247E-1,8.098159790E-2,9.957144012E0,9.958154313E0
5.358210417E0,-1.199006653E-1,8.232879639E-2,9.960437164E0,9.961499019E0
5.368127417E0,-1.061293030E-1,9.295669556E-2,9.969119110E0,9.970117362E0
5.378044417E0,-1.110690308E-1,9.325607300E-2,9.966574402E0,9.967629524E0
5.387961417E0,-1.178050232E-1,7.858657837E-2,9.963880005E0,9.964886283E0
5.397878417E0,-1.073268127E-1,8.292755127E-2,9.962981873E0,9.963905049E0
5.407795417E0,-1.089733887E-1,8.816665649E-2,9.964628448E0,9.965614315E0
5.417712417E0,-1.070274353E-1,8.547225952E-2,9.961484985E0,9.962426587E0
5.427629417E0,-1.187031555E-1,8.277786255E-2,9.955946503E0,9.956998211E0
5.437546417E0,-1.193019104E-1,8.217910767E-2,9.960736542E0,9.961789940E0
5.447463417E0,-1.103205872E-1,8.232879639E-2,9.957892456E0,9.958843850E0
5.457380417E0,-1.152603149E-1,8.996292114E-2,9.961934052E0,9.963006992E0
5.467297417E0,-1.112187195E-1,8.277786255E-2,9.972861328E0,9.973824986E0
5.477214417E0,-1.179547119E-1,7.873626709E-2,9.964778137E0,9.965787276E0
5.487131417E0,-1.080752563E-1,7.738906860E-2,9.961185608E0,9.962072477E0
5.497048417E0,-1.044827271E-1,8.637039185E-2,9.969717865E0,9.970639437E0
5.506965417E0,-1.115180969E-1,8.547225952E-2,9.965975647E0,9.966966057E0
5.516882417E0,-1.124162292E-1,8.412506104E-2,9.976304169E0,9.977292183E0
5.526799417E0,-1.127156067E-1,7.379653931E-2,9.960886230E0,9.961797289E0
5.536716417E0,-1.170565796E-1,7.649093628E-2,9.967921600E0,9.968902354E0
5.546633417E0,-1.163081360E-1,7.948471069E-2,9.972561951E0,9.973556901E0
5.556550417E0,-1.116677856E-1,8.532257080E-2,9.963131561E0,9.964122648E0
5.566467417E0,-1.133143616E-1,8.966354370E-2,9.961484985E0,9.962532951E0
5.576383417E0,-1.137634277E-1,8.038284302E-2,9.966424713E0,9.967398110E0
5.586300417E0,-1.067280579E-1,8.173004150E-2,9.967622223E0,9.968528651E0
5.596217417E0,-1.127156067E-1,8.996292114E-2,9.970316620E0,9.971359568E0
5.606134417E0,-1.160087585E-1,8.202941895E-2,9.978699188E0,9.979710634E0
5.616051417E0,-1.125659180E-1,7.993377686E-2,9.969568176E0,9.970524064E0
5.625968417E0,-1.127156067E-1,7.574249268E-2,9.966724091E0,9.967649213E0
5.635885417E0,-1.109193420E-1,8.277786255E-2,9.971065063E0,9.972025560E0
5.645802417E0,-1.116677856E-1,8.936416626E-2,9.968670044E0,9.969695988E0
5.655719417E0,-1.131646729E-1,8.382568359E-2,9.971663818E0,9.972658236E0
5.665636417E0,-1.164578247E-1,8.217910767E-2,9.966424713E0,9.967443875E0
5.675553417E0,-1.158590698E-1,9.041198730E-2,9.959239655E0,9.960323898E0
5.685470417E0,-1.104702759E-1,8.457412720E-2,9.967173157E0,9.968144120E0
5.695387417E0,-1.193019104E-1,8.816665649E-2,9.959389343E0,9.960494084E0
5.705304417E0,-1.079255676E-1,9.011260986E-2,9.971214752E0,9.972205967E0
5.715221417E0,-1.112187195E-1,7.753875732E-2,9.969268799E0,9.970190683E0
5.725138417E0,-1.131646729E-1,7.918533325E-2,9.960586853E0,9.961544409E0
5.735055417E0,-1.197509766E-1,8.427474976E-2,9.956245880E0,9.957322660E0
5.744972417E0,-1.140628052E-1,8.861572266E-2,9.967921600E0,9.968968056E0
5.754889417E0,-1.154100037E-1,8.352630615E-2,9.964927826E0,9.965946151E0
5.764806417E0,-1.104702759E-1,8.143066406E-2,9.970915375E0,9.971859809E0
5.774723417E0,-1.100212097E-1,8.681945801E-2,9.967771912E0,9.968757153E0
5.784640417E0,-1.118174744E-1,8.801696777E-2,9.973160706E0,9.974175885E0
5.794557417E0,-1.125659180E-1,8.068222046E-2,9.971364441E0,9.972326184E0
5.804474417E0,-1.161584473E-1,8.592132568E-2,9.973609772E0,9.974656242E0
5.814391417E0,-1.173559570E-1,8.487350464E-2,9.957742767E0,9.958795959E0
5.824308417E0,-1.131646729E-1,8.876541138E-2,9.976753235E0,9.977789868E0
5.834225417E0,-1.110690308E-1,7.768844604E-2,9.969268799E0,9.970190179E0
5.844142417E0,-1.110690308E-1,7.664062500E-2,9.966125336E0,9.967038894E0
5.854059417E0,-1.145118713E-1,8.771759033E-2,9.960886230E0,9.961930628E0
5.863976417E0,-1.202000427E-1,8.622070312E-2,9.964478760E0,9.965576703E0
5.873893417E0,-1.237925720E-1,7.783813477E-2,9.955647125E0,9.956720999E0
5.883810417E0,-1.152603149E-1,7.634124756E-2,9.969717865E0,9.970676368E0
5.893727417E0,-1.101708984E-1,7.723937988E-2,9.963880005E0,9.964788422E0
5.903644417E0,-1.139131165E-1,6.960525513E-2,9.965825958E0,9.966720028E0
5.913561417E0,-1.110690308E-1,7.664062500E-2,9.965227203E0,9.966140844E0
5.923478417E0,-1.204994202E-1,8.996292114E-2,9.968819733E0,9.969953877E0
5.933395417E0,-1.242416382E-1,8.517288208E-2,9.968370667E0,9.969508722E0
5.943312417E0,-1.164578247E-1,9.175918579E-2,9.968220978E0,9.969323529E0
5.953229417E0,-1.130149841E-1,8.517288208E-2,9.978100433E0,9.979103921E0
5.963146417E0,-1.166075134E-1,8.053253174E-2,9.965376892E0,9.966384470E0
5.973063417E0,-1.109193420E-1,8.816665649E-2,9.961634674E0,9.962642312E0
5.982980417E0,-1.085243225E-1,8.741821289E-2,9.972561951E0,9.973535548E0
5.992897417E0,-1.128652954E-1,8.053253174E-2,9.969717865E0,9.970681941E0
6.002814417E0,-1.152603149E-1,8.861572266E-2,9.969867554E0,9.970927576E0
6.012731417E0,-1.230441284E-1,8.053253174E-2,9.969867554E0,9.970952030E0
6.022648417E0,-1.181044006E-1,7.798782349E-2,9.955946503E0,9.956952421E0
6.032565417E0,-1.148112488E-1,8.352630615E-2,9.959688721E0,9.960700662E0
6.042482417E0,-1.197509766E-1,7.873626709E-2,9.963430939E0,9.964461640E0
6.052399417E0,-1.134640503E-1,8.637039185E-2,9.967921600E0,9.968941517E0
6.062316417E0,-1.052311707E-1,8.756790161E-2,9.964927826E0,9.965868167E0
6.072233417E0,-1.080752563E-1,8.786727905E-2,9.969268799E0,9.970241788E0
6.082150417E0,-1.128652954E-1,7.619155884E-2,9.968220978E0,9.969151077E0
6.092067417E0,-1.179547119E-1,8.158035278E-2,9.969268799E0,9.970300349E0
6.101984458E0,-1.203497314E-1,8.891510010E-2,9.967472534E0,9.968595622E0
6.111901458E0,-1.137634277E-1,8.562194824E-2,9.962383118E0,9.963400555E0
6.121818458E0,-1.110690308E-1,7.738906860E-2,9.965975647E0,9.966895003E0
6.131735458E0,-1.188528442E-1,7.499404907E-2,9.966424713E0,9.967415496E0
6.141651458E0,-1.133143616E-1,8.741821289E-2,9.959988098E0,9.961016264E0
6.151568458E0,-1.109193420E-1,8.786727905E-2,9.976154480E0,9.977158011E0
6.161485458E0,-1.094224548E-1,8.262817383E-2,9.963580627E0,9.964524053E0
6.171402458E0,-1.143621826E-1,8.337661743E-2,9.961185608E0,9.962190978E0
6.181319458E0,-1.225950623E-1,8.113128662E-2,9.972711639E0,9.973795129E0
6.191236458E0,-1.178050232E-1,9.160949707E-2,9.965077515E0,9.966194870E0
6.201153458E0,-1.157093811E-1,7.918533325E-2,9.968670044E0,9.969656033E0
6.211070458E0,-1.074765015E-1,8.247848511E-2,9.962083740E0,9.963004885E0
6.220987458E0,-1.193019104E-1,9.175918579E-2,9.955946503E0,9.957084084E0
6.230904458E0,-1.088237000E-1,8.202941895E-2,9.964778137E0,9.965709947E0
6.240821458E0,-1.164578247E-1,7.903564453E-2,9.973759460E0,9.974752470E0
6.250738458E0,-1.128652954E-1,8.936416626E-2,9.963580627E0,9.964620587E0
6.260655458E0,-1.172062683E-1,8.128097534E-2,9.973759460E0,9.974779280E0
6.270572458E0,-1.094224548E-1,8.741821289E-2,9.957443390E0,9.958428294E0
6.280489458E0,-1.176553345E-1,8.143066406E-2,9.961934052E0,9.962961597E0
6.290406458E0,-1.228944397E-1,8.367599487E-2,9.960886230E0,9.961995744E0
6.300323458E0,-1.136137390E-1,8.442443848E-2,9.967622223E0,9.968627205E0
