"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.144658000E0,-2.366578674E-1,4.802014160E-1,9.932445374E0,9.946862392E0
3.154576000E0,-2.659968567E-1,4.836442566E-1,9.952803040E0,9.968096831E0
3.164493000E0,-2.570155334E-1,4.885839844E-1,9.950557709E0,9.965860224E0
3.174411000E0,-2.266287231E-1,4.818479919E-1,9.939181366E0,9.953434799E0
3.184328000E0,-2.384541321E-1,4.691244507E-1,9.945767670E0,9.959680349E0
3.194245000E0,-2.401007080E-1,4.803511047E-1,9.970765686E0,9.985216768E0
3.204163000E0,-2.258802795E-1,4.824467468E-1,9.959838409E0,9.974074288E0
3.214080000E0,-2.360591125E-1,4.854405212E-1,9.940678253E0,9.955323226E0
3.223998000E0,-2.529739380E-1,4.785548401E-1,9.960437164E0,9.975135039E0
3.233915000E0,-2.351609802E-1,4.734654236E-1,9.965227203E0,9.979239621E0
3.243833000E0,-2.296224976E-1,4.758604431E-1,9.957293701E0,9.971302197E0
3.253750000E0,-2.359094238E-1,4.674778748E-1,9.965376892E0,9.979124482E0
3.263667000E0,-2.537223816E-1,4.688250732E-1,9.961634674E0,9.975887799E0
3.273585000E0,-2.612068176E-1,4.767585754E-1,9.960137787E0,9.974962279E0
3.283502000E0,-2.441423035E-1,4.796026611E-1,9.952204285E0,9.966744418E0
3.293420000E0,-2.469863892E-1,4.803511047E-1,9.946665802E0,9.961320195E0
3.303337000E0,-2.412982178E-1,4.689747620E-1,9.956545258E0,9.970504281E0
3.313255000E0,-2.505789185E-1,4.670288086E-1,9.969418488E0,9.983496917E0
3.323172000E0,-2.495310974E-1,4.728666687E-1,9.958042145E0,9.972385472E0
3.333090000E0,-2.444416809E-1,4.670288086E-1,9.975555725E0,9.989473443E0
3.343007000E0,-2.371069336E-1,4.782554626E-1,9.958640900E0,9.972937208E0
3.352924000E0,-2.525248718E-1,4.802014160E-1,9.958491211E0,9.973259718E0
3.362842000E0,-2.622546387E-1,4.740641785E-1,9.967771912E0,9.982484221E0
3.372759000E0,-2.555186462E-1,4.730163574E-1,9.967023468E0,9.981512464E0
3.382677000E0,-2.618055725E-1,4.715194702E-1,9.948911133E0,9.963518731E0
3.392594000E0,-2.378553772E-1,4.671784973E-1,9.951006775E0,9.964806409E0
3.402511750E0,-2.338137817E-1,4.667294312E-1,9.964628448E0,9.978292708E0
3.412428750E0,-2.314187622E-1,4.643344116E-1,9.968819733E0,9.982310752E0
3.422345750E0,-2.251318359E-1,4.664300537E-1,9.951904907E0,9.965372678E0
3.432263750E0,-2.462379456E-1,4.766088867E-1,9.918823700E0,9.933320328E0
3.442180750E0,-2.142045593E-1,4.433779907E-1,9.991572418E0,1.000369867E1
3.452098750E0,-1.936972046E-1,4.442761230E-1,9.969418488E0,9.981192557E0
3.462015750E0,-1.998344421E-1,4.610412598E-1,9.920919342E0,9.933636466E0
3.471933750E0,-1.932481384E-1,4.544549561E-1,9.961634674E0,9.973867832E0
3.481850750E0,-2.028282166E-1,4.480183411E-1,9.971065063E0,9.983185775E0
3.491768750E0,-2.029779053E-1,4.552033997E-1,9.936636658E0,9.949128516E0
3.501685750E0,-1.854643250E-1,4.520599365E-1,9.958940277E0,9.970920050E0
3.511602750E0,-1.646575928E-1,5.548960876E-1,9.984237671E0,1.000100113E1
3.521520750E0,-2.281256104E-1,5.417234802E-1,9.946067047E0,9.963420865E0
3.531437750E0,-2.245330811E-1,4.299060059E-1,9.928403778E0,9.940243249E0
3.541355750E0,-1.685494995E-1,3.350033569E-1,9.968819733E0,9.975871042E0
3.551272750E0,-1.969903564E-1,3.673361206E-1,9.968071289E0,9.976782360E0
3.561190750E0,-1.685494995E-1,4.519102478E-1,9.969717865E0,9.981377967E0
3.571107750E0,-1.824705505E-1,4.345463562E-1,9.957144012E0,9.968291876E0
3.581025750E0,-1.859133911E-1,4.366419983E-1,9.959838409E0,9.971138409E0
3.590942750E0,-1.868115234E-1,4.429289246E-1,9.951306152E0,9.962910153E0
3.600860750E0,-1.889071655E-1,4.523593140E-1,9.949659576E0,9.961728793E0
3.610777750E0,-1.818717957E-1,4.552033997E-1,9.956545258E0,9.968604765E0
3.620694750E0,-1.782792664E-1,4.415817261E-1,9.945917358E0,9.957311385E0
3.630612750E0,-1.956431580E-1,4.439767456E-1,9.955198059E0,9.967013594E0
3.640529750E0,-1.817221069E-1,4.421804810E-1,9.969119110E0,9.980575251E0
3.650447750E0,-1.844165039E-1,4.475692749E-1,9.958341522E0,9.970099978E0
3.660364750E0,-1.920506287E-1,4.541555786E-1,9.953551483E0,9.965757767E0
3.670282750E0,-1.895059204E-1,4.496649170E-1,9.960287476E0,9.972233332E0
3.680199750E0,-1.802252197E-1,4.463717651E-1,9.963880005E0,9.975501673E0
3.690117750E0,-1.811233521E-1,4.417314148E-1,9.960137787E0,9.971573449E0
3.700034750E0,-1.821711731E-1,4.501139832E-1,9.959988098E0,9.971817881E0
3.709952750E0,-1.911524963E-1,4.547543335E-1,9.951904907E0,9.964123246E0
3.719869750E0,-1.953437805E-1,4.504133606E-1,9.949659576E0,9.961764757E0
3.729786750E0,-1.884580994E-1,4.489164734E-1,9.958341522E0,9.970236122E0
3.739704750E0,-1.904040527E-1,4.474195862E-1,9.964179382E0,9.976036726E0
3.749621750E0,-1.989363098E-1,4.505630493E-1,9.963880005E0,9.976045683E0
3.759539750E0,-1.930984497E-1,4.492158508E-1,9.962832184E0,9.974823658E0
3.769456750E0,-1.975891113E-1,4.367916870E-1,9.961934052E0,9.973462713E0
3.779374750E0,-1.975891113E-1,4.408332825E-1,9.961784363E0,9.973491020E0
3.789291750E0,-1.975891113E-1,4.387376404E-1,9.968520355E0,9.980126765E0
3.799209750E0,-2.035766602E-1,4.385879517E-1,9.972262573E0,9.983978349E0
3.809126750E0,-2.037263489E-1,4.454736328E-1,9.972262573E0,9.984286255E0
3.819043750E0,-2.035766602E-1,4.502636719E-1,9.971813507E0,9.984049552E0
3.828961750E0,-2.005828857E-1,4.516108704E-1,9.966574402E0,9.978817123E0
3.838878750E0,-2.139051819E-1,4.471202087E-1,9.973011017E0,9.985320258E0
3.848796750E0,-2.082170105E-1,4.457730103E-1,9.981094208E0,9.993213171E0
3.858713750E0,-2.127076721E-1,4.477189636E-1,9.968071289E0,9.980387871E0
3.868631750E0,-2.324665833E-1,4.614903259E-1,9.967023468E0,9.980409353E0
3.878548750E0,-2.435435486E-1,4.493655396E-1,9.982142029E0,9.995218974E0
3.888466750E0,-2.239343262E-1,4.520599365E-1,9.965227203E0,9.977988674E0
3.898383750E0,-2.327659607E-1,4.604425049E-1,9.956395569E0,9.969754261E0
3.908301750E0,-2.115101624E-1,4.562512207E-1,9.973160706E0,9.985831772E0
3.918218750E0,-2.121089172E-1,4.736151123E-1,9.940977631E0,9.954513435E0
3.928136750E0,-1.791773987E-1,4.507127380E-1,9.934391327E0,9.946224286E0
3.938053750E0,-1.718426514E-1,4.369413757E-1,9.962532806E0,9.973590506E0
3.947971750E0,-1.862127686E-1,4.507127380E-1,9.927056580E0,9.939027593E0
3.957888750E0,-1.692979431E-1,4.544549561E-1,9.940229187E0,9.952052421E0
3.967805750E0,-1.757345581E-1,4.505630493E-1,9.934091949E0,9.945857055E0
3.977723750E0,-1.945953369E-1,4.581971741E-1,9.939480743E0,9.951938979E0
3.987640750E0,-2.059716797E-1,4.622387695E-1,9.954748993E0,9.967603349E0
3.997558750E0,-2.148033142E-1,4.712200928E-1,9.958191833E0,9.971648481E0
4.007475750E0,-2.110610962E-1,4.635859680E-1,9.957293701E0,9.970313766E0
4.017393750E0,-2.236349487E-1,4.670288086E-1,9.970466309E0,9.983903390E0
4.027310750E0,-2.345622253E-1,4.761598206E-1,9.956395569E0,9.970534606E0
4.037228750E0,-2.326162720E-1,4.764591980E-1,9.955497437E0,9.969606457E0
4.047145750E0,-2.540217590E-1,4.694238281E-1,9.958491211E0,9.972784615E0
4.057063750E0,-2.351609802E-1,4.668791199E-1,9.961634674E0,9.975341707E0
4.066980750E0,-2.261796570E-1,4.689747620E-1,9.954000549E0,9.967608615E0
4.076898750E0,-2.311193848E-1,4.652325439E-1,9.977651367E0,9.991165312E0
4.086815750E0,-2.329156494E-1,4.793032837E-1,9.977351990E0,9.991573153E0
4.096733750E0,-2.210902405E-1,4.625381470E-1,9.960886230E0,9.974070229E0
4.106650750E0,-2.300715637E-1,4.608915710E-1,9.952803040E0,9.966124739E0
4.116568750E0,-2.203417969E-1,4.617897034E-1,9.968071289E0,9.981194591E0
4.126485750E0,-2.176473999E-1,4.602928162E-1,9.961634674E0,9.974638101E0
4.136402750E0,-2.360591125E-1,4.688250732E-1,9.976004791E0,9.989804425E0
4.146320750E0,-2.142045593E-1,4.647834778E-1,9.960287476E0,9.973426386E0
4.156237750E0,-2.085163879E-1,4.635859680E-1,9.954449615E0,9.967419836E0
4.166155750E0,-2.100132751E-1,4.632865906E-1,9.962083740E0,9.975061528E0
4.176072750E0,-2.252815247E-1,4.656816101E-1,9.970316620E0,9.983727992E0
4.185990750E0,-2.662962341E-1,4.746629333E-1,9.965676270E0,9.980527145E0
4.195907750E0,-2.332150269E-1,4.626878357E-1,9.964179382E0,9.977642008E0
4.205825750E0,-2.100132751E-1,4.614903259E-1,9.946665802E0,9.959580286E0
4.215742750E0,-2.115101624E-1,4.592449951E-1,9.963580627E0,9.976401227E0
4.225660750E0,-2.148033142E-1,4.572990417E-1,9.974657593E0,9.987444967E0
4.235577750E0,-2.426454163E-1,4.635859680E-1,9.961784363E0,9.975516851E0
4.245495750E0,-2.406994629E-1,4.640350342E-1,9.973609772E0,9.987299766E0
4.255412750E0,-2.284249878E-1,4.704716492E-1,9.960437164E0,9.974158112E0
4.265330750E0,-2.279759216E-1,4.602928162E-1,9.957593079E0,9.970832584E0
4.275247750E0,-2.300715637E-1,4.587959290E-1,9.957892456E0,9.971110710E0
4.285165750E0,-2.252815247E-1,4.584965515E-1,9.959239655E0,9.972332994E0
4.295082750E0,-2.130070496E-1,4.598437500E-1,9.961634674E0,9.974517214E0
4.305000750E0,-2.043251038E-1,4.550537109E-1,9.959539032E0,9.972022882E0
4.314917750E0,-2.134561157E-1,4.649331665E-1,9.957144012E0,9.970277992E0
4.324835750E0,-2.212399292E-1,4.637356567E-1,9.954449615E0,9.967701090E0
4.334752750E0,-2.149530029E-1,4.656816101E-1,9.953850861E0,9.967056291E0
4.344670750E0,-2.067201233E-1,4.583468628E-1,9.957742767E0,9.970429082E0
4.354587750E0,-2.071691895E-1,4.559518433E-1,9.961185608E0,9.973767085E0
4.364505750E0,-2.031275940E-1,4.674778748E-1,9.954599304E0,9.967639825E0
4.374422750E0,-2.062710571E-1,4.580474854E-1,9.951904907E0,9.964575582E0
4.384340750E0,-2.151026917E-1,4.478686523E-1,9.950408020E0,9.962804588E0
4.394257750E0,-2.079176331E-1,4.617897034E-1,9.954299927E0,9.967174449E0
4.404175125E0,-2.022294617E-1,4.544549561E-1,9.968370667E0,9.980773507E0
4.414092125E0,-2.052232361E-1,4.569996643E-1,9.966724091E0,9.979306307E0
4.424010125E0,-2.233355713E-1,4.610412598E-1,9.964029694E0,9.977190264E0
4.433927125E0,-2.318678284E-1,4.646337891E-1,9.980345764E0,9.993845547E0
4.443845125E0,-2.110610962E-1,4.584965515E-1,9.975106659E0,9.987868578E0
4.453762125E0,-2.174977112E-1,4.638853455E-1,9.944121094E0,9.957310842E0
4.463679125E0,-2.285746765E-1,4.682263184E-1,9.975855103E0,9.989452803E0
4.473597125E0,-2.303709412E-1,4.596940613E-1,9.973909149E0,9.987154405E0
4.483514125E0,-2.260299683E-1,4.613406372E-1,9.952803040E0,9.966053034E0
4.493432125E0,-2.345622253E-1,4.568499756E-1,9.966125336E0,9.979347952E0
4.503349125E0,-2.249821472E-1,4.635859680E-1,9.965227203E0,9.978541082E0
4.513267125E0,-2.195933533E-1,4.679269409E-1,9.959838409E0,9.973242101E0
4.523184125E0,-2.234852600E-1,4.656816101E-1,9.964179382E0,9.977558609E0
4.533102125E0,-2.230361938E-1,4.556524658E-1,9.967322845E0,9.980224898E0
4.543019125E0,-2.243833923E-1,4.519102478E-1,9.958191833E0,9.970965619E0
4.552937125E0,-2.149530029E-1,4.487667847E-1,9.962682495E0,9.975100948E0
4.562854125E0,-2.186952209E-1,4.507127380E-1,9.959688721E0,9.972280029E0
4.572772125E0,-2.179467773E-1,4.558021545E-1,9.951156464E0,9.963973673E0
4.582689125E0,-2.163002014E-1,4.541555786E-1,9.954449615E0,9.967151560E0
4.592607125E0,-2.189945984E-1,4.567002869E-1,9.952952728E0,9.965831716E0
4.602524125E0,-2.125579834E-1,4.590953064E-1,9.960736542E0,9.973576182E0
4.612442125E0,-2.100132751E-1,4.592449951E-1,9.964029694E0,9.976818094E0
4.622359125E0,-2.140548706E-1,4.535568237E-1,9.968220978E0,9.980829762E0
4.632277125E0,-2.091151428E-1,4.523593140E-1,9.970915375E0,9.983361734E0
4.642195125E0,-2.168989563E-1,4.577481079E-1,9.965975647E0,9.978840067E0
4.652112125E0,-2.167492676E-1,4.577481079E-1,9.962233429E0,9.975099421E0
4.662029125E0,-2.149530029E-1,4.538562012E-1,9.962832184E0,9.975480709E0
4.671947125E0,-2.098635864E-1,4.531077576E-1,9.962682495E0,9.975188813E0
4.681865125E0,-2.047741699E-1,4.496649170E-1,9.966724091E0,9.978963879E0
4.691782125E0,-2.041754150E-1,4.559518433E-1,9.966724091E0,9.979236884E0
4.701700125E0,-2.061213684E-1,4.593946838E-1,9.951156464E0,9.963887015E0
4.711617125E0,-2.125579834E-1,4.561015320E-1,9.954000549E0,9.966711415E0
4.721535125E0,-2.014810181E-1,4.336482239E-1,9.966873779E0,9.978337452E0
4.731452125E0,-2.014810181E-1,4.427792358E-1,9.979447632E0,9.991297368E0
4.741370125E0,-2.171983337E-1,4.544549561E-1,9.956395569E0,9.969128204E0
4.751287125E0,-1.917512512E-1,4.424798584E-1,9.942923584E0,9.954611312E0
4.761205125E0,-2.004331970E-1,4.489164734E-1,9.970615997E0,9.982729228E0
4.771122125E0,-2.160008240E-1,4.490661621E-1,9.979597321E0,9.992030797E0
4.781040125E0,-2.029779053E-1,4.513114929E-1,9.956545258E0,9.968835216E0
4.790957125E0,-1.963916016E-1,4.429289246E-1,9.965227203E0,9.976998993E0
4.800875125E0,-2.095642090E-1,4.457730103E-1,9.977052612E0,9.989204651E0
4.810792125E0,-2.023791504E-1,4.439767456E-1,9.968220978E0,9.980155416E0
4.820710125E0,-2.052232361E-1,4.457730103E-1,9.959089966E0,9.971173607E0
4.830627125E0,-2.203417969E-1,4.495152283E-1,9.974208527E0,9.986763749E0
4.840545125E0,-2.142045593E-1,4.505630493E-1,9.972861328E0,9.985331929E0
4.850462125E0,-1.981878662E-1,4.427792358E-1,9.948162689E0,9.959983573E0
4.860380125E0,-1.945953369E-1,4.387376404E-1,9.951306152E0,9.962873692E0
4.870297125E0,-1.989363098E-1,4.372407532E-1,9.967622223E0,9.979190744E0
4.880215125E0,-1.972897339E-1,4.508624268E-1,9.968670044E0,9.980810719E0
4.890132125E0,-2.010319519E-1,4.466711426E-1,9.961185608E0,9.973221529E0
4.900050125E0,-1.911524963E-1,4.448748779E-1,9.964628448E0,9.976385771E0
4.909967125E0,-1.947450256E-1,4.457730103E-1,9.958640900E0,9.970514920E0
4.919885125E0,-1.850152588E-1,4.412823486E-1,9.963131561E0,9.974615344E0
4.929802125E0,-1.875599670E-1,4.405339050E-1,9.967472534E0,9.978965757E0
4.939720125E0,-1.969903564E-1,4.486170959E-1,9.960137787E0,9.972181669E0
4.949637125E0,-1.951940918E-1,4.379891968E-1,9.967023468E0,9.978551602E0
4.959555125E0,-1.919009399E-1,4.508624268E-1,9.969867554E0,9.981901719E0
4.969472125E0,-1.919009399E-1,4.448748779E-1,9.956994324E0,9.968775030E0
4.979390125E0,-1.993853760E-1,4.391867065E-1,9.967322845E0,9.978986131E0
4.989307125E0,-1.901046753E-1,4.330494690E-1,9.959539032E0,9.970761724E0
4.999225125E0,-1.791773987E-1,4.328997803E-1,9.955048370E0,9.966067169E0
5.009142125E0,-1.913021851E-1,4.321513367E-1,9.966574402E0,9.977773129E0
5.019060125E0,-1.911524963E-1,4.387376404E-1,9.962532806E0,9.974020750E0
5.028978125E0,-1.948947144E-1,4.815486145E-1,9.791887665E0,9.805658420E0
5.038895125E0,-9.235794067E-2,3.790118408E-1,1.008078690E1,1.008833209E1
5.048813125E0,-2.966830444E-1,4.453239441E-1,1.019859192E1,1.021262020E1
5.058730125E0,-2.426454163E-1,5.081932068E-1,9.673932953E0,9.690310414E0
5.068648125E0,-9.041198730E-2,3.855981445E-1,1.004890320E1,1.005670501E1
5.078565125E0,-3.110531616E-1,4.622387695E-1,1.009874954E1,1.011410703E1
5.088483125E0,-1.737886047E-1,4.334985352E-1,9.883497162E0,9.894525739E0
5.098400125E0,-2.047741699E-1,4.492158508E-1,9.950707397E0,9.962946605E0
5.108318125E0,-2.261796570E-1,4.388873291E-1,1.004605911E1,1.005818488E1
5.118235125E0,-2.195933533E-1,4.457730103E-1,9.929900665E0,9.942326792E0
5.128153125E0,-1.935475159E-1,4.375401306E-1,9.932445374E0,9.943961640E0
5.138070125E0,-2.055226135E-1,4.502636719E-1,9.958940277E0,9.971232038E0
5.147988125E0,-1.850152588E-1,4.252656555E-1,9.985584869E0,9.996348669E0
5.157905125E0,-1.719923401E-1,4.272116089E-1,9.971514130E0,9.982143315E0
5.167823125E0,-1.624122620E-1,4.291575623E-1,9.942624207E0,9.953207024E0
5.177740125E0,-1.950444031E-1,4.204756165E-1,9.990973663E0,1.000171969E1
5.187658125E0,-1.916015625E-1,4.320016479E-1,9.970166931E0,9.981360890E0
5.197575125E0,-1.776805115E-1,4.355941772E-1,9.951455841E0,9.962569247E0
5.207493125E0,-1.785786438E-1,4.251159668E-1,9.969418488E0,9.980076097E0
5.217411125E0,-1.853146362E-1,4.209246826E-1,9.974058838E0,9.984656669E0
5.227328125E0,-1.785786438E-1,4.293072510E-1,9.961634674E0,9.972480154E0
5.237246125E0,-1.790277100E-1,4.337979126E-1,9.959539032E0,9.970589214E0
5.247163125E0,-1.899549866E-1,4.227209473E-1,9.972711639E0,9.983474012E0
5.257081125E0,-1.776805115E-1,4.254153442E-1,9.969568176E0,9.980222352E0
5.266998125E0,-1.848655701E-1,4.370910645E-1,9.967771912E0,9.979063120E0
5.276916125E0,-1.796264648E-1,4.309538269E-1,9.969867554E0,9.980793852E0
5.286833125E0,-1.794767761E-1,4.167333984E-1,9.967921600E0,9.978243316E0
5.296751125E0,-1.910028076E-1,4.275109863E-1,9.969268799E0,9.980258919E0
5.306668125E0,-1.785786438E-1,4.272116089E-1,9.962383118E0,9.973137795E0
5.316586125E0,-1.594184875E-1,4.095483398E-1,9.992769928E0,1.000242945E1
5.326504125E0,-1.669029236E-1,4.173321533E-1,9.990075531E0,1.000018159E1
5.336421125E0,-1.661544800E-1,4.197271729E-1,9.949659576E0,9.959894773E0
5.346339125E0,-1.709445190E-1,4.173321533E-1,9.996661835E0,1.000682947E1
5.356256125E0,-1.859133911E-1,4.234693909E-1,9.971364441E0,9.982083897E0
5.366174125E0,-1.848655701E-1,4.465214539E-1,9.934690704E0,9.946438361E0
5.376091125E0,-1.972897339E-1,4.328997803E-1,9.956844635E0,9.968203476E0
5.386009125E0,-1.923500061E-1,4.260140991E-1,9.982591095E0,9.993528481E0
5.395926125E0,-1.889071655E-1,4.342469788E-1,9.977651367E0,9.988882979E0
5.405844750E0,-1.746867371E-1,4.435276794E-1,9.777966614E0,9.789579325E0
5.415761750E0,-7.604187012E-2,4.333488464E-1,9.702373810E0,9.712344266E0
5.425679750E0,-2.625540161E-1,3.219804382E-1,1.091470276E1,1.092260694E1
5.435597750E0,-4.834945679E-1,6.168672180E-1,9.648485870E0,9.680267132E0
5.445514750E0,-7.529342651E-2,4.737648010E-1,9.362879791E0,9.375160808E0
5.455432750E0,-3.195854187E-1,4.216731262E-1,1.041653870E1,1.042996747E1
5.465349750E0,-2.501298523E-1,4.653822327E-1,9.956994324E0,9.971002032E0
5.475267750E0,-1.788780212E-1,4.504133606E-1,9.846973114E0,9.858891877E0
5.485184750E0,-3.029699707E-1,4.634362793E-1,1.003543121E1,1.005069369E1
5.495102750E0,-2.165995789E-1,4.438270569E-1,9.929601288E0,9.941875053E0
5.505019750E0,-2.568658447E-1,4.565505981E-1,9.979597321E0,9.993336840E0
5.514937750E0,-2.613565063E-1,4.463717651E-1,1.003498215E1,1.004830442E1
5.524854750E0,-2.639012146E-1,4.616400146E-1,9.935289459E0,9.949509133E0
5.534772750E0,-2.754272461E-1,4.611909485E-1,9.965825958E0,9.980292796E0
5.544690750E0,-2.677931213E-1,4.593946838E-1,9.989925842E0,1.000406792E1
5.554607750E0,-2.674937439E-1,4.626878357E-1,9.945019226E0,9.959369475E0
5.564525750E0,-2.662962341E-1,4.665797424E-1,9.966574402E0,9.981042814E0
5.574442750E0,-2.709365845E-1,4.628375244E-1,9.977202301E0,9.991606025E0
5.584360750E0,-1.568737793E-1,5.608836365E-1,1.001836670E1,1.003528132E1
5.594277750E0,1.754351807E-1,5.240602112E-1,1.017344421E1,1.018844364E1
5.604195750E0,-4.564009094E-1,4.802014160E-1,9.729916534E0,9.752444358E0
5.614113750E0,-4.370910645E-1,4.203259277E-1,9.948013000E0,9.966478071E0
5.624030750E0,-4.257147217E-1,4.102967834E-1,1.002300705E1,1.004043061E1
5.633948750E0,-4.323010254E-1,4.649331665E-1,9.901160431E0,9.921493078E0
5.643865750E0,-2.612068176E-1,4.782554626E-1,9.981842651E0,9.996706458E0
5.653783750E0,-2.947370911E-1,4.703219604E-1,9.978100433E0,9.993525952E0
5.663700750E0,-2.878514099E-1,4.632865906E-1,9.977052612E0,9.991950347E0
5.673618750E0,-2.823129272E-1,4.770579529E-1,9.960886230E0,9.976298882E0
5.683535750E0,-2.942880249E-1,4.879852295E-1,9.963131561E0,9.979415090E0
5.693453750E0,-2.877017212E-1,4.881349182E-1,9.953102417E0,9.969217407E0
5.703371750E0,-2.927911377E-1,4.825964355E-1,9.958790588E0,9.974774983E0
5.713288750E0,-2.978805542E-1,4.870870972E-1,9.963430939E0,9.979776688E0
5.723206750E0,-2.909948730E-1,4.954696655E-1,9.967472534E0,9.984021080E0
5.733123750E0,-2.983296204E-1,4.939727783E-1,9.961784363E0,9.978484723E0
5.743041750E0,-3.085084534E-1,4.947212219E-1,9.970316620E0,9.987349000E0
5.752958750E0,-3.086581421E-1,4.869374084E-1,9.965975647E0,9.982637351E0
5.762876750E0,-2.989283752E-1,4.968168640E-1,9.970765686E0,9.987610001E0
5.772794750E0,-2.998265076E-1,4.849914551E-1,9.992470551E0,1.000872521E1
5.782711750E0,-2.933898926E-1,4.947212219E-1,9.975106659E0,9.991675514E0
5.792629750E0,-3.115022278E-1,5.174739075E-1,9.912237396E0,9.930622492E0
5.802546750E0,-2.968327332E-1,5.117857361E-1,9.936936035E0,9.954533243E0
5.812464750E0,-3.252735901E-1,5.152285767E-1,9.955198059E0,9.973827339E0
5.822381750E0,-3.204835510E-1,5.105882263E-1,9.946516113E0,9.964767576E0
5.832299750E0,-3.128494263E-1,5.117857361E-1,9.938582611E0,9.956667300E0
5.842216750E0,-3.065625000E-1,5.098397827E-1,9.958491211E0,9.976245003E0
5.852134750E0,-3.171903992E-1,5.093907166E-1,9.969717865E0,9.987760658E0
5.862052750E0,-3.152444458E-1,5.090913391E-1,9.962981873E0,9.980959916E0
5.871969750E0,-3.216810608E-1,5.031037903E-1,9.961185608E0,9.979068636E0
5.881887750E0,-3.103047180E-1,5.053491211E-1,9.975855103E0,9.993465454E0
5.891804750E0,-3.113525391E-1,4.906796265E-1,9.968220978E0,9.985145786E0
5.901722750E0,-3.035687256E-1,5.029541016E-1,9.974208527E0,9.991494009E0
5.911640750E0,-3.044668579E-1,5.081932068E-1,9.972262573E0,9.989843904E0
5.921557750E0,-3.106040955E-1,5.043013000E-1,9.956844635E0,9.974444836E0
5.931475750E0,-3.112028503E-1,5.040019226E-1,9.953551483E0,9.971161030E0
5.941392750E0,-3.186872864E-1,5.057981873E-1,9.957443390E0,9.975373289E0
5.951310750E0,-3.209326172E-1,5.049000549E-1,9.951156464E0,9.969124173E0
5.961227750E0,-3.082090759E-1,5.072950745E-1,9.955796814E0,9.973476391E0
5.971145750E0,-3.118016052E-1,4.999603271E-1,9.964329071E0,9.981735040E0
5.981063750E0,-3.065625000E-1,5.146298218E-1,9.958341522E0,9.976341528E0
5.990980750E0,-3.029699707E-1,5.099894714E-1,9.954898682E0,9.972556735E0
6.000898750E0,-3.100053406E-1,5.054988098E-1,9.958940277E0,9.976578762E0
6.010815750E0,-3.129991150E-1,5.093907166E-1,9.970017242E0,9.987927271E0
6.020733750E0,-3.116519165E-1,5.191204834E-1,9.963880005E0,9.982260152E0
6.030651750E0,-3.097059631E-1,5.114863586E-1,9.945767670E0,9.963725740E0
6.040568750E0,-3.020718384E-1,4.986131287E-1,9.956545258E0,9.973597942E0
6.050486750E0,-3.083587646E-1,5.140310669E-1,9.954599304E0,9.972630564E0
6.060403750E0,-3.014730835E-1,5.111869812E-1,9.958491211E0,9.976158847E0
6.070321750E0,-3.016227722E-1,5.117857361E-1,9.955647125E0,9.973355033E0
6.080238750E0,-3.095562744E-1,5.098397827E-1,9.959089966E0,9.976935133E0
6.090156750E0,-3.098556519E-1,5.119354248E-1,9.970615997E0,9.988557041E0
6.100074750E0,-3.020718384E-1,5.062472534E-1,9.959539032E0,9.976971054E0
6.109991750E0,-2.880010986E-1,5.031037903E-1,9.965227203E0,9.982074497E0
6.119909750E0,-3.055146790E-1,5.066963196E-1,9.966574402E0,9.984121678E0
6.129826750E0,-3.026705933E-1,5.022056580E-1,9.961335297E0,9.978578100E0
6.139744750E0,-2.984793091E-1,5.022056580E-1,9.956545258E0,9.973670031E0
6.149662750E0,-2.969824219E-1,4.927752686E-1,9.955946503E0,9.972557184E0
6.159579750E0,-2.894979858E-1,4.998106384E-1,9.953102417E0,9.969847917E0
6.169497750E0,-2.956352234E-1,5.068460083E-1,9.963580627E0,9.980843250E0
6.179414750E0,-2.972817993E-1,5.041516113E-1,9.960736542E0,9.977916504E0
6.189332750E0,-2.950364685E-1,5.008584595E-1,9.965376892E0,9.982316480E0
6.199250750E0,-2.935395813E-1,4.983137512E-1,9.954898682E0,9.971684403E0
6.209167750E0,-2.893482971E-1,4.945715332E-1,9.956994324E0,9.973467772E0
6.219085750E0,-2.932402039E-1,4.887336731E-1,9.962981873E0,9.979271427E0
6.229002750E0,-2.968327332E-1,4.992118835E-1,9.971364441E0,9.988264664E0
6.238920750E0,-2.900967407E-1,4.956193542E-1,9.970316620E0,9.986841751E0
6.248837750E0,-2.800675964E-1,4.903802490E-1,9.962981873E0,9.978973817E0
6.258755750E0,-2.814147949E-1,4.957690430E-1,9.957293701E0,9.973599104E0
6.268673750E0,-2.778222656E-1,4.893324280E-1,9.969568176E0,9.985435447E0
6.278590750E0,-2.887495422E-1,4.932243347E-1,9.966574402E0,9.982948054E0
6.288508750E0,-2.809657288E-1,4.935237122E-1,9.961634674E0,9.977809017E0
6.298426750E0,-2.793191528E-1,4.999603271E-1,9.966724091E0,9.983164259E0
6.308343750E0,-2.769241333E-1,4.972659302E-1,9.956545258E0,9.972800702E0
6.318261750E0,-2.781216431E-1,4.912783813E-1,9.952204285E0,9.968203259E0
6.328178750E0,-2.815644836E-1,5.002597046E-1,9.963281250E0,9.979805188E0
6.338096750E0,-2.739303589E-1,4.920268250E-1,9.956994324E0,9.972906507E0
6.348013750E0,-2.673440552E-1,4.885839844E-1,9.954449615E0,9.970017768E0
