"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.370065083E0,4.695862345E-2,2.237550816E-2,1.762222159E-1,1.837390679E-1
9.379982083E0,3.024583759E-2,1.679170044E-2,1.666409683E-1,1.701939606E-1
9.389899083E0,2.249177182E-2,1.915842036E-2,1.684378177E-1,1.710094246E-1
9.399815083E0,3.271697142E-2,1.899851271E-2,1.670888650E-1,1.713185119E-1
9.409732083E0,3.055830731E-2,2.069966875E-2,1.685857522E-1,1.725788002E-1
9.419649083E0,2.919526652E-2,1.886256038E-2,1.708310831E-1,1.743313475E-1
9.429565083E0,2.515695099E-2,1.833095255E-2,1.672403079E-1,1.701123646E-1
9.439482083E0,3.311401564E-2,1.383302302E-2,1.669415152E-1,1.707552636E-1
9.449399083E0,3.235239753E-2,2.304833539E-2,1.642471182E-1,1.689823045E-1
9.459315083E0,3.023181341E-2,2.358727051E-2,1.744236124E-1,1.785886850E-1
9.469232083E0,3.244046208E-2,1.655737327E-2,1.706808096E-1,1.745235484E-1
9.479149083E0,2.466447839E-2,2.798354072E-2,1.697826773E-1,1.738320240E-1
9.489065083E0,3.035835994E-2,2.053411945E-2,1.682857901E-1,1.722306222E-1
9.498982083E0,3.195825865E-2,2.600233046E-2,1.648447037E-1,1.699153549E-1
9.508899083E0,3.450758985E-2,2.561384237E-2,1.723291397E-1,1.776067991E-1
9.518815083E0,3.858288903E-2,2.280868177E-2,1.606534195E-1,1.667884783E-1
9.528732083E0,3.129690201E-2,2.012419766E-2,1.693359500E-1,1.733757289E-1
9.538649083E0,2.566181238E-2,1.707227999E-2,1.621532303E-1,1.650565402E-1
9.548565083E0,3.886321734E-2,2.005952197E-2,1.690394962E-1,1.746055135E-1
9.558482083E0,3.503603197E-2,2.469374644E-2,1.732313651E-1,1.784556261E-1
9.568399083E0,2.967980884E-2,2.746652808E-2,1.717333084E-1,1.764302424E-1
9.578315083E0,3.188236361E-2,2.246463709E-2,1.670917886E-1,1.715832476E-1
9.588232083E0,3.622565713E-2,2.846988745E-2,1.697885245E-1,1.759288941E-1
9.598149083E0,3.065740848E-2,2.273899941E-2,1.762216312E-1,1.803080755E-1
9.608065083E0,3.410878234E-2,2.805772270E-2,1.693388736E-1,1.750037113E-1
9.617982083E0,2.730631437E-2,2.413405827E-2,1.664971268E-1,1.704387890E-1
9.627899083E0,3.331812914E-2,2.105032353E-2,1.729343265E-1,1.773682473E-1
9.637815083E0,3.100870737E-2,2.662711916E-2,1.793697721E-1,1.839675475E-1
9.647732083E0,3.124827876E-2,2.044682692E-2,1.702393448E-1,1.742870110E-1
9.657649083E0,3.160173381E-2,2.769894577E-2,1.670964664E-1,1.722995365E-1
9.667565083E0,3.820568880E-2,2.196286376E-2,1.766771293E-1,1.820902250E-1
9.677482083E0,3.371846242E-2,2.463010315E-2,1.684436649E-1,1.735420552E-1
9.687399083E0,3.132541632E-2,2.405674711E-2,1.633571720E-1,1.680641974E-1
9.697315083E0,4.008412510E-2,2.422940443E-2,1.690470976E-1,1.754158554E-1
9.707232083E0,3.120498195E-2,2.691851150E-2,1.820694315E-1,1.866752128E-1
9.717149083E0,2.384307249E-2,2.662796883E-2,1.691956168E-1,1.729297476E-1
9.727065083E0,2.390564684E-2,2.195921838E-2,1.723402494E-1,1.753706041E-1
9.736982083E0,3.177795427E-2,3.285545907E-2,1.706960124E-1,1.767100682E-1
9.746899083E0,3.181308324E-2,2.464357916E-2,1.744364762E-1,1.790180508E-1
9.756815083E0,3.768374258E-2,2.613575662E-2,1.787756950E-1,1.845640575E-1
9.766732083E0,4.001687299E-2,1.385858632E-2,1.712877506E-1,1.764451871E-1
9.776649083E0,3.601893065E-2,2.082387640E-2,1.648511356E-1,1.700202756E-1
9.786566083E0,2.870000736E-2,2.452078306E-2,1.675461173E-1,1.717459189E-1
9.796482083E0,2.073198832E-2,2.084214895E-2,1.663503617E-1,1.689279531E-1
9.806399083E0,2.389741505E-2,1.646920365E-2,1.801223087E-1,1.824455185E-1
9.816316083E0,4.129992569E-2,1.898594577E-2,1.644038236E-1,1.705718828E-1
9.826232083E0,3.544749322E-2,2.498549509E-2,1.682933915E-1,1.737914421E-1
9.836149083E0,3.799890750E-2,2.435657680E-2,1.597582108E-1,1.660115831E-1
9.846066083E0,3.935085685E-2,2.584285222E-2,1.798141605E-1,1.858748914E-1
9.855982083E0,2.822445514E-2,2.523970279E-2,1.697856009E-1,1.739563530E-1
9.865899083E0,2.296603583E-2,2.230278342E-2,1.681390250E-1,1.711595299E-1
9.875816083E0,3.264480399E-2,2.794365631E-2,1.626069742E-1,1.681890580E-1
9.885732083E0,3.932444388E-2,1.707899516E-2,1.579812419E-1,1.636953780E-1
9.895649083E0,3.603281778E-2,1.299083667E-2,1.642862946E-1,1.686923602E-1
9.905566083E0,3.819395782E-2,8.072044663E-3,1.655329210E-1,1.700737612E-1
9.915483083E0,4.308276915E-2,2.368057472E-2,1.518252933E-1,1.595863851E-1
9.925399083E0,4.052088470E-2,3.621581736E-2,1.829886138E-1,1.908883452E-1
9.935316083E0,2.614489289E-2,3.816366651E-2,1.843276262E-1,1.900439282E-1
9.945233083E0,2.216109350E-2,3.322416256E-2,1.750165200E-1,1.795152955E-1
9.955149083E0,1.959611186E-2,2.667454099E-2,1.730249584E-1,1.761623540E-1
9.965066083E0,1.949584125E-2,1.894332962E-2,1.674344355E-1,1.696267306E-1
9.974983083E0,3.597034394E-2,2.950949955E-2,1.746060455E-1,1.806984984E-1
9.984899083E0,4.162433652E-2,1.819522406E-2,1.549915606E-1,1.615117191E-1
9.994816083E0,2.586842922E-2,1.919848292E-2,1.692090654E-1,1.722482662E-1
1.000473308E1,3.518939347E-2,2.407706619E-2,1.666620183E-1,1.720297267E-1
1.001464846E1,2.515615613E-2,2.830573600E-2,1.680086321E-1,1.722235388E-1
1.002456546E1,2.721213765E-2,2.800241626E-2,1.650177813E-1,1.695744789E-1
1.003448246E1,2.597911519E-2,2.834841611E-2,1.657662249E-1,1.701675305E-1
1.004439846E1,3.304698279E-2,2.078001771E-2,1.801363420E-1,1.843176984E-1
1.005431546E1,3.128112366E-2,2.869818924E-2,1.745972747E-1,1.796838977E-1
1.006423246E1,3.559040283E-2,2.293176109E-2,1.707053679E-1,1.758774149E-1
1.007414946E1,3.388664296E-2,2.186038673E-2,1.561849773E-1,1.613069379E-1
1.008406546E1,3.085308921E-2,2.668901285E-2,1.674098772E-1,1.723086867E-1
1.009398246E1,2.688266532E-2,1.872042736E-2,1.781857109E-1,1.811719616E-1
1.010389946E1,2.677052669E-2,2.608086131E-2,1.756357402E-1,1.795683314E-1
1.011381546E1,3.764565345E-2,2.499394615E-2,1.687465507E-1,1.746919888E-1
1.012373246E1,3.605015843E-2,2.668075366E-2,1.763789213E-1,1.819917592E-1
1.013364946E1,3.345200297E-2,1.880872488E-2,1.522807914E-1,1.570421729E-1
1.014356546E1,2.891315664E-2,2.446155716E-2,1.712930131E-1,1.754298570E-1
1.015348246E1,3.191046679E-2,1.310245454E-2,1.654528141E-1,1.690106088E-1
1.016339946E1,2.855395488E-2,2.530001591E-2,1.717414945E-1,1.759277127E-1
1.017331646E1,3.180497023E-2,2.316023648E-2,1.703942961E-1,1.748775824E-1
1.018323246E1,2.680322542E-2,2.282530522E-2,1.727887309E-1,1.763387449E-1
1.019314946E1,3.532952565E-2,2.346653922E-2,1.685945231E-1,1.738475397E-1
1.020306646E1,4.050587380E-2,2.845438319E-2,1.783225358E-1,1.850656762E-1
1.021298246E1,2.659225971E-2,2.977028537E-2,1.678443253E-1,1.725257537E-1
1.022289946E1,2.569627441E-2,2.178523174E-2,1.620047110E-1,1.654703032E-1
1.023281646E1,2.662991029E-2,2.286623117E-2,1.684372330E-1,1.720555669E-1
1.024273346E1,2.299358170E-2,2.585972692E-2,1.715789419E-1,1.750336070E-1
1.025264946E1,2.356059716E-2,1.966746616E-2,1.667871487E-1,1.695873343E-1
1.026256646E1,2.997186813E-2,2.113249518E-2,1.763672268E-1,1.801396512E-1
1.027248346E1,4.084015181E-2,2.423675913E-2,1.694827151E-1,1.760105941E-1
1.028239946E1,2.715832500E-2,2.499059313E-2,1.765175003E-1,1.803345010E-1
1.029231646E1,2.733232534E-2,3.028634783E-2,1.723262161E-1,1.770893662E-1
1.030223346E1,2.990824311E-2,2.056024006E-2,1.572076553E-1,1.613427202E-1
1.031214946E1,3.325999503E-2,2.703038975E-2,1.643915445E-1,1.698865772E-1
1.032206646E1,3.069113047E-2,2.501633002E-2,1.741236502E-1,1.785687761E-1
1.033198346E1,3.275611122E-2,2.244291103E-2,1.660398746E-1,1.707216653E-1
1.034190046E1,3.335493919E-2,2.436533392E-2,1.700820547E-1,1.750260747E-1
1.035181646E1,2.814052932E-2,2.312688908E-2,1.696353275E-1,1.735018349E-1
1.036173346E1,3.493908696E-2,2.000332475E-2,1.702352518E-1,1.749311686E-1
1.037165046E1,3.387560634E-2,2.482806795E-2,1.714321768E-1,1.765020706E-1
1.038156646E1,3.255333161E-2,3.031789538E-2,1.751726407E-1,1.807328089E-1
1.039148346E1,2.757840176E-2,2.455759311E-2,1.540677005E-1,1.584313730E-1
1.040140046E1,3.014302709E-2,2.865990368E-2,1.742733389E-1,1.791680463E-1
1.041131746E1,3.080325997E-2,2.059606339E-2,1.699335355E-1,1.739265509E-1
1.042123346E1,2.772051651E-2,2.292791929E-2,1.766706973E-1,1.802960116E-1
1.043115046E1,2.725418279E-2,1.970920066E-2,1.640968448E-1,1.675082611E-1
1.044106746E1,4.281009704E-2,2.538633543E-2,1.660463065E-1,1.733451653E-1
1.045098346E1,4.299500610E-2,2.451242337E-2,1.644009000E-1,1.716889204E-1
1.046090046E1,3.642703889E-2,2.326859726E-2,1.793721110E-1,1.845066692E-1
1.047081746E1,3.901558299E-2,1.989119982E-2,1.633560026E-1,1.691243895E-1
1.048073446E1,4.691751936E-2,2.586218001E-2,1.730851847E-1,1.811866086E-1
1.049065046E1,3.775261181E-2,2.366247119E-2,1.509318388E-1,1.573708747E-1
1.050056746E1,3.939918774E-2,1.624470712E-2,1.709883732E-1,1.762192108E-1
1.051048446E1,3.674626946E-2,1.672358951E-2,1.736827701E-1,1.783134078E-1
1.052040146E1,2.723879730E-2,2.286838733E-2,1.706878263E-1,1.743538048E-1
1.053031746E1,2.642216055E-2,2.542650763E-2,1.681390250E-1,1.720911665E-1
1.054023446E1,2.368198170E-2,2.370061970E-2,1.590068436E-1,1.624984059E-1
1.055015146E1,1.837389761E-2,1.606061575E-2,1.594611722E-1,1.613177267E-1
1.056006746E1,2.666111067E-2,1.551231138E-2,1.359635514E-1,1.394185566E-1
1.056998446E1,2.821004723E-2,2.544430052E-2,2.061693156E-1,2.096401819E-1
1.057990146E1,3.710555345E-2,2.597362429E-2,1.630636418E-1,1.692371192E-1
1.058981846E1,4.443099090E-2,3.026517908E-2,1.871658647E-1,1.947335485E-1
1.059973446E1,2.932761460E-2,3.985657705E-2,1.675619048E-1,1.747159055E-1
1.060965146E1,1.216519612E-2,9.628641078E-2,1.633752984E-1,1.900277691E-1
1.061956846E1,-5.054677648E-2,1.423234034E-1,1.645809942E-1,2.233782251E-1
1.062948446E1,-2.694136406E-1,3.145707004E-1,1.566667879E-1,4.428125085E-1
1.063940146E1,-1.804411647E-1,2.785692474E-1,2.045654243E-1,3.898805617E-1
1.064931846E1,-7.364055569E-2,1.076164326E-1,1.650464326E-1,2.103438921E-1
1.065923546E1,-4.097251816E-2,1.158899504E-1,1.783546954E-1,2.166093840E-1
1.066915146E1,3.411379998E-1,-6.978580161E-2,1.727963322E-1,3.887206779E-1
1.067906846E1,2.020939890E-1,-1.139275975E-1,1.525877702E-1,2.776769804E-1
1.068898546E1,1.360284738E-1,-1.283382157E-1,1.826605850E-1,2.614179271E-1
1.069890246E1,2.885420574E-1,-3.684840387E-1,1.769683206E-1,5.003546664E-1
1.070881846E1,4.994481476E-2,-1.706904575E-2,1.673946744E-1,1.755186995E-1
1.071873546E1,5.560661886E-2,3.051792041E-2,1.748872966E-1,1.860349591E-1
1.072865246E1,2.465023493E-2,-2.671172563E-4,1.808824468E-1,1.825545534E-1
1.073856846E1,2.712714289E-2,-3.074575625E-3,1.699656951E-1,1.721443360E-1
1.074848546E1,4.952622721E-2,8.552302066E-3,1.699727118E-1,1.772476003E-1
1.075840246E1,9.044211874E-2,1.554390462E-2,1.662433577E-1,1.898900834E-1
1.076831946E1,3.508302896E-2,-2.606199490E-2,1.762871200E-1,1.816237737E-1
1.077823546E1,1.598468875E-2,-1.464069709E-2,1.783880246E-1,1.797001603E-1
1.078815246E1,1.306645305E-2,-1.410256139E-2,1.664152658E-1,1.675221034E-1
1.079806946E1,1.043808393E-2,2.172300457E-2,1.724022299E-1,1.740786357E-1
1.080798646E1,-1.624068716E-2,3.659793747E-2,1.583285666E-1,1.633129019E-1
1.081790246E1,-2.108918010E-2,4.051986144E-2,1.747943258E-1,1.806645207E-1
1.082781946E1,4.810741860E-2,-5.748941316E-3,1.697025704E-1,1.764832470E-1
1.083773646E1,6.050496846E-2,-2.309366045E-2,1.801801962E-1,1.914655882E-1
1.084765346E1,4.264593646E-2,-2.241136347E-2,1.626631075E-1,1.696473744E-1
1.085756946E1,1.170955184E-2,2.082204914E-2,1.870629537E-1,1.885821306E-1
1.086748646E1,5.439033405E-2,-8.627854488E-3,1.761339229E-1,1.845424263E-1
1.087740346E1,5.771778348E-2,-2.848847520E-2,1.756836873E-1,1.871034306E-1
1.088732046E1,3.288660463E-2,6.611716258E-3,1.664059103E-1,1.697532637E-1
1.089723646E1,4.920985630E-2,2.447852779E-2,1.782365817E-1,1.865183297E-1
1.090715346E1,8.501480626E-2,-1.302655951E-2,1.771940231E-1,1.969642870E-1
1.091707046E1,7.669021670E-2,2.012867443E-3,1.688196409E-1,1.854333091E-1
1.092698746E1,2.040335104E-1,-4.343435583E-2,1.697265440E-1,2.689299470E-1
1.093690346E1,1.100735058E-1,3.579826678E-2,1.842586291E-1,2.175981042E-1
1.094682046E1,1.681446895E-1,-2.228744818E-2,1.769326526E-1,2.451010618E-1
1.095673746E1,1.908944879E-1,-2.685476771E-2,1.705036390E-1,2.573584562E-1
1.096665446E1,1.968934023E-1,-1.451675439E-2,1.940112001E-1,2.767997359E-1
1.097657046E1,1.431267834E-1,3.943174942E-3,1.431217128E-1,2.024466583E-1
1.098648746E1,-1.160262545E-1,9.256591883E-2,2.068902773E-1,2.546254659E-1
1.099640446E1,-6.240914164E-2,5.462869488E-2,2.839916629E-1,2.958554712E-1
1.100632146E1,2.902545059E-2,3.653852885E-2,5.845940959E-1,5.864535769E-1
1.101623846E1,1.316995151E-1,1.285671160E-2,1.521638471E-1,2.016529039E-1
1.102615546E1,6.114495534E-2,5.925836035E-2,1.221015573E-1,1.488591587E-1
1.103607246E1,1.588280101E-2,8.772883709E-2,3.120933813E-1,3.245780197E-1
1.104598846E1,-5.887415260E-5,8.066680756E-2,3.118413663E-1,3.221058445E-1
1.105590546E1,-4.396083639E-1,1.501788727E-1,2.174497640E-1,5.129265125E-1
1.106582246E1,-2.971347418E-1,9.439964220E-4,2.639263576E-1,3.974255505E-1
1.107573946E1,-2.897824163E-1,7.356165483E-2,7.149682939E-2,3.074035824E-1
1.108565646E1,-1.445651619E-1,8.008825298E-2,1.809952980E-1,2.450969445E-1
1.109557246E1,-5.978743287E-2,-1.591916339E-2,2.412508553E-1,2.490580898E-1
1.110548946E1,-2.474618409E-2,-5.827707879E-2,1.827716821E-1,1.934271939E-1
1.111540646E1,-2.710664109E-2,1.465769056E-2,3.633044654E-1,3.646090406E-1
1.112532346E1,-2.645107503E-1,3.546391111E-3,3.982374859E-1,4.780916325E-1
1.113523946E1,2.303462732E-1,2.882688280E-2,1.319956309E-1,2.670453919E-1
1.114515646E1,-7.076749887E-2,3.280521870E-2,2.086982363E-1,2.227985079E-1
1.115507346E1,2.812950184E-2,1.158561828E-2,2.331284881E-3,3.051115064E-2
1.116499046E1,1.122267977E-2,8.092433173E-2,-6.511634767E-2,1.044740865E-1
1.117490646E1,2.268440103E-1,2.153209755E-2,-3.106918037E-2,2.299720205E-1
1.118482346E1,6.666818957E-2,4.549420657E-2,1.839475572E-2,8.278126219E-2
1.119474046E1,2.739252243E-1,-6.468710722E-2,-2.570202112E-2,2.826305791E-1
1.120465746E1,9.189401893E-2,-3.633039538E-3,1.521919137E-1,1.778203821E-1
1.121457346E1,-1.603292279E-1,1.033199169E-1,2.007501161E-1,2.769134805E-1
1.122449046E1,1.348221658E-1,-3.435533384E-2,1.129459870E-1,1.792040773E-1
1.123440746E1,1.487706713E-1,-2.475508282E-2,8.487584352E-2,1.730590523E-1
1.124432446E1,5.751660272E-2,6.751889549E-2,1.888364142E-1,2.086292218E-1
1.125424046E1,5.903806650E-2,6.885829160E-2,1.775308228E-1,1.993593505E-1
1.126415746E1,8.747724236E-2,2.491666697E-2,1.732699567E-1,1.956925806E-1
1.127407446E1,8.361705677E-2,1.712333350E-2,1.775442713E-1,1.969948959E-1
1.128399146E1,4.229594406E-2,1.033332741E-2,1.900549740E-1,1.949785057E-1
1.129390746E1,3.428755182E-2,-1.946521645E-2,1.748814493E-1,1.792708905E-1
1.130382446E1,5.842272928E-2,-3.679618092E-2,1.902415001E-1,2.023833061E-1
1.131374146E1,7.397081374E-2,-3.718335796E-2,2.018575788E-1,2.181759966E-1
1.132365846E1,7.389012217E-2,-1.931178186E-2,1.928265542E-1,2.074000363E-1
1.133357546E1,6.739866212E-2,2.614326663E-3,1.743645555E-1,1.869556433E-1
1.134349146E1,-2.656159837E-2,3.207956096E-2,1.159438545E-1,1.231973787E-1
1.135340846E1,-4.307396178E-2,6.990503456E-2,8.193352461E-2,1.159964762E-1
1.136332546E1,1.775334357E-2,4.180890754E-2,3.869763333E-1,3.896329663E-1
1.137324246E1,-1.045646612E-3,2.371060565E-2,1.800626671E-1,1.816200713E-1
1.138315846E1,5.303981910E-2,1.770803679E-2,3.042312151E-1,3.093273820E-1
1.139307546E1,-4.534882103E-2,9.223116573E-2,-5.284128785E-2,1.155651557E-1
1.140299246E1,-1.643954913E-1,7.284837674E-2,5.776704079E-1,6.050089782E-1
1.141290946E1,-2.825415899E-1,6.780391071E-2,1.846199870E-1,3.442552250E-1
1.142282546E1,1.785276086E-1,-4.857936200E-2,2.535235763E-2,1.867479678E-1
1.143274246E1,1.966216895E-1,-3.371630626E-2,1.319266337E-1,2.391683816E-1
1.144265946E1,2.629470952E-2,-1.992274281E-3,1.760666800E-1,1.780304937E-1
1.145257646E1,8.886155239E-2,-1.629505713E-2,1.212443554E-1,1.512021763E-1
1.146249346E1,1.838561579E-1,-3.716424488E-2,7.208739817E-2,2.009498964E-1
1.147240946E1,2.552905683E-1,-3.562196866E-2,1.214402372E-1,2.849384672E-1
1.148232646E1,3.170716276E-1,-4.154519811E-3,3.831282806E-1,4.973318374E-1
1.149224346E1,1.370725307E-2,5.310751889E-2,4.117802221E-1,4.154169576E-1
1.150216046E1,-1.966095200E-1,1.739733037E-2,1.121618754E-1,2.270203884E-1
1.151207646E1,-3.244098832E-1,4.026330572E-2,1.463394356E-1,3.581593731E-1
1.152199346E1,-3.858954937E-2,2.402310278E-2,1.306618810E-1,1.383430155E-1
1.153191046E1,2.403172743E-1,-1.270395309E-2,1.865530765E-1,3.044927472E-1
1.154182746E1,3.351977769E-1,1.197361027E-1,3.574730372E-1,5.044613526E-1
1.155174446E1,-1.529108106E-2,-6.106393486E-2,4.467553425E-1,4.511684357E-1
1.156166046E1,1.725400963E-2,-6.651313785E-2,5.286824352E-1,5.331292672E-1
1.157157746E1,8.843118818E-2,3.213403143E-2,4.734513903E-1,4.827099439E-1
1.158149446E1,6.134398908E-2,2.435646717E-2,2.711330509E-1,2.790509878E-1
1.159141146E1,6.056959846E-2,-1.755286630E-2,1.692757237E-1,1.806406654E-1
1.160132746E1,5.207092633E-2,-4.630176187E-2,9.642935693E-2,1.189699769E-1
1.161124446E1,5.669765448E-2,-4.898833819E-3,-2.450451136E-2,6.196042022E-2
1.162116146E1,-3.330909337E-2,5.103267096E-3,1.467861629E-1,1.506045041E-1
1.163107846E1,-2.951812419E-2,1.134794723E-2,2.612594426E-1,2.631664718E-1
1.164099546E1,-6.364391827E-2,1.589357268E-2,3.639926827E-1,3.698564952E-1
1.165091146E1,1.002573189E-1,-2.730437748E-2,2.305592215E-1,2.528924942E-1
1.166082846E1,-1.075852049E-2,3.732219279E-2,7.733995199E-2,8.654571053E-2
1.167074546E1,-1.095939701E-1,4.888681591E-2,-2.686386287E-2,1.229732743E-1
1.168066246E1,-5.803004307E-2,-2.918246660E-2,-6.530579746E-2,9.210835704E-2
1.169057846E1,-4.904197725E-2,3.772623539E-3,-6.897901833E-2,8.471985122E-2
1.170049546E1,-7.849698806E-2,3.680310622E-2,-3.995870233E-2,9.546173921E-2
1.171041246E1,-6.743103194E-2,3.220463656E-2,2.987167060E-2,8.047607961E-2
1.172032946E1,-1.570424167E-2,4.565034550E-2,1.073279822E-1,1.176854834E-1
1.173024646E1,4.076143367E-2,2.113563806E-2,2.279279745E-1,2.325067122E-1
1.174016246E1,7.651794311E-3,2.059181046E-2,2.918637693E-1,2.926893104E-1
1.175007946E1,-3.178558306E-2,2.871052321E-2,3.264190596E-1,3.292172838E-1
1.175999646E1,6.566487132E-3,2.033347316E-2,3.736487746E-1,3.742592359E-1
1.176991346E1,-1.474329380E-1,5.505964838E-2,3.280211967E-1,3.638213045E-1
1.177983046E1,-2.277904553E-1,1.036894061E-1,2.438364941E-1,3.494226957E-1
1.178974646E1,1.949651733E-2,1.177782722E-2,1.760894841E-1,1.775565764E-1
1.179966346E1,1.323785230E-1,-4.786523424E-2,6.863461733E-2,1.566073584E-1
1.180958046E1,1.085057850E-1,-1.387171514E-2,9.347125053E-2,1.438846918E-1
1.181949746E1,1.208043251E-1,-1.107842714E-2,9.027048469E-2,1.512123570E-1
1.182941346E1,1.482496113E-1,-3.011067554E-2,9.018043756E-2,1.761167549E-1
1.183933046E1,7.367252352E-2,1.088897735E-3,7.625178516E-2,1.060337737E-1
1.184924746E1,3.063536265E-2,2.854881115E-2,-3.498389125E-3,4.202140870E-2
1.185916446E1,9.607240269E-2,1.411291279E-2,-3.129663706E-2,1.020223522E-1
1.186908146E1,1.662653395E-1,-4.504475668E-3,-1.758959413E-2,1.672538408E-1
1.187899746E1,1.030822824E-1,2.102629513E-2,8.827249110E-2,1.373320600E-1
1.188891446E1,5.403917220E-2,2.567665882E-2,1.712573451E-1,1.814072799E-1
1.189883146E1,-2.743147220E-2,4.854270726E-2,3.082348037E-1,3.132372492E-1
1.190874846E1,-4.614076244E-2,6.159946673E-2,3.812758827E-1,3.889662749E-1
1.191866546E1,-2.688693197E-2,5.063820317E-2,3.746679443E-1,3.790292907E-1
1.192858146E1,-1.375330903E-2,2.816640325E-2,2.628791213E-1,2.647412552E-1
1.193849846E1,4.493470112E-2,2.748834550E-2,1.904935151E-1,1.976423938E-1
1.194841546E1,2.991153217E-2,7.879634723E-3,1.618064904E-1,1.647365434E-1
1.195833246E1,3.853614785E-2,1.242730670E-2,1.823951215E-1,1.868353633E-1
1.196824946E1,6.145286607E-2,2.943188690E-2,2.425775886E-1,2.519654286E-1
1.197816546E1,1.175690880E-1,1.615965754E-2,3.238614875E-1,3.449201184E-1
1.198808246E1,1.289662889E-1,3.071038060E-2,4.036701339E-1,4.248823463E-1
1.199799946E1,5.808160820E-2,3.599253595E-2,4.018019485E-1,4.075705359E-1
1.200791646E1,5.542764838E-2,1.849781290E-2,3.917552626E-1,3.960891050E-1
1.201783333E1,-1.676694570E-2,-2.193714514E-2,4.077848196E-1,4.087185192E-1
1.202774933E1,1.000646805E-2,-3.461427413E-2,2.577458507E-1,2.602521872E-1
1.203766633E1,2.471014149E-2,1.153948009E-2,9.759236813E-2,1.013312440E-1
1.204758333E1,6.093359677E-2,2.613266855E-3,-3.516398549E-2,7.040055578E-2
1.205750033E1,8.029428511E-2,3.659487225E-2,-3.166501164E-2,9.374982591E-2
1.206741733E1,1.064975953E-1,2.104230188E-2,3.778236866E-2,1.149435673E-1
1.207733333E1,1.097421239E-1,7.384229377E-3,1.626403034E-1,1.963408488E-1
1.208725033E1,3.041072907E-2,-3.916172683E-3,2.291898036E-1,2.312317343E-1
1.209716733E1,-1.003754052E-2,-2.131675556E-3,1.362477261E-1,1.366335944E-1
1.210708433E1,-5.844273772E-3,-1.065223821E-2,-5.495096326E-2,5.627818474E-2
1.211700133E1,-4.990138091E-2,-3.333022557E-2,-2.062266183E-1,2.147800499E-1
1.212691733E1,-5.477339976E-2,-2.476785533E-2,-2.538457578E-1,2.608663274E-1
1.213683433E1,8.422594378E-3,-1.433240265E-2,-1.842884499E-1,1.850367278E-1
1.214675133E1,2.937044545E-2,1.423139200E-3,-6.194364846E-2,6.856868072E-2
1.215666833E1,2.479705486E-2,1.327559151E-2,2.642432767E-1,2.657360430E-1
1.216658533E1,-1.123860430E-2,2.001501918E-2,2.018564093E-1,2.031573705E-1
1.217650133E1,7.535151495E-2,7.329258241E-2,2.190355289E-1,2.429531156E-1
1.218641833E1,7.552218055E-2,-1.142838299E-3,2.900944018E-1,2.997660218E-1
1.219633533E1,2.280887363E-2,3.096553847E-2,3.677512729E-1,3.697568228E-1
1.220625233E1,5.311697493E-2,-9.860817567E-3,2.650829369E-1,2.705320908E-1
1.221616933E1,-1.162050971E-2,9.100167900E-3,2.033047646E-1,2.038398308E-1
1.222608633E1,-9.634921353E-2,2.453016602E-2,2.303516454E-1,2.508919698E-1
1.223600233E1,3.576888909E-2,-2.004140474E-2,2.116113192E-1,2.155467971E-1
1.224591933E1,8.794051543E-2,-2.243255049E-2,1.504810184E-1,1.757307329E-1
1.225583633E1,2.527257968E-2,1.063564673E-2,1.108421588E-1,1.141832056E-1
1.226575333E1,6.088873766E-2,2.858557552E-4,9.431266487E-2,1.122604064E-1
1.227567033E1,1.189089775E-2,1.814866103E-2,6.632145882E-2,6.978039299E-2
1.228558633E1,-1.336322665E-2,2.745472401E-2,1.398075110E-1,1.431030322E-1
1.229550333E1,1.021390717E-2,1.518478051E-2,2.316099662E-1,2.323318271E-1
1.230542033E1,1.974494177E-2,6.066705510E-3,2.215258580E-1,2.224867938E-1
1.231533733E1,2.229964511E-2,-2.323391140E-3,2.313830942E-1,2.324667903E-1
1.232525433E1,8.267613927E-2,-1.692871258E-2,1.894749302E-1,2.074190793E-1
1.233517033E1,1.111965092E-1,1.877248585E-3,1.802141100E-1,2.117671201E-1
1.234508733E1,5.023305508E-2,1.573851183E-3,2.007378370E-1,2.069336029E-1
1.235500433E1,-6.690731328E-3,-5.258839577E-4,1.209250975E-1,1.211111953E-1
1.236492133E1,-5.435096584E-3,3.642734952E-2,5.794356823E-2,6.865820539E-2
1.237483833E1,2.937586326E-2,2.317492761E-2,1.509487957E-1,1.555170651E-1
1.238475433E1,9.814762521E-2,1.834183842E-2,2.212288195E-1,2.427170574E-1
1.239467133E1,1.414759865E-1,8.504921347E-3,2.014044195E-1,2.462753107E-1
1.240458833E1,9.595716686E-2,1.847325459E-2,1.748557216E-1,2.003086678E-1
1.241450533E1,7.539015225E-2,1.746110156E-2,2.047800171E-1,2.189141853E-1
1.242442233E1,6.661691680E-2,1.299828731E-2,2.533528376E-1,2.622869219E-1
1.243433933E1,6.136430816E-2,1.090988114E-2,2.795945567E-1,2.864571869E-1
1.244425533E1,1.764654966E-2,2.125894122E-2,2.794320041E-1,2.807945658E-1
1.245417233E1,-1.592820830E-2,3.577099957E-2,2.424846178E-1,2.456258580E-1
1.246408933E1,-8.341476138E-2,5.361933298E-2,9.496638358E-2,1.373013813E-1
